"gene","n_samples","z_combined","mean_z","mean_logfc","sd_z","n_positive","n_negative","consistency","p_combined"
"TMOD3",6,0.443064167184212,0.18088018881875,0.284800092220924,0.495557713281255,4,2,0.666666666666667,0.657719322528857
"POLR2J",10,0.443049152910567,0.140104443860561,1.59205522899752,1.29757769846691,6,4,0.6,0.657730182247107
"GLT8D1",5,0.442032469018097,0.197682929797307,-2.73345217400208,1.14155861770773,2,3,0.6,0.658465710499822
"VAMP3",8,0.441981483590521,0.156264052102874,0.588835501408814,0.815219302637236,4,4,0.5,0.658502605034258
"ARHGEF40",5,0.441980550964909,0.197659711338069,1.0024377496577,0.820145735437363,3,2,0.6,0.658503279916949
"RB1CC1",3,0.441199956916576,0.254726913892236,-0.256151661691691,0.939502338469707,2,1,0.666666666666667,0.659068244407715
"RBM10",10,0.440061340102797,0.139159614491084,0.187811782252536,1.17371728818032,4,6,0.6,0.659892681138914
"MBD2",8,0.435505766515231,0.153974540374383,0.562137411220349,1.02576065882284,5,3,0.625,0.663195354256479
"MRPS25",6,0.435127047600133,0.177639873317342,0.0916316002258566,0.600408805072843,3,3,0.5,0.663470211744096
"WDR6",11,0.432877534535825,0.130517487475404,-0.812117178924554,1.53733778625238,7,4,0.636363636363636,0.665103741648479
"RSRC2",11,0.432588676168144,0.130430393400572,1.65084568699712,1.30435000136818,7,4,0.636363636363636,0.665313617498402
"CAMTA1",10,0.431125440977615,0.136333835073375,-0.324349327549953,0.720772314205166,4,6,0.6,0.666377163046741
"RRAGA",9,0.431096967674786,0.143698989224929,0.141731811011779,0.484865958668172,5,4,0.555555555555556,0.666397865394611
"DLD",8,0.430813208355902,0.152315470526596,0.566977281992981,0.474341785838958,6,2,0.75,0.666604194792545
"IK",13,0.430281816055341,0.119338703899023,0.330228076104296,0.623156251910588,7,6,0.538461538461538,0.666990652949948
"SSNA1",11,0.428937698912142,0.129329582339092,-1.11654248588485,1.29301758026338,7,4,0.636363636363636,0.667968564270373
"SLC35E2B",3,0.427910652585586,0.247054330459396,0.261422804513734,0.914052727651683,2,1,0.666666666666667,0.668716171160467
"H6PD",10,0.42767935385403,0.135244086640785,-0.79255473097649,0.831478057775792,6,4,0.6,0.668884583344072
"UPK3BL1",5,0.426933227661051,0.190930343780701,0.317284050108925,1.08304548252699,3,2,0.6,0.669427962882039
"NFE2L1",12,0.426756620994489,0.123194025004812,-0.462857217173676,0.783195981176221,5,7,0.583333333333333,0.66955660514395
"WTAP",8,0.425153099775362,0.15031431994682,-0.320093548554994,0.761340916674176,5,3,0.625,0.670725071124957
"SPARC",13,0.424746782180141,0.11780356171068,-0.454828200380571,1.37385586708398,7,6,0.538461538461538,0.671021276344566
"TPD52L1",7,0.424142974253528,0.160310975744301,-1.09631870612488,1.51390397931636,5,2,0.714285714285714,0.671461546290663
"MPG",10,0.421931670028721,0.133426509424936,0.451388952731218,1.51953472742451,6,4,0.6,0.673074892931604
"MANBAL",9,0.421421806751716,0.140473935583905,-1.02581075951823,1.16424411781804,7,2,0.777777777777778,0.673447098240652
"PDLIM7",3,0.420299456349728,0.242660004263769,0.378948733024963,0.830938022385012,2,1,0.666666666666667,0.674266707002854
"JPX",6,0.420136593492653,0.171520046054687,0.107588469719545,0.779444649479712,4,2,0.666666666666667,0.674385671550672
