dataset,sample,sample_label,malignant_threshold,variable,variable_type,n_spots,n_low,n_high,low_snai1ac_threshold,high_snai1ac_threshold,low_mean,high_mean,high_minus_low,cohens_d
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_G2M_CHECKPOINT_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.02431810238001533,0.13174289840363598,0.15606100078365132,0.1515074359711631
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_GLYCOLYSIS_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.16745669803129776,0.14672798453428465,0.3141846825655824,0.3148944382902564
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_HEDGEHOG_SIGNALING_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.09023325428983768,-0.292975712746394,-0.2027424584565563,-0.18614304872679804
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_HEME_METABOLISM_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.13711113988814322,0.10428975836570085,0.2414008982538441,0.2393148808410753
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_HYPOXIA_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.17444462106127653,0.11503662753871838,0.2894812485999949,0.2786626192069994
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_IL2_STAT5_SIGNALING_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.12474166509933865,0.06604962053190057,0.1907912856312392,0.18545188180087338
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_IL6_JAK_STAT3_SIGNALING_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.05568798795178747,-0.1090485074076302,-0.05336051945584273,-0.052421195816848946
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_INFLAMMATORY_RESPONSE_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.021772578365176074,0.11208890790164841,0.13386148626682448,0.12715637849245037
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_INTERFERON_ALPHA_RESPONSE_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.0003189197500522226,0.1429692557537471,0.14328817550379933,0.13705850244220555
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_INTERFERON_GAMMA_RESPONSE_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,0.024062116544920117,0.023903888161074596,-0.00015822838384552118,-0.00014752977731280717
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_KRAS_SIGNALING_DN_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,0.12761539595679633,-0.12524246351871807,-0.2528578594755144,-0.26585367689756934
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_KRAS_SIGNALING_UP_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.1796633667141904,0.26783099692134266,0.4474943636355331,0.41726351393713096
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_MITOTIC_SPINDLE_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,0.2209643092254226,-0.31036076648179767,-0.5313250757072203,-0.506297861488577
denisenko_2022,SP1,denisenko_2022__SP1,0.1,HALLMARK_MTORC1_SIGNALING_score,hallmark,2386,597,597,-0.6569031256334201,0.6744692958678382,-0.013368131528515998,-0.0046720303117352945,0.008696101216780704,0.008497455685843772
