dataset,sample,variable,crs_numeric,high_group_mean_across_thresholds,high_minus_low_mean_across_thresholds,n_thresholds
denisenko_2022,SP5,HALLMARK_CHOLESTEROL_HOMEOSTASIS_score,3.0,0.20128895541914318,0.6839502770297023,5
denisenko_2022,SP5,HALLMARK_COAGULATION_score,3.0,0.4016377217873587,0.2891953273262665,5
denisenko_2022,SP5,HALLMARK_COMPLEMENT_score,3.0,0.46676641074384595,0.45298667313565016,5
denisenko_2022,SP5,HALLMARK_DNA_REPAIR_score,3.0,0.5574164664706773,0.2418249069669824,5
denisenko_2022,SP5,HALLMARK_E2F_TARGETS_score,3.0,0.16329724126825668,-0.033654095885596036,5
denisenko_2022,SP5,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION_score,3.0,-0.7071420442541987,-0.5100007647048244,5
denisenko_2022,SP5,HALLMARK_ESTROGEN_RESPONSE_EARLY_score,3.0,-0.20227626126807707,-0.14627106933148376,5
denisenko_2022,SP5,HALLMARK_ESTROGEN_RESPONSE_LATE_score,3.0,0.6330427333236488,0.9258936429143135,5
denisenko_2022,SP5,HALLMARK_FATTY_ACID_METABOLISM_score,3.0,-0.27146883302303426,-0.27686312436594873,5
denisenko_2022,SP5,HALLMARK_G2M_CHECKPOINT_score,3.0,0.7933434481281207,0.8101695062316125,5
denisenko_2022,SP5,HALLMARK_GLYCOLYSIS_score,3.0,0.5628577251941369,0.637131069349834,5
denisenko_2022,SP5,HALLMARK_HEDGEHOG_SIGNALING_score,3.0,0.5257882976188106,0.3376684834071765,5
denisenko_2022,SP5,HALLMARK_HEME_METABOLISM_score,3.0,0.31144921054135416,0.3995484331877478,5
denisenko_2022,SP5,HALLMARK_HYPOXIA_score,3.0,0.6275287264970455,0.5205862620386285,5
denisenko_2022,SP5,HALLMARK_IL2_STAT5_SIGNALING_score,3.0,0.26213291967894925,0.27861229769343243,5
denisenko_2022,SP5,HALLMARK_IL6_JAK_STAT3_SIGNALING_score,3.0,-0.16843536815190854,0.2726620135284197,5
denisenko_2022,SP5,HALLMARK_INFLAMMATORY_RESPONSE_score,3.0,0.22136575395316044,0.5647989264563199,5
