dataset,sample,sample_label,balance,balance_label,malignant_threshold,low_mean,high_mean,high_minus_low
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b1,b1 Malignant vs TME,0.8,8.666300387753575,8.599791975603177,-0.06650841215039804
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b1,b1 Malignant vs TME,0.8,9.021716532878344,8.894097208545974,-0.12761932433237
denisenko_2022,SP1,denisenko_2022__SP1,b1,b1 Malignant vs TME,0.9,7.9501432368715,7.017114134314656,-0.9330291025568442
denisenko_2022,SP2,denisenko_2022__SP2,b1,b1 Malignant vs TME,0.9,8.173700164046743,7.937020293231327,-0.23667987081541586
denisenko_2022,SP3,denisenko_2022__SP3,b1,b1 Malignant vs TME,0.9,7.140353750090526,7.409911302646583,0.26955755255605673
denisenko_2022,SP4,denisenko_2022__SP4,b1,b1 Malignant vs TME,0.9,7.251802705898446,6.606541502852366,-0.64526120304608
denisenko_2022,SP5,denisenko_2022__SP5,b1,b1 Malignant vs TME,0.9,5.645842410302843,6.7273650477572495,1.0815226374544062
denisenko_2022,SP6,denisenko_2022__SP6,b1,b1 Malignant vs TME,0.9,8.779898804821464,6.550705530590645,-2.229193274230819
denisenko_2022,SP7,denisenko_2022__SP7,b1,b1 Malignant vs TME,0.9,8.56515868403912,8.25311574337052,-0.3120429406686007
denisenko_2022,SP8,denisenko_2022__SP8,b1,b1 Malignant vs TME,0.9,8.083335592918223,6.441881865041134,-1.6414537278770887
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b1,b1 Malignant vs TME,0.9,8.457753533675495,7.76116572782012,-0.6965878058553754
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b1,b1 Malignant vs TME,0.9,8.33008539817498,7.927533361447351,-0.40255203672762896
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b1,b1 Malignant vs TME,0.9,9.05974916638894,9.605443107766774,0.5456939413778343
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b1,b1 Malignant vs TME,0.9,9.448589670101128,8.095327567759778,-1.3532621023413505
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b1,b1 Malignant vs TME,0.9,9.629252975762563,9.019444002041148,-0.6098089737214156
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b1,b1 Malignant vs TME,0.9,8.530185228569895,7.109597128273997,-1.4205881002958982
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b1,b1 Malignant vs TME,0.9,7.376894491117042,8.336809705963868,0.9599152148468253
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b1,b1 Malignant vs TME,0.9,6.314038537103741,6.839208673139924,0.5251701360361833
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b1,b1 Malignant vs TME,0.9,9.871604477400377,10.328072023545998,0.45646754614562113
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b1,b1 Malignant vs TME,0.9,8.881882733952818,6.936299672031646,-1.9455830619211714
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b1,b1 Malignant vs TME,0.9,9.328330199031594,9.63541623139816,0.3070860323665663
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b1,b1 Malignant vs TME,0.9,9.523285727462213,7.536356207955289,-1.9869295195069236
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b1,b1 Malignant vs TME,0.9,7.912353843404613,8.606002371484282,0.6936485280796685
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b1,b1 Malignant vs TME,0.9,8.590660490851828,8.419604709246002,-0.17105578160582624
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b1,b1 Malignant vs TME,0.9,8.194390906789708,8.928813494059064,0.7344225872693553
denisenko_2022,SP1,denisenko_2022__SP1,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
denisenko_2022,SP2,denisenko_2022__SP2,b1,b1 Malignant vs TME,1.0,4.857883835970846,4.857883835970846,0.0
denisenko_2022,SP3,denisenko_2022__SP3,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
denisenko_2022,SP4,denisenko_2022__SP4,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
denisenko_2022,SP5,denisenko_2022__SP5,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
denisenko_2022,SP6,denisenko_2022__SP6,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
denisenko_2022,SP7,denisenko_2022__SP7,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
denisenko_2022,SP8,denisenko_2022__SP8,b1,b1 Malignant vs TME,1.0,4.857883835970846,4.857883835970846,0.0
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b1,b1 Malignant vs TME,1.0,4.857883835970846,4.857883835970846,0.0
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b1,b1 Malignant vs TME,1.0,4.857883835970845,4.857883835970845,0.0
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b1,b1 Malignant vs TME,1.0,4.857883835970846,4.857883835970846,0.0
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b1,b1 Malignant vs TME,1.0,4.857883835970845,4.857883835970845,0.0
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b1,b1 Malignant vs TME,1.0,4.857883835970846,4.857883835970846,0.0
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b1,b1 Malignant vs TME,1.0,4.857883835970847,4.857883835970847,0.0
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b1,b1 Malignant vs TME,1.0,4.857883835970846,4.857883835970846,0.0
denisenko_2022,SP1,denisenko_2022__SP1,b2,b2 Stromal vs immune,0.1,7.5608958251782035,6.8846111057841295,-0.676284719394074
denisenko_2022,SP2,denisenko_2022__SP2,b2,b2 Stromal vs immune,0.1,5.246648367267583,3.2589495346805784,-1.9876988325870046
denisenko_2022,SP3,denisenko_2022__SP3,b2,b2 Stromal vs immune,0.1,7.915909369212119,7.104809722261078,-0.8110996469510408
denisenko_2022,SP4,denisenko_2022__SP4,b2,b2 Stromal vs immune,0.1,7.198473781808331,5.540587598594622,-1.6578861832137086
denisenko_2022,SP5,denisenko_2022__SP5,b2,b2 Stromal vs immune,0.1,3.570166940538957,2.062560993256999,-1.507605947281958
denisenko_2022,SP6,denisenko_2022__SP6,b2,b2 Stromal vs immune,0.1,6.500363713118298,3.4275753705663083,-3.0727883425519895
denisenko_2022,SP7,denisenko_2022__SP7,b2,b2 Stromal vs immune,0.1,6.876185295245577,6.708743561325919,-0.16744173391965766
denisenko_2022,SP8,denisenko_2022__SP8,b2,b2 Stromal vs immune,0.1,9.736454670679784,5.793534072089377,-3.9429205985904066
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b2,b2 Stromal vs immune,0.1,6.047393898436462,5.934398744619715,-0.11299515381674663
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b2,b2 Stromal vs immune,0.1,4.1026649452612345,3.790266677958103,-0.3123982673031316
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b2,b2 Stromal vs immune,0.1,6.165861000537817,6.220067680892883,0.05420668035506537
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b2,b2 Stromal vs immune,0.1,5.609693424170028,4.83618889836745,-0.7735045258025783
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b2,b2 Stromal vs immune,0.1,5.222053168223693,2.642094248747684,-2.5799589194760086
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b2,b2 Stromal vs immune,0.1,4.988064069052145,3.90236277289454,-1.085701296157605
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b2,b2 Stromal vs immune,0.1,5.902025763871454,4.549229223795448,-1.3527965400760058
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b2,b2 Stromal vs immune,0.1,7.693144075539638,6.189044750568478,-1.5040993249711603
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b2,b2 Stromal vs immune,0.1,6.485614394763778,4.733961208860816,-1.7516531859029625
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b2,b2 Stromal vs immune,0.1,4.15758617446901,4.401599378263751,0.2440132037947409
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b2,b2 Stromal vs immune,0.1,7.402761426991229,3.958259893820242,-3.444501533170987
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b2,b2 Stromal vs immune,0.1,6.708995586573018,1.7882180940351473,-4.920777492537871
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b2,b2 Stromal vs immune,0.1,2.9034167849964723,1.980622509260662,-0.9227942757358103
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b2,b2 Stromal vs immune,0.1,3.12817832844832,2.752172535064443,-0.37600579338387696
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b2,b2 Stromal vs immune,0.1,6.46752518645901,6.484774758563363,0.01724957210435285
denisenko_2022,SP1,denisenko_2022__SP1,b2,b2 Stromal vs immune,0.2,7.372005909623223,6.772763500932569,-0.599242408690654
denisenko_2022,SP2,denisenko_2022__SP2,b2,b2 Stromal vs immune,0.2,5.050107840193591,2.9926032221099104,-2.0575046180836805
denisenko_2022,SP3,denisenko_2022__SP3,b2,b2 Stromal vs immune,0.2,7.02801214047371,6.802569158874175,-0.22544298159953513
denisenko_2022,SP4,denisenko_2022__SP4,b2,b2 Stromal vs immune,0.2,7.034297780808101,5.420408752889554,-1.613889027918547
denisenko_2022,SP5,denisenko_2022__SP5,b2,b2 Stromal vs immune,0.2,2.8236860082925963,2.052163788386258,-0.7715222199063385
denisenko_2022,SP6,denisenko_2022__SP6,b2,b2 Stromal vs immune,0.2,5.994478813701209,3.023024854015675,-2.9714539596855336
denisenko_2022,SP7,denisenko_2022__SP7,b2,b2 Stromal vs immune,0.2,6.413075135245279,6.660976650512426,0.24790151526714688
denisenko_2022,SP8,denisenko_2022__SP8,b2,b2 Stromal vs immune,0.2,9.636914045720196,4.91611192074117,-4.720802124979026
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b2,b2 Stromal vs immune,0.2,5.778478535934638,5.7466418712847815,-0.03183666464985624
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b2,b2 Stromal vs immune,0.2,4.019283025319797,3.7242442135332894,-0.29503881178650726
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b2,b2 Stromal vs immune,0.2,6.146269896439183,6.201819995455626,0.055550099016443255
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b2,b2 Stromal vs immune,0.2,5.262026374225847,4.543120268848148,-0.7189061053776991
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b2,b2 Stromal vs immune,0.2,4.705901237106546,2.2873774786216416,-2.418523758484904
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b2,b2 Stromal vs immune,0.2,4.640788898948171,3.777031226276979,-0.8637576726711917
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b2,b2 Stromal vs immune,0.2,5.839368104427217,4.421444781505534,-1.4179233229216832
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b2,b2 Stromal vs immune,0.2,7.372829397162081,6.016607518870658,-1.3562218782914233
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b2,b2 Stromal vs immune,0.2,6.238279852005409,4.566240157773257,-1.6720396942321516
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b2,b2 Stromal vs immune,0.2,3.973616843011865,4.339586749700301,0.36596990668843565
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b2,b2 Stromal vs immune,0.2,6.695807327021853,3.6782623304720494,-3.017544996549804
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b2,b2 Stromal vs immune,0.2,6.228009957800061,1.530309779103594,-4.697700178696467
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b2,b2 Stromal vs immune,0.2,2.6011474289274816,1.799492358387255,-0.8016550705402266
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b2,b2 Stromal vs immune,0.2,2.8382458681681872,2.676053578309245,-0.1621922898589423
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b2,b2 Stromal vs immune,0.2,5.74920722000835,6.413370571078547,0.6641633510701963
denisenko_2022,SP1,denisenko_2022__SP1,b2,b2 Stromal vs immune,0.3,7.147058354273337,6.445168811205727,-0.70188954306761
denisenko_2022,SP2,denisenko_2022__SP2,b2,b2 Stromal vs immune,0.3,4.819448639119776,2.6279649624258195,-2.1914836766939567
denisenko_2022,SP3,denisenko_2022__SP3,b2,b2 Stromal vs immune,0.3,5.458481848702861,5.825017349748595,0.3665355010457345
denisenko_2022,SP4,denisenko_2022__SP4,b2,b2 Stromal vs immune,0.3,6.535305163910013,5.386745431632413,-1.1485597322776
denisenko_2022,SP5,denisenko_2022__SP5,b2,b2 Stromal vs immune,0.3,1.7840412690617489,1.8611538497124236,0.07711258065067472
denisenko_2022,SP6,denisenko_2022__SP6,b2,b2 Stromal vs immune,0.3,5.721225482803282,2.6725946897287045,-3.0486307930745777
denisenko_2022,SP7,denisenko_2022__SP7,b2,b2 Stromal vs immune,0.3,5.87508822481817,6.631392043011665,0.7563038181934951
denisenko_2022,SP8,denisenko_2022__SP8,b2,b2 Stromal vs immune,0.3,7.917125460583982,3.696812009639458,-4.2203134509445235
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b2,b2 Stromal vs immune,0.3,5.519813913024593,5.365008254163345,-0.15480565886124786
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b2,b2 Stromal vs immune,0.3,3.69862201023999,3.531334218906936,-0.16728779133305416
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b2,b2 Stromal vs immune,0.3,6.06917670438013,6.134188752194121,0.06501204781399128
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b2,b2 Stromal vs immune,0.3,4.911052111723768,3.951981514124288,-0.9590705975994798
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b2,b2 Stromal vs immune,0.3,4.058102171702087,2.046099006343802,-2.0120031653582853
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b2,b2 Stromal vs immune,0.3,4.231960511254341,3.5779397169407345,-0.6540207943136065
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b2,b2 Stromal vs immune,0.3,5.187068331002226,4.048442394891556,-1.1386259361106692
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b2,b2 Stromal vs immune,0.3,7.235052538097622,5.815911280707762,-1.4191412573898603
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b2,b2 Stromal vs immune,0.3,5.774032916551355,4.619693001797563,-1.154339914753792
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b2,b2 Stromal vs immune,0.3,3.780041361687843,4.213814448027596,0.43377308633975264
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b2,b2 Stromal vs immune,0.3,6.275136304176902,3.073764022432679,-3.201372281744223
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b2,b2 Stromal vs immune,0.3,5.634592135836662,1.2079572090834785,-4.426634926753184
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b2,b2 Stromal vs immune,0.3,2.191647226936731,1.5379699206123634,-0.6536773063243675
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b2,b2 Stromal vs immune,0.3,2.5828663217652355,2.545062475337016,-0.03780384642821932
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b2,b2 Stromal vs immune,0.3,5.018990207149924,6.276873707166229,1.2578835000163044
denisenko_2022,SP1,denisenko_2022__SP1,b2,b2 Stromal vs immune,0.4,6.716419997401848,6.031774339498864,-0.6846456579029843
denisenko_2022,SP2,denisenko_2022__SP2,b2,b2 Stromal vs immune,0.4,4.673006430408623,2.452903973034396,-2.2201024573742276
denisenko_2022,SP3,denisenko_2022__SP3,b2,b2 Stromal vs immune,0.4,4.188036363211424,5.194762636131808,1.0067262729203845
denisenko_2022,SP4,denisenko_2022__SP4,b2,b2 Stromal vs immune,0.4,5.833834620291361,5.0575539846502,-0.7762806356411609
denisenko_2022,SP5,denisenko_2022__SP5,b2,b2 Stromal vs immune,0.4,1.391344217392276,1.5427983965579684,0.15145417916569226
denisenko_2022,SP6,denisenko_2022__SP6,b2,b2 Stromal vs immune,0.4,6.0466665688241,2.011505237515592,-4.035161331308508
denisenko_2022,SP7,denisenko_2022__SP7,b2,b2 Stromal vs immune,0.4,5.117889361409261,6.406843618295027,1.2889542568857664
denisenko_2022,SP8,denisenko_2022__SP8,b2,b2 Stromal vs immune,0.4,6.041904393073602,3.0728768230378614,-2.9690275700357405
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b2,b2 Stromal vs immune,0.4,5.063695143998664,4.936781785109408,-0.12691335888925614
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b2,b2 Stromal vs immune,0.4,3.267819562030448,3.188983527603004,-0.07883603442744436
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b2,b2 Stromal vs immune,0.4,5.875664065807789,5.936191230402652,0.060527164594862626
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b2,b2 Stromal vs immune,0.4,4.531682636730784,3.6312112208285954,-0.9004714159021883
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b2,b2 Stromal vs immune,0.4,3.483384814512801,1.6454019239396571,-1.8379828905731437
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b2,b2 Stromal vs immune,0.4,3.487080466114624,3.2127152227702918,-0.2743652433443322
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b2,b2 Stromal vs immune,0.4,4.043202052976469,3.1769348337123056,-0.8662672192641638
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b2,b2 Stromal vs immune,0.4,6.189043591490863,5.435592762239349,-0.7534508292515145
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b2,b2 Stromal vs immune,0.4,5.401392487657113,4.51446661307036,-0.886925874586753
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b2,b2 Stromal vs immune,0.4,3.449400116877849,4.090367809734951,0.6409676928571018
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b2,b2 Stromal vs immune,0.4,5.818919190838353,2.5485146033581154,-3.270404587480238
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b2,b2 Stromal vs immune,0.4,4.917627665195503,0.6767566244007128,-4.24087104079479
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b2,b2 Stromal vs immune,0.4,1.2856052877721245,1.0200403056426222,-0.2655649821295023
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b2,b2 Stromal vs immune,0.4,2.072646783919797,2.2542030231719945,0.18155623925219766
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b2,b2 Stromal vs immune,0.4,4.418665466828208,5.902961103515313,1.4842956366871052
denisenko_2022,SP1,denisenko_2022__SP1,b2,b2 Stromal vs immune,0.5,6.0749066864759405,5.431038326484084,-0.6438683599918562
denisenko_2022,SP2,denisenko_2022__SP2,b2,b2 Stromal vs immune,0.5,4.451179843481615,1.7679256595396342,-2.6832541839419806
denisenko_2022,SP3,denisenko_2022__SP3,b2,b2 Stromal vs immune,0.5,3.015145692647039,3.481562536626619,0.46641684397958016
denisenko_2022,SP4,denisenko_2022__SP4,b2,b2 Stromal vs immune,0.5,4.845211541660085,4.5252557696179805,-0.31995577204210424
denisenko_2022,SP5,denisenko_2022__SP5,b2,b2 Stromal vs immune,0.5,1.3305647477285287,1.0183452219710871,-0.3122195257574416
denisenko_2022,SP6,denisenko_2022__SP6,b2,b2 Stromal vs immune,0.5,5.935516868516196,1.3191062933711928,-4.616410575145003
denisenko_2022,SP7,denisenko_2022__SP7,b2,b2 Stromal vs immune,0.5,3.987240758536506,6.083426515425509,2.0961857568890028
denisenko_2022,SP8,denisenko_2022__SP8,b2,b2 Stromal vs immune,0.5,5.036239063511786,2.378420580630676,-2.65781848288111
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b2,b2 Stromal vs immune,0.5,4.417562892607033,4.2023968625319545,-0.2151660300750784
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b2,b2 Stromal vs immune,0.5,2.821787280133306,2.7299527561223003,-0.09183452401100567
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b2,b2 Stromal vs immune,0.5,5.525473641446232,5.466317420342351,-0.059156221103880746
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b2,b2 Stromal vs immune,0.5,3.987694187447444,3.2773765887881865,-0.7103175986592576
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b2,b2 Stromal vs immune,0.5,2.682903000399952,1.322926755826436,-1.3599762445735162
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b2,b2 Stromal vs immune,0.5,2.760526460882169,2.7909958614938675,0.03046940061169856
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b2,b2 Stromal vs immune,0.5,2.7843508172552247,2.360853544273501,-0.4234972729817237
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b2,b2 Stromal vs immune,0.5,5.025825073370038,4.393622503606309,-0.632202569763729
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b2,b2 Stromal vs immune,0.5,4.929426861709486,4.3108070960833365,-0.6186197656261498
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b2,b2 Stromal vs immune,0.5,2.998761629474772,3.704173897230878,0.7054122677561061
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b2,b2 Stromal vs immune,0.5,5.10227934403844,1.8453532291936503,-3.2569261148447897
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b2,b2 Stromal vs immune,0.5,4.377043284749729,0.0804216852628766,-4.296621599486852
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b2,b2 Stromal vs immune,0.5,0.886975772967992,0.561311835041021,-0.325663937926971
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b2,b2 Stromal vs immune,0.5,1.3553357541115092,1.8438896078545208,0.48855385374301163
yamamoto_2025,Pt2-4,yamamoto_2025__Pt2-4,b2,b2 Stromal vs immune,0.5,3.851215901235813,5.623506578942092,1.7722906777062795
denisenko_2022,SP1,denisenko_2022__SP1,b2,b2 Stromal vs immune,0.6,4.820178594906474,4.567099344207152,-0.25307925069932136
denisenko_2022,SP2,denisenko_2022__SP2,b2,b2 Stromal vs immune,0.6,3.696150270336959,1.0105987265232212,-2.6855515438137374
denisenko_2022,SP3,denisenko_2022__SP3,b2,b2 Stromal vs immune,0.6,2.0481124717522707,3.3085370709018704,1.2604245991495997
denisenko_2022,SP4,denisenko_2022__SP4,b2,b2 Stromal vs immune,0.6,3.5039882156702165,3.766921346501508,0.26293313083129144
denisenko_2022,SP5,denisenko_2022__SP5,b2,b2 Stromal vs immune,0.6,1.0732829362234624,0.9126295158013764,-0.16065342042208597
denisenko_2022,SP6,denisenko_2022__SP6,b2,b2 Stromal vs immune,0.6,5.360603843691956,0.3957765740933244,-4.964827269598631
denisenko_2022,SP7,denisenko_2022__SP7,b2,b2 Stromal vs immune,0.6,2.5661175659928954,4.89524206019919,2.3291244942062947
denisenko_2022,SP8,denisenko_2022__SP8,b2,b2 Stromal vs immune,0.6,3.436809508321836,1.7534903134946345,-1.6833191948272015
ju_2024,CPS_OV19_LtOV1,ju_2024__CPS_OV19_LtOV1,b2,b2 Stromal vs immune,0.6,3.6012105055514088,3.352096202412948,-0.2491143031384606
ju_2024,CPS_OV1RtOV3,ju_2024__CPS_OV1RtOV3,b2,b2 Stromal vs immune,0.6,2.0441578977305057,2.094516313017349,0.05035841528684326
ju_2024,CPS_OV20RtOV4,ju_2024__CPS_OV20RtOV4,b2,b2 Stromal vs immune,0.6,5.040172124203942,4.721957520963223,-0.31821460324071893
ju_2024,CPS_OV24RTOV4,ju_2024__CPS_OV24RTOV4,b2,b2 Stromal vs immune,0.6,3.207762591136597,2.934054144674933,-0.2737084464616637
ju_2024,CPS_OV34RtOV1,ju_2024__CPS_OV34RtOV1,b2,b2 Stromal vs immune,0.6,1.9991732486301288,0.8605077463907058,-1.138665502239423
ju_2024,CPS_OV5LtOV4,ju_2024__CPS_OV5LtOV4,b2,b2 Stromal vs immune,0.6,1.823679408662975,2.088520583451864,0.264841174788889
ju_2024,CPS_OV71_1,ju_2024__CPS_OV71_1,b2,b2 Stromal vs immune,0.6,1.4201418743258658,1.647538949071048,0.22739707474518212
yamamoto_2025,Pt1-1,yamamoto_2025__Pt1-1,b2,b2 Stromal vs immune,0.6,3.021817131639999,3.7397562613055086,0.7179391296655098
yamamoto_2025,Pt1-2,yamamoto_2025__Pt1-2,b2,b2 Stromal vs immune,0.6,4.360722712966735,3.9923359710392647,-0.3683867419274707
yamamoto_2025,Pt1-3,yamamoto_2025__Pt1-3,b2,b2 Stromal vs immune,0.6,2.2681977476684407,3.230068649825609,0.9618709021571683
yamamoto_2025,Pt1-4,yamamoto_2025__Pt1-4,b2,b2 Stromal vs immune,0.6,3.877335588456453,0.893331946889955,-2.984003641566498
yamamoto_2025,Pt2-1,yamamoto_2025__Pt2-1,b2,b2 Stromal vs immune,0.6,3.6336603482267567,-0.6907649749419086,-4.324425323168665
yamamoto_2025,Pt2-2,yamamoto_2025__Pt2-2,b2,b2 Stromal vs immune,0.6,0.5226790182910047,0.0327451536850753,-0.4899338646059294
yamamoto_2025,Pt2-3,yamamoto_2025__Pt2-3,b2,b2 Stromal vs immune,0.6,0.9375412008904876,1.3771556272930112,0.4396144264025236
