dataset,sample,domain_a,domain_b,domain_high_snai,domain_low_snai,malignant_abs_delta,snai1ac_mean_abs_delta,snai1ac_median_abs_delta,snai1ac_q90_abs_delta,hh_frac_abs_delta,ll_frac_abs_delta,high_theme_label,low_theme_label,high_dominant_spacet,low_dominant_spacet,high_top_hallmark,low_top_hallmark,high_top_go,low_top_go,high_primary_marker_n,low_primary_marker_n,matched_malignancy_le_0.05,matched_malignancy_le_0.1,high_spacet_Malignant,low_spacet_Malignant,high_minus_low_spacet_Malignant,high_spacet_CAF,low_spacet_CAF,high_minus_low_spacet_CAF,high_spacet_Macrophage,low_spacet_Macrophage,high_minus_low_spacet_Macrophage,high_spacet_Endothelial,low_spacet_Endothelial,high_minus_low_spacet_Endothelial,high_spacet_Unidentifiable,low_spacet_Unidentifiable,high_minus_low_spacet_Unidentifiable,high_snai1ac_mean,low_snai1ac_mean,high_minus_low_snai1ac_mean,high_snai1ac_median,low_snai1ac_median,high_minus_low_snai1ac_median,high_snai1ac_q90,low_snai1ac_q90,high_minus_low_snai1ac_q90,high_snai1ac_iqr,low_snai1ac_iqr,high_minus_low_snai1ac_iqr,high_lisa_hh_frac,low_lisa_hh_frac,high_minus_low_lisa_hh_frac,high_lisa_ll_frac,low_lisa_ll_frac,high_minus_low_lisa_ll_frac
denisenko_2022,SP2,0,1,0,1,0.41178046008861313,0.11231088504530384,0.12234623516105278,0.279296216154872,0.012912740853917323,0.014122315592903827,Translation_ribosome;Immune_inflammatory;Vascular_coag_hypoxia,Immune_inflammatory,CAF,Malignant,Angiogenesis,Interferon Gamma Response; Complement,Cytoplasmic Translation (GO:0002181); Translation (GO:0006412); B Cell Receptor Signaling Pathway (GO:0050853),B Cell Receptor Signaling Pathway (GO:0050853); Antigen Receptor-Mediated Signaling Pathway (GO:0050851); Intracellular Oxygen Homeostasis (GO:0032364),35,12,False,False,0.1556333526318329,0.567413812720446,-0.41178046008861313,0.5733385797579479,0.2456804577696185,0.3276581219883294,0.1210636720631618,0.0974642813947092,0.02359939066845261,0.0232388150499516,0.0106981890237933,0.012540626026158302,0.0189979684037932,0.0157451252369726,0.003252843166820601,-0.008746467061087084,-0.12105735210639093,0.11231088504530384,-0.06111698485561585,-0.18346322001666862,0.12234623516105278,1.1944980245345718,0.9152018083796998,0.279296216154872,1.2671138459417994,1.0568827989790008,0.2102310469627986,0.021825396825396824,0.008912655971479501,0.012912740853917323,0.03373015873015873,0.0196078431372549,0.014122315592903827
denisenko_2022,SP2,0,2,2,0,0.6295430618971869,1.012456887762652,1.03199498912512,0.93549420493877,0.24183256041925874,0.03135486181804471,Immune_inflammatory;Epithelial_tumor;Metabolic_stress,Translation_ribosome;Immune_inflammatory;Vascular_coag_hypoxia,Malignant,CAF,Estrogen Response Early; Estrogen Response Late; Xenobiotic Metabolism,Angiogenesis,Metanephros Development (GO:0001656); Response To Gonadotropin (GO:0034698); Central Nervous System Development (GO:0007417),Cytoplasmic Translation (GO:0002181); Translation (GO:0006412); B Cell Receptor Signaling Pathway (GO:0050853),50,35,False,False,0.7851764145290198,0.1556333526318329,0.6295430618971869,0.0930828630348439,0.5733385797579479,-0.48025571672310396,0.0190813362256956,0.1210636720631618,-0.10198233583746621,0.0130410560424307,0.0232388150499516,-0.010197759007520901,0.0501920228564474,0.0189979684037932,0.0311940544526542,1.003710420701565,-0.008746467061087084,1.012456887762652,0.9708780042695042,-0.06111698485561585,1.03199498912512,2.1299922294733418,1.1944980245345718,0.93549420493877,1.195421343041734,1.2671138459417994,-0.07169250290006546,0.26365795724465557,0.021825396825396824,0.24183256041925874,0.0023752969121140144,0.03373015873015873,-0.03135486181804471
denisenko_2022,SP2,0,3,0,3,0.46901506183080843,0.33371384425916617,0.25722862305971567,0.4255756212518155,0.003168680407486378,0.0968668561952144,Translation_ribosome;Immune_inflammatory;Vascular_coag_hypoxia,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor,CAF,Malignant,Angiogenesis,Epithelial Mesenchymal Transition; Angiogenesis; Myogenesis,Cytoplasmic Translation (GO:0002181); Translation (GO:0006412); B Cell Receptor Signaling Pathway (GO:0050853),Collagen Fibril Organization (GO:0030199); Extracellular Matrix Organization (GO:0030198); Supramolecular Fiber Organization (GO:0097435),35,50,False,False,0.1556333526318329,0.6246484144626413,-0.46901506183080843,0.5733385797579479,0.3189382179845656,0.25440036177338227,0.1210636720631618,0.0277569171138077,0.09330675494935411,0.0232388150499516,0.0083358002598408,0.0149030147901108,0.0189979684037932,0.0032499166723144,0.0157480517314788,-0.008746467061087084,-0.34246031132025323,0.33371384425916617,-0.06111698485561585,-0.3183456079153315,0.25722862305971567,1.1944980245345718,0.7689224032827563,0.4255756212518155,1.2671138459417994,1.1737023167751588,0.09341152916664064,0.021825396825396824,0.018656716417910446,0.003168680407486378,0.03373015873015873,0.13059701492537312,-0.0968668561952144
denisenko_2022,SP2,0,4,0,4,0.1870011281768191,0.3949573185399766,0.43873406943477394,0.6879773383860139,0.01601144333702473,0.004660391288298264,Translation_ribosome;Immune_inflammatory;Vascular_coag_hypoxia,Immune_inflammatory;Vascular_coag_hypoxia,CAF,Malignant,Angiogenesis,Allograft Rejection; Complement; Coagulation,Cytoplasmic Translation (GO:0002181); Translation (GO:0006412); B Cell Receptor Signaling Pathway (GO:0050853),Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478); Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886); Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),35,50,False,False,0.1556333526318329,0.342634480808652,-0.1870011281768191,0.5733385797579479,0.28538774781933,0.28795083193861787,0.1210636720631618,0.3141010991133988,-0.19303742705023696,0.0232388150499516,0.0128768014077756,0.010362013642176001,0.0189979684037932,0.0023119095982828,0.0166860588055104,-0.008746467061087084,-0.4037037856010637,0.3949573185399766,-0.06111698485561585,-0.4998510542903898,0.43873406943477394,1.1944980245345718,0.5065206861485578,0.6879773383860139,1.2671138459417994,0.7958797211491436,0.4712341247926558,0.021825396825396824,0.005813953488372093,0.01601144333702473,0.03373015873015873,0.029069767441860465,0.004660391288298264
denisenko_2022,SP2,1,2,2,1,0.21776260180857376,1.124767772807956,1.1543412242861728,1.214790421093642,0.2547453012731761,0.017232546225140886,Immune_inflammatory;Epithelial_tumor;Metabolic_stress,Immune_inflammatory,Malignant,Malignant,Estrogen Response Early; Estrogen Response Late; Xenobiotic Metabolism,Interferon Gamma Response; Complement,Metanephros Development (GO:0001656); Response To Gonadotropin (GO:0034698); Central Nervous System Development (GO:0007417),B Cell Receptor Signaling Pathway (GO:0050853); Antigen Receptor-Mediated Signaling Pathway (GO:0050851); Intracellular Oxygen Homeostasis (GO:0032364),50,12,False,False,0.7851764145290198,0.567413812720446,0.21776260180857376,0.0930828630348439,0.2456804577696185,-0.1525975947347746,0.0190813362256956,0.0974642813947092,-0.07838294516901359,0.0130410560424307,0.0106981890237933,0.002342867018637401,0.0501920228564474,0.0157451252369726,0.0344468976194748,1.003710420701565,-0.12105735210639093,1.124767772807956,0.9708780042695042,-0.18346322001666862,1.1543412242861728,2.1299922294733418,0.9152018083796998,1.214790421093642,1.195421343041734,1.0568827989790008,0.13853854406273314,0.26365795724465557,0.008912655971479501,0.2547453012731761,0.0023752969121140144,0.0196078431372549,-0.017232546225140886
denisenko_2022,SP2,1,3,1,3,0.0572346017421953,0.2214029592138623,0.1348823878986629,0.14627940509694348,0.009744060446430945,0.11098917178811822,Immune_inflammatory,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor,Malignant,Malignant,Interferon Gamma Response; Complement,Epithelial Mesenchymal Transition; Angiogenesis; Myogenesis,B Cell Receptor Signaling Pathway (GO:0050853); Antigen Receptor-Mediated Signaling Pathway (GO:0050851); Intracellular Oxygen Homeostasis (GO:0032364),Collagen Fibril Organization (GO:0030199); Extracellular Matrix Organization (GO:0030198); Supramolecular Fiber Organization (GO:0097435),12,50,False,True,0.567413812720446,0.6246484144626413,-0.0572346017421953,0.2456804577696185,0.3189382179845656,-0.07325776021494712,0.0974642813947092,0.0277569171138077,0.06970736428090149,0.0106981890237933,0.0083358002598408,0.0023623887639524985,0.0157451252369726,0.0032499166723144,0.0124952085646582,-0.12105735210639093,-0.34246031132025323,0.2214029592138623,-0.18346322001666862,-0.3183456079153315,0.1348823878986629,0.9152018083796998,0.7689224032827563,0.14627940509694348,1.0568827989790008,1.1737023167751588,-0.11681951779615796,0.008912655971479501,0.018656716417910446,-0.009744060446430945,0.0196078431372549,0.13059701492537312,-0.11098917178811822
denisenko_2022,SP2,1,4,1,4,0.224779331911794,0.2826464334946728,0.3163878342737212,0.40868112223114195,0.0030987024831074083,0.009461924304605563,Immune_inflammatory,Immune_inflammatory;Vascular_coag_hypoxia,Malignant,Malignant,Interferon Gamma Response; Complement,Allograft Rejection; Complement; Coagulation,B Cell Receptor Signaling Pathway (GO:0050853); Antigen Receptor-Mediated Signaling Pathway (GO:0050851); Intracellular Oxygen Homeostasis (GO:0032364),Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478); Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886); Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),12,50,False,False,0.567413812720446,0.342634480808652,0.224779331911794,0.2456804577696185,0.28538774781933,-0.03970729004971152,0.0974642813947092,0.3141010991133988,-0.2166368177186896,0.0106981890237933,0.0128768014077756,-0.0021786123839823007,0.0157451252369726,0.0023119095982828,0.0134332156386898,-0.12105735210639093,-0.4037037856010637,0.2826464334946728,-0.18346322001666862,-0.4998510542903898,0.3163878342737212,0.9152018083796998,0.5065206861485578,0.40868112223114195,1.0568827989790008,0.7958797211491436,0.2610030778298572,0.008912655971479501,0.005813953488372093,0.0030987024831074083,0.0196078431372549,0.029069767441860465,-0.009461924304605563
denisenko_2022,SP2,2,3,2,3,0.16052800006637846,1.3461707320218181,1.2892236121848357,1.3610698261905854,0.24500124082674513,0.1282217180132591,Immune_inflammatory;Epithelial_tumor;Metabolic_stress,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor,Malignant,Malignant,Estrogen Response Early; Estrogen Response Late; Xenobiotic Metabolism,Epithelial Mesenchymal Transition; Angiogenesis; Myogenesis,Metanephros Development (GO:0001656); Response To Gonadotropin (GO:0034698); Central Nervous System Development (GO:0007417),Collagen Fibril Organization (GO:0030199); Extracellular Matrix Organization (GO:0030198); Supramolecular Fiber Organization (GO:0097435),50,50,False,False,0.7851764145290198,0.6246484144626413,0.16052800006637846,0.0930828630348439,0.3189382179845656,-0.22585535494972173,0.0190813362256956,0.0277569171138077,-0.0086755808881121,0.0130410560424307,0.0083358002598408,0.004705255782589899,0.0501920228564474,0.0032499166723144,0.046942106184133005,1.003710420701565,-0.34246031132025323,1.3461707320218181,0.9708780042695042,-0.3183456079153315,1.2892236121848357,2.1299922294733418,0.7689224032827563,1.3610698261905854,1.195421343041734,1.1737023167751588,0.02171902626657518,0.26365795724465557,0.018656716417910446,0.24500124082674513,0.0023752969121140144,0.13059701492537312,-0.1282217180132591
denisenko_2022,SP2,2,4,2,4,0.44254193372036776,1.4074142063026287,1.470729058559894,1.623471543324784,0.25784400375628347,0.02669447052974645,Immune_inflammatory;Epithelial_tumor;Metabolic_stress,Immune_inflammatory;Vascular_coag_hypoxia,Malignant,Malignant,Estrogen Response Early; Estrogen Response Late; Xenobiotic Metabolism,Allograft Rejection; Complement; Coagulation,Metanephros Development (GO:0001656); Response To Gonadotropin (GO:0034698); Central Nervous System Development (GO:0007417),Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478); Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886); Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),50,50,False,False,0.7851764145290198,0.342634480808652,0.44254193372036776,0.0930828630348439,0.28538774781933,-0.19230488478448612,0.0190813362256956,0.3141010991133988,-0.2950197628877032,0.0130410560424307,0.0128768014077756,0.00016425463465510014,0.0501920228564474,0.0023119095982828,0.0478801132581646,1.003710420701565,-0.4037037856010637,1.4074142063026287,0.9708780042695042,-0.4998510542903898,1.470729058559894,2.1299922294733418,0.5065206861485578,1.623471543324784,1.195421343041734,0.7958797211491436,0.39954162189259035,0.26365795724465557,0.005813953488372093,0.25784400375628347,0.0023752969121140144,0.029069767441860465,-0.02669447052974645
denisenko_2022,SP2,3,4,3,4,0.2820139336539893,0.06124347428081045,0.18150544637505828,0.26240171713419846,0.012842762929538353,0.10152724748351266,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor,Immune_inflammatory;Vascular_coag_hypoxia,Malignant,Malignant,Epithelial Mesenchymal Transition; Angiogenesis; Myogenesis,Allograft Rejection; Complement; Coagulation,Collagen Fibril Organization (GO:0030199); Extracellular Matrix Organization (GO:0030198); Supramolecular Fiber Organization (GO:0097435),Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478); Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886); Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),50,50,False,False,0.6246484144626413,0.342634480808652,0.2820139336539893,0.3189382179845656,0.28538774781933,0.0335504701652356,0.0277569171138077,0.3141010991133988,-0.2863441819995911,0.0083358002598408,0.0128768014077756,-0.004541001147934799,0.0032499166723144,0.0023119095982828,0.0009380070740316001,-0.34246031132025323,-0.4037037856010637,0.06124347428081045,-0.3183456079153315,-0.4998510542903898,0.18150544637505828,0.7689224032827563,0.5065206861485578,0.26240171713419846,1.1737023167751588,0.7958797211491436,0.37782259562601517,0.018656716417910446,0.005813953488372093,0.012842762929538353,0.13059701492537312,0.029069767441860465,0.10152724748351266
