domain,Malignant,CAF,Endothelial,Plasma,B cell,T CD4,T CD8,NK,cDC,pDC,Macrophage,Mast,Neutrophil,Unidentifiable,dataset,sample
0,0.2814807138347218,0.1605219574624073,0.0995302227502637,0.0127967530710414,0.0276854541537028,0.004024618207682,0.0005386588355687,0.000518454625025,0.0070396792586769,0.0318375096011021,0.0451628667610745,0.000212402557079,0.0007457303765737,0.3279049785050805,visium/ju_2024,CPS_OV19_LtOV1
1,0.660874842389319,0.0755786700275836,0.0467185105264976,0.0162310361722518,0.0165046556888877,0.0039370967813399,0.0009868710654913,0.0004109618858671,0.0036477789327721,0.0114165053391599,0.0472308352624912,0.0002406323381642,0.0003929819711136,0.1158301583673898,visium/ju_2024,CPS_OV19_LtOV1
2,0.5652276480301959,0.0963860681258726,0.0505287417051283,0.0108280150708342,0.0169604626230509,0.0030172830683789,0.0008831129525972,0.0004896990601424,0.0024641304387236,0.0095533208612595,0.049573903892551,0.0001373081337733,0.0002159929594538,0.1937352207213498,visium/ju_2024,CPS_OV19_LtOV1
3,0.6136557656947729,0.0813723010986,0.0436235905497281,0.0110822707443134,0.0221420560565154,0.0040428628067959,0.0007946380324591,0.0004739628547823,0.0050120962375547,0.0139713550714402,0.0336668381827201,0.0001038151882575,0.0007532190263985,0.1693054146258739,visium/ju_2024,CPS_OV19_LtOV1
4,0.5208700764256321,0.1008958703839615,0.0798206814667697,0.0094807430141719,0.0249412905223893,0.0041615546006381,0.0009784626993261,0.0004098045933539,0.0081602883159505,0.0184917520549942,0.0466001245746233,0.0002415242974777,0.0004228240828493,0.1845251920225881,visium/ju_2024,CPS_OV19_LtOV1
0,0.6324655000711339,0.0360935689217228,0.0587602071672043,0.0152904474128486,0.0132097542048048,0.013385153476353,0.006803170516288,0.0024321845109382,0.0136554051210218,0.0201295516626633,0.0156451959452342,0.0114156186174642,0.0026483367562297,0.1580663750996605,visium/ju_2024,CPS_OV1RtOV3
1,0.7050822502475834,0.0269048059405202,0.0317868169611931,0.0132347673832598,0.0076443004738883,0.0073367625450119,0.0027302193468639,0.001721264078859,0.0070636446306007,0.0140614136071094,0.0154100343665463,0.0118690872752919,0.0027190218428029,0.1524367864667656,visium/ju_2024,CPS_OV1RtOV3
2,0.5783751943172233,0.1835514547511721,0.0445757217272165,0.0119444056942126,0.0053727898672212,0.0186060245024815,0.0057027032090749,0.0031267773241722,0.0048109340834266,0.0144858783866586,0.0273309656893022,0.0091314431264319,0.0020173306055306,0.0909684031709016,visium/ju_2024,CPS_OV1RtOV3
3,0.7531169821787671,0.0188516476460127,0.0222316359355844,0.0096279114397862,0.0045032909133361,0.0051362821090386,0.0005511576293353,0.0004465519768764,0.00193252377697,0.0063548660441435,0.0059438347323593,0.0076267264917786,0.0016420525105167,0.1620350629312839,visium/ju_2024,CPS_OV1RtOV3
4,0.4648594188236131,0.0527130403477161,0.0985347185282493,0.0195545604018972,0.0178153477563955,0.0206831473619609,0.0045381808902069,0.0022002646884311,0.0178460498727449,0.0297478366795269,0.0133628331628197,0.0187747703048067,0.0036227790119208,0.2357471952539709,visium/ju_2024,CPS_OV1RtOV3
0,0.850419401496806,0.0174618936996499,0.0220939248958146,0.0058541493251359,0.003195412004231,0.0017901378536268,0.0002813904555371,0.000174511667548,0.0033503016171432,0.0045264363433206,0.0088299387145021,0.0005531919706563,0.0005163616641166,0.0809544121702381,visium/ju_2024,CPS_OV20RtOV4
1,0.3859916978990907,0.0721964871050558,0.1030127669389232,0.0239584522274794,0.0251861813616698,0.0034465658794417,0.0004841077523134,0.0003514310413736,0.0208919341829816,0.0284796449394043,0.0381758918802176,0.0004487433461362,0.0005204044800826,0.2968556909658294,visium/ju_2024,CPS_OV20RtOV4
2,0.496829441430751,0.1478676231193498,0.0617437436544597,0.0181643271617059,0.0495854797763097,0.0036785139811963,0.0010829290499339,0.0006047810333585,0.0160932017709077,0.0155265021784289,0.056924368116139,0.0002394498134205,0.0005737299667288,0.1310859089473096,visium/ju_2024,CPS_OV20RtOV4
