domain,Malignant,CAF,Endothelial,Plasma,B cell,T CD4,T CD8,NK,cDC,pDC,Macrophage,Mast,Neutrophil,Unidentifiable,dataset,sample
1,0.5264383734105501,0.2619702046201619,0.0289021449952882,0.0254470047233951,0.0103610184478215,0.0079321846701757,0.0041880436297284,0.0013626668958069,0.0045207006626403,0.016216615293161,0.0464781562135982,0.002146701681526,0.0003953478796003,0.0636408960481431,visium/denisenko_2022,SP2
2,0.1031994880819068,0.6115058120564012,0.0203168182885478,0.0354804247522335,0.0192236694049209,0.0239014530160619,0.0124322344166478,0.0027198773875962,0.0101254634317419,0.014716837711801,0.1268836838963079,0.0020496867045289,0.0002274135530611,0.0172171372982423,visium/denisenko_2022,SP2
3,0.5480409308144137,0.2678067279977758,0.0069026633980555,0.0144059023834287,0.0115766252548765,0.0067951213237972,0.0077386539195026,0.0008856761929562,0.0059573223705542,0.005300621182016,0.1105541330646049,0.0034181568687699,2.028216720077605e-05,0.010597247370729,visium/denisenko_2022,SP2
4,0.896706983314205,0.0225485947839272,0.0049926854663367,0.0049744288062628,0.0014142036085082,0.0018157560356385,0.0009877498258876,0.0007436361162313,0.0035887119160835,0.0071713971487065,0.0063311736459786,0.0007508947323832,0.0003231743018981,0.0476542202564582,visium/denisenko_2022,SP2
5,0.5829527939036863,0.3610886885727897,0.0093520328310918,0.0038536099651306,0.0019426436718049,0.0012752942803949,0.00108353539933,0.0004489595904554,0.0020681830733807,0.0028421001545503,0.0277296286418774,0.0033695303518754,8.945666979455034e-05,0.0019035428938374,visium/denisenko_2022,SP2
6,0.3481321698205706,0.2726621195789893,0.0127316994914522,0.0145056181581236,0.0066316843769159,0.0041455626970158,0.0074561774056227,0.0011897286201043,0.001152136855044,0.004887904934258,0.3231862423926953,0.0022066139149802,6.992925629618767e-06,0.0011053488285978,visium/denisenko_2022,SP2
7,0.7673004877359157,0.1240236337155807,0.0100981856510497,0.0095502787518984,0.003524493220857,0.0033724368979664,0.003779799721558,0.0011040400804047,0.0069902211273293,0.0046245446238284,0.0438000038796076,0.0018910522654131,0.0001244565979828,0.0198168308468866,visium/denisenko_2022,SP2
8,0.6060410334346503,0.1413080199526252,0.0137229889011584,0.0537127507221243,0.0133445180461603,0.0109991326362853,0.0118091650948703,0.0012029665189611,0.0101518373158045,0.009526934391619,0.1162269996844452,0.0026882287594995,0.0002389610360034,0.0090264635057923,visium/denisenko_2022,SP2
0,0.1352779539209469,0.4051974074595956,0.139242071804906,0.001841348888453,0.0035020194627464,0.0030026533468839,0.0014354303158107,0.0007370930918187,0.0023088063985325,0.0310939743267355,0.0056723190479765,0.0014939193262707,0.0003009877636546,0.2688940148456682,visium/denisenko_2022,SP3
1,0.7201095223608153,0.0465464382236059,0.0338311661118995,0.0099670781321169,0.0085003753505724,0.0041135919113203,0.0008897672707619,0.0004458373406472,0.0059517019239864,0.0135203871056322,0.0158121844719025,0.0005461953685177,0.0012638327263651,0.1385027887538789,visium/denisenko_2022,SP3
2,0.2264016685069317,0.4245472772232836,0.0574101371502898,0.0017998750772163,0.0063987364179522,0.00255944711439,0.0002775379341569,0.0001433286181769,0.0008533948854134,0.009732127260012,0.0073957413151967,0.000250843865929,0.0002360774140057,0.261993807217045,visium/denisenko_2022,SP3
3,0.2664205969469127,0.3668086079801325,0.0594666420426802,0.0164730071573814,0.010032662918856,0.0086349554302849,0.002701424272371,0.0005988762083188,0.0074760017469596,0.0131295830399313,0.0359659426802279,0.0002637399284667,0.0008581606389711,0.211169799008505,visium/denisenko_2022,SP3
4,0.1666174414712426,0.3545161147169391,0.0601666732539014,0.0017954467342411,0.0119852759734298,0.0026170459318846,0.0007208266256046,0.0001978867470333,0.0022611140513409,0.0168586468855402,0.0072234441337754,0.0004862944868731,0.0001579145078644,0.3743958744803287,visium/denisenko_2022,SP3
5,0.4687714641613989,0.0977635902372929,0.0799270795873167,0.0017921227426696,0.0081102878051977,0.0029111682746065,0.000738517046116,0.0004248007217837,0.0010400987334631,0.01926260282436,0.0030157645845958,0.0033601682550623,0.0002893197673904,0.3125930152587457,visium/denisenko_2022,SP3
6,0.8851285642043025,0.0187694842501894,0.0177320253547531,0.0045860398564193,0.0041078076801288,0.001305002200827,0.000251233655442,0.0003178826734095,0.003303123900096,0.005451737000318,0.0057173907222647,0.0002308858278261,0.0008298797274919,0.052272723434336,visium/denisenko_2022,SP3
7,0.2978947368421053,0.1905327454702166,0.1022778808077069,0.0016074400214844,0.0048533133240512,0.0035607731318193,0.0015154940223571,0.0005681317295058,0.001598162677199,0.0255337387048024,0.0058812353402692,0.0019307724065561,0.0002147179866307,0.3620308575352952,visium/denisenko_2022,SP3
8,0.5635300372142477,0.182789811393125,0.0417027268093158,0.0097301629337677,0.0075118716457849,0.0127753587637256,0.0056504361994758,0.0006974818201528,0.0135999690072494,0.0152759700421918,0.0338823435920957,0.0002284085227579,0.0008367416201447,0.1117886804359644,visium/denisenko_2022,SP3
0,0.438278117319881,0.0707646931298606,0.0611217187642637,0.0252913224128747,0.0164006685168254,0.0052113347627714,3.375125119391996e-05,0.0001387226666288,0.0072222075606227,0.013211984670339,0.0083544039644995,0.0009070616170066,0.001380382866424,0.3516836887040255,visium/denisenko_2022,SP4
1,0.6555303154333115,0.033105307471168,0.0414078199113109,0.0174507643801771,0.0096205160163822,0.0027668370957015,5.715283667347974e-05,0.0001473004663051,0.0052705813618313,0.010179097929898,0.0032305922634261,0.0006749846517664,0.0008047998807865,0.2197543035822042,visium/denisenko_2022,SP4
2,0.6459645256087321,0.0480827351923704,0.0497426548405439,0.0169498989222847,0.0173786504785457,0.0044571982707142,5.080318830850615e-05,5.919030053006973e-05,0.0091765245736993,0.0107090716852097,0.0069225989590081,0.0027258181621774,0.0007459396407991,0.1870357755675043,visium/denisenko_2022,SP4
3,0.6649633123689729,0.1109276057970302,0.048514155903979,0.0113418815146842,0.0075671738646818,0.0055058399097533,1.3379502589607522e-05,9.52288433425581e-05,0.0043795306006969,0.0087754042997945,0.0081039544660185,0.0003821558046651,0.0016560923098486,0.1277751904743197,visium/denisenko_2022,SP4
4,0.2117909663865545,0.4915283036132213,0.0647939964191781,0.0058342885829469,0.0120057776100851,0.0031706180731185,0.000467317418488,0.0001363683867748,0.0007064300239289,0.010404238822804,0.0255113071702244,0.0008164755654257,0.0005841980366509,0.172249713890598,visium/denisenko_2022,SP4
5,0.3123137505321413,0.2047402575144445,0.0573265328424585,0.0147519105159268,0.014699050879155,0.0046925951228805,6.52693250067551e-05,9.713768838687608e-05,0.0029045964692549,0.0111599258877214,0.0117178007586371,0.0004500323772009,0.0014847480963893,0.3635964303045719,visium/denisenko_2022,SP4
6,0.1848399935022741,0.1958351094214261,0.0654531556342051,0.012727811285618,0.0135255223519811,0.0046636083578211,0.0002170913788871,2.4259705513813467e-05,0.0028366042437928,0.0164162484703807,0.0077240096734103,0.0005388231899493,0.0008189615469131,0.4943788012378266,visium/denisenko_2022,SP4
7,0.7792222222222223,0.0836932540317756,0.0314299454568215,0.0048841069564612,0.0051342748214266,0.0006633951374407,1.4766609971441956e-05,2.1994058825218496e-05,0.0027708346558724,0.0030865773331215,0.0023747942201176,0.0034818410750827,0.0005569370005783,0.0826684164202823,visium/denisenko_2022,SP4
8,0.4359466374269005,0.0771729408565497,0.101594304498994,0.0257867858105428,0.0105110404661619,0.0101294834204372,4.108041132448746e-06,1.0726204739721274e-05,0.0210558896612512,0.0162033883639347,0.0242245607714307,0.0021198588002752,0.0138511453162416,0.2613901829929866,visium/denisenko_2022,SP4
0,0.1806895529394325,0.0952058843021878,0.0056479861001515,0.0026892676226081,0.002970576281672,0.0007640184814251,0.0006275169464393,0.0004217655529058,0.0005461345365771,0.0026513742135794,0.7029742380215404,0.0001607552997635,0.0003494929131022,0.0043014367886146,visium/denisenko_2022,SP5
1,0.488451509377194,0.0200378503684759,0.000569878033641,0.0002242927335273,0.0001505168461715,8.30940393382602e-05,2.86029195928372e-05,5.159913913453271e-05,0.0003957351279523,0.000182736718684,0.489747435805334,2.1479746901502065e-05,4.776545390519226e-05,7.50369014739925e-06,visium/denisenko_2022,SP5
2,0.616682895163908,0.0222042131876725,0.0006644501115829,0.000124843725562,0.0002025734628693,3.479334756756538e-05,0.0001072262265296,0.0001524568246851,0.0003498232412536,0.0001361954337138,0.3591719853256722,2.4166022058146588e-05,0.0001368840881833,7.5360328345125e-06,visium/denisenko_2022,SP5
3,0.4952310100454108,0.0866677967633511,0.0030976771158136,0.0031564829143067,0.0015471357242696,0.0005112538280669,0.0004335951419763,0.0002873344376237,0.0009150592941757,0.0007249620393488,0.4064122520458189,0.0001242407720434,0.0001874399981445,0.0007037598796492,visium/denisenko_2022,SP5
4,0.4755713587753108,0.2120720242239568,0.0101611889671404,0.0066002037353339,0.0030442214768602,0.0051828444013495,0.0039488031275856,0.0018376073445888,0.0026161908020805,0.0022034201568022,0.2702750488195691,0.0003059954673074,0.0007412159613166,0.0054398767407975,visium/denisenko_2022,SP5
5,0.8801576585520829,0.0213849644604947,0.0031961129647485,0.004649941369721,0.0043242822897849,0.004517315759122,0.0019143817027959,0.0015082335518155,0.0011980280260821,0.0018408341194416,0.0621451010184216,5.850435245032588e-05,0.0015057196455556,0.0116039557445297,visium/denisenko_2022,SP5
6,0.2638298717286844,0.2638882386267481,0.0480175406550513,0.0198959578377528,0.0080226059169228,0.0043027842262139,0.0040469975651971,0.0020799943838196,0.0002922636053285,0.0096848074706869,0.3272041686879962,0.0018264140073149,0.0006193772985906,0.0462889779896921,visium/denisenko_2022,SP5
7,0.8045812236930399,0.0541029076053938,0.0162545550544316,0.0037520412136707,0.0055018978671512,0.0060952202528847,0.0033463245941346,0.0012234850344388,0.0009347644357729,0.0037969563916605,0.0363115960231637,0.0001951597074265,1.3723141852688854e-05,0.063893237768483,visium/denisenko_2022,SP5
8,0.6184911242603552,0.0405562342947697,0.0237468338377179,0.0004601967888831,0.0013899785292604,2.712839335669297e-05,8.771966328198252e-06,0.000261060524581,0.0001880248657007,0.0039909803914209,0.2839360884054189,0.0004033932256347,0.0031768925914978,0.0233632919250743,visium/denisenko_2022,SP5
0,0.4410284212491562,0.3850097143048649,0.0134982623794682,0.025743450929948,0.0065824412195541,0.0038546084390614,0.002578787774318,0.0005328987816022,0.00207633272286,0.0040586116879655,0.0610916136008398,0.0002041347951269,0.0001367340534625,0.0536039880617713,visium/denisenko_2022,SP6
1,0.3655970215406435,0.2783987969519452,0.0329049483792034,0.0285244695126688,0.011830369074018,0.0076185058971906,0.0053544025936005,0.0016416127707473,0.0091085925860232,0.0148869773125362,0.0697003975141347,0.0001989050322394,0.0006075027866392,0.1736276014966853,visium/denisenko_2022,SP6
2,0.2120822622107968,0.1207836881381421,0.0529754019562344,0.0480780851250669,0.0153408247316222,0.0124741490432468,0.0069580063365311,0.0023837496297293,0.0057798103723278,0.0239639113579021,0.3718935653401058,0.0002198943115478,0.0008671355701163,0.1261995158766298,visium/denisenko_2022,SP6
3,0.6400965270426936,0.0374834332788159,0.0365454700516912,0.0140830389313316,0.0066345170690221,0.0091981820397908,0.0013161879097981,0.0015953311707426,0.0077550393195041,0.0215560573368089,0.1222175622860543,0.0003521643588998,0.0004017404653118,0.1007654840336521,visium/denisenko_2022,SP6
4,0.254049863304362,0.4047728198175621,0.0271126618223555,0.0978270974948259,0.0086810035520711,0.0063203545831077,0.0026755291196026,0.0011667631225441,0.0048152743370387,0.016717149130296,0.0784131557580468,0.0001526648245383,0.0003657026952533,0.0969299604383953,visium/denisenko_2022,SP6
5,0.6455766332771917,0.2994612005635981,0.0066303768632539,0.0056828704574809,0.0010674962998697,0.0011896560124931,0.0009156585386516,0.0002881038793739,0.0004482644126621,0.0008428812656682,0.0066309451613965,0.0002657401722132,4.306328612873722e-05,0.0309572822238111,visium/denisenko_2022,SP6
6,0.7690850233266685,0.0785576859400513,0.0159378422238509,0.0089806868258078,0.002915294107784,0.003176509028999,0.0013805347725076,0.0004449004821036,0.0047897408994793,0.0053007572454577,0.0097922582744796,0.0001171979401886,0.0002626808350569,0.0992617029123793,visium/denisenko_2022,SP6
7,0.2101931915556593,0.4508261843453864,0.0104468067035869,0.0259854687147163,0.0154629695877709,0.0064743852307239,0.0079865288858857,0.0010697678110702,0.0072549905235545,0.0134117145692101,0.1854926570567819,7.110994142984504e-05,0.0001422286942846,0.0651819963799387,visium/denisenko_2022,SP6
8,0.8779309807587442,0.0723925490281057,0.0036467872346588,0.0040662395446261,0.0006705698818583,0.000720592110638,0.0015845320257491,0.000526040050592,0.000437175972713,0.00124319301723,0.0063169118640521,5.242416409869087e-05,2.795381443807052e-05,0.0303887475021922,visium/denisenko_2022,SP6
0,0.2724468539685931,0.136700042165162,0.1121792934447888,0.0089528306981122,0.0247822965465032,0.0097828639486336,0.0002321227176531,0.0007417299789434,0.0083846554819597,0.0204836343859984,0.0341045223051807,0.0018244676042569,0.002099062950439,0.367285623803775,visium/denisenko_2022,SP7
1,0.668709188949069,0.0455409356282191,0.044698827148867,0.0046351110372713,0.0128283850012499,0.0050023291363061,0.0001230465944123,0.0003100301082255,0.0042731794877519,0.0080038379063353,0.0129456034791267,0.0015085256279954,0.0018714259150068,0.189550072064454,visium/denisenko_2022,SP7
2,0.8337951193173068,0.0389637057451247,0.0338103188758178,0.0023639975729258,0.0059374963991503,0.0035911606310959,0.0001213845591564,0.0004173037818108,0.0028598614884053,0.0063899192609403,0.0138130524826056,0.0008625793332715,0.001296526586728,0.0557796505488707,visium/denisenko_2022,SP7
3,0.3517593064762876,0.202950659719262,0.1066096907209575,0.0076044820158017,0.013605940091846,0.0073524052254406,0.0005835326649284,0.0009211324733175,0.0083660538687241,0.0191395634317682,0.0365979688043505,0.0014286833458464,0.0013392731084503,0.2417413080530186,visium/denisenko_2022,SP7
4,0.5282247800632525,0.0964799432774903,0.0769226620809128,0.0061995642318446,0.022965552461291,0.0092038073692667,0.000186179917717,0.0007512950748026,0.0054133640491788,0.0155331631658649,0.0289836814632646,0.0010567346857724,0.0016168203302894,0.2064624815026421,visium/denisenko_2022,SP7
5,0.3795672910762425,0.3648214686349598,0.0963136522777707,0.001854117488293,0.0023722366265044,0.0028087210505997,0.0010354043893177,0.0013861206368102,0.0022103010562805,0.0076018117689556,0.0296968644606601,0.0012424992987636,0.0003234823143426,0.1087660289204989,visium/denisenko_2022,SP7
7,0.1449362599745092,0.2060555876001633,0.1394915094419592,0.0090362173598057,0.0281285833409739,0.0125648960969992,0.000419548636291,0.0008076308312015,0.0089615210100451,0.0229195515073861,0.051831901119448,0.0019009839776367,0.0029051285790656,0.370040680524515,visium/denisenko_2022,SP7
8,0.4107551487414188,0.203150374743823,0.0764264612657975,0.0059767405603383,0.0181178873637821,0.0171755222173542,0.0002469529012813,0.0011321369229871,0.0013059859401159,0.0297428411862461,0.070473235485172,0.0010753168744556,0.0016379588152487,0.1627834369819786,visium/denisenko_2022,SP7
0,0.1177321658010948,0.4055021531783936,0.1211172615454515,0.0013517158523601,0.0094308851754198,0.0027892438503368,0.0016055495524248,0.0016151435700321,0.0063689839424453,0.0184080434101656,0.0125099048351688,0.0057227104448005,0.000977759995139,0.2948684788467663,visium/denisenko_2022,SP8
1,0.21368953082534,0.4464492681480464,0.1048225152887699,0.0002676638578822,0.0024548977814845,0.0016136710985345,0.0011309930519305,0.0010657167569278,0.0043182177479913,0.0046385086662634,0.0082664176190739,0.0036020212014924,0.0002753462433642,0.2074052317128982,visium/denisenko_2022,SP8
2,0.428440808649278,0.1445994526600082,0.0865918795970323,0.0029804123673329,0.0230600009918236,0.0066015427649555,0.0015369446759655,0.0022456074351785,0.0040867968568814,0.0126173842112854,0.0079992560653198,0.0065824812074885,0.0037169108536043,0.2689405216638454,visium/denisenko_2022,SP8
3,0.7566167331018816,0.0370307361554809,0.0434649423428992,0.0047354813864932,0.0081199299408105,0.0033773208937873,0.000870998111479,0.0005714143234701,0.0061158052949541,0.0135543385307782,0.0118190185233572,0.0011642222395063,0.0005595807601419,0.1120012586979901,visium/denisenko_2022,SP8
4,0.1673947189509795,0.4721206435570493,0.1517621534953146,0.000230710968623,0.0012729179820132,0.0008033625517123,0.0005181361474689,0.0010925126236864,0.0028278317972779,0.0063556686391138,0.0058584951887026,0.0011776562445516,0.0002570905461588,0.1883281013073472,visium/denisenko_2022,SP8
5,0.9087336749239128,0.0085432091270707,0.0226850815571594,0.0017997866870001,0.0039983012425989,0.0014501779567032,0.0002538706116139,0.0001844780984608,0.0032549519980144,0.0074267580315037,0.0063856960848518,0.000847331900835,0.000272661830073,0.0341684168373614,visium/denisenko_2022,SP8
6,0.329911248581687,0.3127667789437919,0.079769361393874,0.0012774567636901,0.0030343852011667,0.0028801118561867,0.0019116998043564,0.0013731041427616,0.0058302380981007,0.0099890691461573,0.0171033999770846,0.0019165501919119,0.0004200362989401,0.2318165596002901,visium/denisenko_2022,SP8
7,0.2176807667819004,0.3518034503839355,0.1252444850583307,0.0003250400541792,0.0047810581518283,0.0011351408581737,0.0007465052013498,0.0013198170919318,0.0039318564162307,0.0127796512103299,0.0090905894155544,0.0075080513496727,0.0010226275289477,0.2626309604976344,visium/denisenko_2022,SP8
8,0.1037103710371036,0.3282677309919133,0.1257750400332743,0.0025246327736302,0.0220717799575586,0.0063607477675933,0.0022950520738324,0.0030609708330238,0.0066726801861416,0.0280998104188805,0.0193730056722344,0.0048678448025163,0.0016765078324997,0.3452438256197973,visium/denisenko_2022,SP8
0,0.2624382314694408,0.6707246218241799,0.0239027284708345,0.002806201427393,0.0054857157260791,0.0040991928229579,0.0003334672732988,0.0004167539771275,0.0028512991176043,0.0047221718750193,0.0132450961637842,0.0003969468882373,0.0005814082737632,0.0079961646902793,visium/yamamoto_2025,Pt1-1
1,0.8254138403683269,0.0469429804509673,0.0245046222738465,0.0053198795305771,0.0081633385569609,0.0060145866588937,0.000418176639472,0.0001794304279231,0.0041496785443298,0.0072950089348207,0.0157978718585542,0.0018856868946355,0.0007480846898208,0.0531701475042043,visium/yamamoto_2025,Pt1-1
2,0.1342776250596698,0.625021563857652,0.0682679614662465,0.0073492193880311,0.0215025284797262,0.0127643895034376,0.0004657258700516,0.0009619812224775,0.0057252785157898,0.0144679508037696,0.0370286447864509,0.0026844434619443,0.0022086646370022,0.0672740229477503,visium/yamamoto_2025,Pt1-1
3,0.5301622065567039,0.2990305065276633,0.0556374340152593,0.0060536367344449,0.0114303549982843,0.0107952577311715,0.000722139656893,0.0004557276564539,0.0031018156277733,0.0099318427573612,0.0280005518551972,0.0017478370375983,0.0009772193061523,0.0419535397144815,visium/yamamoto_2025,Pt1-1
4,0.4545220709069864,0.4744644942531885,0.0274358371183331,0.0025415075995282,0.0066754363937095,0.005454539490533,0.0002813865645154,0.0002824834667469,0.0025179230884137,0.0043010515251097,0.0110137962725387,0.0003372667962742,0.0005885492094688,0.0095836573146531,visium/yamamoto_2025,Pt1-1
5,0.3633567227528665,0.4709411894773545,0.0447386392642601,0.006535410081878,0.0154650918655846,0.0199611552809924,0.0018699091564789,0.0008112416776518,0.0109648287350921,0.011055701319638,0.034722276545335,0.0010758567877762,0.002178731053164,0.0163232460019272,visium/yamamoto_2025,Pt1-1
6,0.4162013309875315,0.4123013157885311,0.1059773172908957,0.0031679629105571,0.0082961068023579,0.0057121018396626,0.0005072788846746,0.0002164659498753,0.0040568170369824,0.0070203868255173,0.0236028973028076,0.001626282943727,0.0004340719324759,0.0108797370338147,visium/yamamoto_2025,Pt1-1
7,0.167555266579974,0.4741556888729299,0.1694591571264744,0.0092893600347489,0.0244002254743092,0.0160984642336551,0.0016692408763228,0.0008030924312509,0.0023168962539651,0.0232822424299412,0.0387902046486522,0.0086450484456519,0.0187673656220183,0.0447677469701052,visium/yamamoto_2025,Pt1-1
8,0.0794461867972156,0.5162817547022116,0.0916128426847304,0.0150571410552219,0.0333457140847081,0.0175912527923527,0.0014942785681986,0.0006119347028483,0.0044520223496268,0.023583068922878,0.0452058614826921,0.0043675830166829,0.0016778895470689,0.1652724692935634,visium/yamamoto_2025,Pt1-1
0,0.8595002466395362,0.0133822973429843,0.0298187448917576,0.0109027145726289,0.0018668248494508,0.0005897586510763,3.25390665803569e-05,8.192663939436477e-05,0.0007857325538419,0.0038879752893345,0.0082578591551008,0.0005830081018643,0.0001556579841659,0.070156601054736,visium/yamamoto_2025,Pt1-2
1,0.838507625272331,0.0121302555106235,0.0213812002319716,0.0154965959188675,0.0017737513819514,0.0011187458533247,3.961531372166512e-05,0.0001218755546013,0.0007416190262345,0.0048754617936625,0.0181291225695732,0.0006418524352926,0.0009932087850427,0.0840504036861344,visium/yamamoto_2025,Pt1-2
2,0.2179277693983576,0.0722783755814847,0.0674799622157075,0.0677248215062932,0.0036391498295524,0.0122242495202974,0.0003498973064355,0.0004399227292363,0.0063450727900676,0.0248749400312315,0.2536488597359959,0.0010408246034507,0.0163714338197129,0.2556547209321762,visium/yamamoto_2025,Pt1-2
3,0.4158868092691622,0.1420145535499498,0.058504397222752,0.0891500775914208,0.0026219229301826,0.0046137197734798,3.206177789552353e-05,9.800770709654048e-05,0.0030878839407212,0.0137969331850324,0.1046314549670942,0.0012250944779177,0.0117323681025379,0.1526047155047567,visium/yamamoto_2025,Pt1-2
4,0.6566036983899249,0.0490348116326334,0.0461024805728829,0.0347933441476397,0.0033558600783759,0.0043082896503033,7.282847166277581e-05,0.0001600922797167,0.0032193744347502,0.0094665140869721,0.0572036639957927,0.0014599597503855,0.0079305118213799,0.126288570687579,visium/yamamoto_2025,Pt1-2
5,0.0809491978609625,0.2648931544666956,0.0704951478526541,0.13017552341275,0.0062694641533133,0.0143293273039902,4.001514972755537e-05,0.0009750565650489,0.0070834614685,0.0304945545470632,0.1223265778884564,0.0015168240281515,0.0168478241988161,0.25360387110387,visium/yamamoto_2025,Pt1-2
6,0.724217571644042,0.0484804496753608,0.0245915877977283,0.0563589424100966,0.0012412051379307,0.0050201748134237,0.0006949807637145,9.29953935179694e-05,0.0046630168927695,0.0040428370026191,0.0507193080224855,0.0007035693723214,0.0048633871045334,0.0743099739694556,visium/yamamoto_2025,Pt1-2
7,0.8230936819172112,0.0162852090398481,0.0257348304129135,0.0125221165271618,0.0033881042054384,0.0072071968239512,0.0007338315020723,0.0001375803093838,0.0135830281404546,0.0072468628871645,0.0199890990032471,0.0005025996346924,0.0046957419164061,0.0648805621244985,visium/yamamoto_2025,Pt1-2
8,0.4665467250730077,0.0611135384923538,0.0711008756919331,0.05268349893123,0.0052929384185367,0.0066896512437333,0.0002040559437749,0.0001386455023368,0.0038137748565899,0.0204663100219967,0.1003024822790981,0.0010647965250447,0.0075960450761256,0.2029866619442377,visium/yamamoto_2025,Pt1-2
0,0.8283713631624767,0.0309491074572334,0.0182003355900291,0.0044775737297765,0.0037765577630944,0.0033796035758582,0.0012595725220995,0.0005389893436892,0.0024878239578622,0.0041440314099011,0.0339646466558411,0.0026243739718097,0.000587184972699,0.065239999783116,visium/yamamoto_2025,Pt1-3
1,0.5666473485946103,0.0596138807677726,0.0741415083581835,0.0138985301716973,0.0075822691453344,0.0044850500000666,0.0015503214150116,0.0008338409449994,0.0023896145132233,0.0109902852303894,0.0807179759746532,0.0152047268812087,0.0004559172434534,0.1614887307593955,visium/yamamoto_2025,Pt1-3
2,0.4154900826727452,0.2200847536855606,0.0307306009132154,0.0030630383543779,0.005364828445428,0.0097794214855128,0.0020944561063496,0.0015576277433264,0.0007540559079786,0.0073033084306114,0.1779106309890752,0.0083404081118298,0.0005031717723141,0.1170236153816742,visium/yamamoto_2025,Pt1-3
3,0.706396259761096,0.0444520458777358,0.0538317168833108,0.0077422347603385,0.0066494734775502,0.0032544048307812,0.0013701705563197,0.0006539281048156,0.0013691216426126,0.0064658053569825,0.0464433064377174,0.0132154230743971,0.0008991417101665,0.1072570506286684,visium/yamamoto_2025,Pt1-3
4,0.5265296711531255,0.082174568169039,0.0484975596389086,0.0047605583642247,0.00471267712768,0.0062221976257919,0.0030847802818635,0.0017815220682165,0.0008052906276365,0.0073103521025588,0.169022052969668,0.0073601051406648,0.0002494793397987,0.1374891853908226,visium/yamamoto_2025,Pt1-3
5,0.1626723140061033,0.2129584667672825,0.0349370785877876,0.0019481819836558,0.0137203771708283,0.01196993684237,0.0044845533105934,0.0007872156657514,0.0003403633978664,0.0083439934336067,0.3969917842249955,0.0073879439843092,0.0002017878016824,0.1432560028231669,visium/yamamoto_2025,Pt1-3
6,0.9216328102435738,0.0339663154082458,0.0127026780317467,0.0007732509944499,0.0006641544624404,0.0008776149962481,0.0004667259727591,0.000174256089925,0.0004560524436368,0.0007781850302294,0.0061118770696656,0.0029820687400126,0.0001246030964622,0.0182946201865615,visium/yamamoto_2025,Pt1-3
