dataset,sample,k,domain,domain_spots,candidate_top50_n,primary_marker_n,strict_marker_n,primary_marker_genes,strict_marker_genes,spacet_Malignant,spacet_CAF,spacet_Endothelial,spacet_Plasma,spacet_B cell,spacet_T CD4,spacet_T CD8,spacet_NK,spacet_cDC,spacet_pDC,spacet_Macrophage,spacet_Mast,spacet_Neutrophil,spacet_Unidentifiable,domain_mean_snai1ac,domain_median_snai1ac,domain_spots_stats_file,dominant_spacet,spot_n,snai1ac_mean,snai1ac_sd,snai1ac_median,snai1ac_q10,snai1ac_q25,snai1ac_q75,snai1ac_q90,snai1ac_iqr,lisa_hh_n,lisa_ll_n,lisa_not_sig_n,lisa_hh_frac,lisa_ll_frac,top_terms_MSigDB_Hallmark_2020,top_terms_GO_Biological_Process_2023,top_terms_Reactome_2022,top_terms_KEGG_2021_Human,top_terms_WikiPathway_2023_Human,top_terms_PanglaoDB_Augmented_2021,top_terms_Human_Gene_Atlas,annotation_text,theme_ECM_stromal,theme_Translation_ribosome,theme_Immune_inflammatory,theme_Vascular_coag_hypoxia,theme_Epithelial_tumor,theme_Metabolic_stress,theme_n,theme_label
denisenko_2022,SP6,5,2,363,50,50,35,WFDC2;RPS21;SPINT2;MT-CO1;RPS16;SLPI;TUBB;EPCAM;HSP90AB1;FBL;GAPDH;RPS18;COX6B1;MT-CO2;BMP7;MT-CO3;RPS27;RPL37A;COL9A2;IGFBP2;H3F3A;C19orf33;CLDN4;PTMA;IGFBP3;BCAM;RPLP0;GNAS;KRT7;RPS19;RPS10;RPLP1;CD9;MT-ND1;MECOM;NR2F6;RPL41;PDCD5;CCND1;LSM4;TBL1XR1;BCAT1;STMN1;RPL27A;PAX8;MT-CYB;C6orf48;HNRNPA1;CP;IGHM,WFDC2;RPS21;SPINT2;MT-CO1;RPS16;SLPI;TUBB;EPCAM;HSP90AB1;FBL;GAPDH;COX6B1;BMP7;COL9A2;IGFBP2;H3F3A;C19orf33;CLDN4;IGFBP3;BCAM;RPLP0;KRT7;CD9;MECOM;NR2F6;PDCD5;CCND1;LSM4;TBL1XR1;BCAT1;STMN1;PAX8;C6orf48;CP;IGHM,0.5508898284079402,0.1660594094344712,0.0260700818871457,0.0186031052022644,0.0071935400887736,0.0059455009477699,0.0038752655212214,0.0012811314200481,0.0079740111557183,0.0129892753317299,0.0384257523576446,0.0001594300839045,0.0003623007335656,0.1601726346454327,0.5783821917179723,0.4725616278710138,363.0,Malignant,363,0.5783821917179723,1.3733127747747185,0.4725616278710138,-1.1265004474473577,-0.3708037181360682,1.4747589824742202,2.5225867935565702,1.8455627006102884,70,12,281,0.1928374655647383,0.03305785123966942,Myc Targets V1,Cytoplasmic Translation (GO:0002181); Peptide Biosynthetic Process (GO:0043043); Macromolecule Biosynthetic Process (GO:0009059),Peptide Chain Elongation R-HSA-156902; Viral mRNA Translation R-HSA-192823; Selenocysteine Synthesis R-HSA-2408557,Ribosome; Coronavirus disease,Cytoplasmic Ribosomal Proteins WP477; Mammary Gland Development Pathway Embryonic Development Stage 1 Of 4 WP2813,Luminal Epithelial Cells; Basal Cells; Epithelial Cells,Thyroid; FetalThyroid,Myc Targets V1 | Cytoplasmic Translation (GO:0002181); Peptide Biosynthetic Process (GO:0043043); Macromolecule Biosynthetic Process (GO:0009059) | Peptide Chain Elongation R-HSA-156902; Viral mRNA Translation R-HSA-192823; Selenocysteine Synthesis R-HSA-2408557 | Ribosome; Coronavirus disease | Cytoplasmic Ribosomal Proteins WP477; Mammary Gland Development Pathway Embryonic Development Stage 1 Of 4 WP2813 | Luminal Epithelial Cells; Basal Cells; Epithelial Cells | Thyroid; FetalThyroid,False,True,False,False,True,False,2,Translation_ribosome;Epithelial_tumor
denisenko_2022,SP6,5,3,382,50,50,49,IGFBP5;IGFBP7;TIMP1;RPS3A;RPS4X;RPL13;EEF1A1;DCN;RPS8;RPL34;RPL9;RPL13A;RPS15A;SPARCL1;RPL10;C7;RPL3;ANTXR1;RPL5;RPS12;RPL32;RPL35A;RPL7;COL16A1;RPL11;EMILIN1;TIMP2;RPL37;LRP1;RPL10A;RPL30;RPS15;RPL36;RPL17;ENG;HTRA1;RPL24;CDH11;MRC2;RPS6;GSN;RPL21;RPL26;RPL7A;SEMA3C;ACTG1;RPS23;TCF21;EEF2;COL1A2,IGFBP5;IGFBP7;TIMP1;RPS3A;RPS4X;RPL13;EEF1A1;DCN;RPS8;RPL34;RPL9;RPL13A;RPS15A;SPARCL1;RPL10;C7;RPL3;ANTXR1;RPL5;RPS12;RPL32;RPL35A;RPL7;COL16A1;RPL11;EMILIN1;TIMP2;RPL37;LRP1;RPL10A;RPL30;RPS15;RPL36;RPL17;ENG;HTRA1;RPL24;CDH11;MRC2;RPS6;GSN;RPL26;RPL7A;SEMA3C;ACTG1;RPS23;TCF21;EEF2;COL1A2,0.6302742970968653,0.2969741419437481,0.0067041491744834,0.0106986265231975,0.0022825595719508,0.0014874045527267,0.0008607482348491,0.0003498833418306,0.001223385877826,0.0015130298679449,0.0163044662921932,0.0001780248628805,0.0001211770034074,0.0310289171744204,0.3716245829180142,0.3389924576629357,382.0,Malignant,382,0.37162458291801426,0.8832097115410631,0.33899245766293573,-0.6463379005209464,-0.20649707754828106,0.844757120389904,1.5342443038089923,1.051254197938185,15,3,364,0.03926701570680628,0.007853403141361256,Epithelial Mesenchymal Transition; Coagulation; Apoptosis,Cytoplasmic Translation (GO:0002181); Macromolecule Biosynthetic Process (GO:0009059); Peptide Biosynthetic Process (GO:0043043),Peptide Chain Elongation R-HSA-156902; Eukaryotic Translation Elongation R-HSA-156842; Selenocysteine Synthesis R-HSA-2408557,Ribosome; Coronavirus disease; Proteoglycans in cancer,Cytoplasmic Ribosomal Proteins WP477; VEGFA VEGFR2 Signaling WP3888; Burn Wound Healing WP5055,Hepatic Stellate Cells; Loop Of Henle Cells; Airway Smooth Muscle Cells,SmoothMuscle; Adipocyte; Uterus,Epithelial Mesenchymal Transition; Coagulation; Apoptosis | Cytoplasmic Translation (GO:0002181); Macromolecule Biosynthetic Process (GO:0009059); Peptide Biosynthetic Process (GO:0043043) | Peptide Chain Elongation R-HSA-156902; Eukaryotic Translation Elongation R-HSA-156842; Selenocysteine Synthesis R-HSA-2408557 | Ribosome; Coronavirus disease; Proteoglycans in cancer | Cytoplasmic Ribosomal Proteins WP477; VEGFA VEGFR2 Signaling WP3888; Burn Wound Healing WP5055 | Hepatic Stellate Cells; Loop Of Henle Cells; Airway Smooth Muscle Cells | SmoothMuscle; Adipocyte; Uterus,True,True,False,True,True,False,4,ECM_stromal;Translation_ribosome;Vascular_coag_hypoxia;Epithelial_tumor
denisenko_2022,SP6,5,4,118,50,48,29,C3;COL1A2;FTL;COL1A1;SFRP4;AEBP1;COL3A1;IGFBP4;CTSD;RARRES2;TIMP1;C7;DCN;PSAP;BGN;RPL36;LGALS1;RPL10;C1R;TAGLN;FOS;JUNB;LUM;MGP;EGR1;CTSB;COL14A1;SPARC;APOE;ISLR;CD74;HTRA1;FTH1;HMOX1;C1QA;IER2;GPNMB;SLC40A1;HLA-DRA;RPS11;RPS28;C1S;DUSP1;IGKC;HLA-DRB1;FOSB;SQSTM1;C11orf96,C3;COL1A2;FTL;COL1A1;SFRP4;AEBP1;COL3A1;IGFBP4;CTSD;RARRES2;TIMP1;C7;DCN;BGN;LGALS1;C1R;TAGLN;FOS;JUNB;LUM;MGP;EGR1;COL14A1;HMOX1;IER2;SLC40A1;DUSP1;FOSB;C11orf96,0.1841967670254019,0.4840131782832435,0.0147686881744306,0.030295613555651,0.0112941617128183,0.0075503809713442,0.005286157361171,0.0006893966693972,0.0087449749820599,0.0136413198989301,0.159284888761696,0.0001203667984072,0.0001697960361899,0.0799443097692587,-0.1252405788309442,-0.0017843421718006,118.0,CAF,118,-0.12524057883094428,0.7134992146542396,-0.0017843421718006386,-0.9604793387022331,-0.47347517142080947,0.3621431723803912,0.6705093346069677,0.8356183438012006,0,9,109,0.0,0.07627118644067797,Epithelial Mesenchymal Transition; Coagulation; TNF-alpha Signaling via NF-kB,Collagen Fibril Organization (GO:0030199); Regulation Of T-helper Cell Differentiation (GO:0045622); Positive Regulation Of Viral Entry Into Host Cell (GO:0046598),Extracellular Matrix Organization R-HSA-1474244; Scavenging By Class A Receptors R-HSA-3000480; Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782,Coronavirus disease; Systemic lupus erythematosus; Staphylococcus aureus infection,Network Map Of SARS CoV 2 Signaling Pathway WP5115; Complement Activation WP545; Burn Wound Healing WP5055,Pancreatic Stellate Cells; Peritubular Myoid Cells; Juxtaglomerular Cells,Uterus; SmoothMuscle; Adipocyte,Epithelial Mesenchymal Transition; Coagulation; TNF-alpha Signaling via NF-kB | Collagen Fibril Organization (GO:0030199); Regulation Of T-helper Cell Differentiation (GO:0045622); Positive Regulation Of Viral Entry Into Host Cell (GO:0046598) | Extracellular Matrix Organization R-HSA-1474244; Scavenging By Class A Receptors R-HSA-3000480; Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782 | Coronavirus disease; Systemic lupus erythematosus; Staphylococcus aureus infection | Network Map Of SARS CoV 2 Signaling Pathway WP5115; Complement Activation WP545; Burn Wound Healing WP5055 | Pancreatic Stellate Cells; Peritubular Myoid Cells; Juxtaglomerular Cells | Uterus; SmoothMuscle; Adipocyte,True,False,True,True,True,False,4,ECM_stromal;Immune_inflammatory;Vascular_coag_hypoxia;Epithelial_tumor
denisenko_2022,SP7,5,0,939,50,44,3,RPL39;EEF1A1;TPT1;RPL26;RPL37;RPS24;RPL23A;MT-ND3;RPL30;RPS27A;RPS29;RPS20;RPS6;RPS25;RPS23;RPS13;RPL6;RPL35A;RPL10A;MT-ND1;MT-ND4;MT-CO1;MT-ND2;MT-ATP6;NPM1;RPS7;NACA;RPL34;RPL31;RPL38;MT-CO3;RPS12;RPS4X;PTMA;ITM2B;RPL7;EIF3E;EEF1B2;PABPC1;RPS3A;H3F3A;MT-CYB;RPL36A;BTF3,RPL39;RPL26;MT-ND3,0.5992386329933211,0.0502883291380733,0.0586829307069016,0.0057248483601972,0.0180737925809472,0.0063081302218119,0.0001701647123158,0.000371496186182,0.0056058433132159,0.0101367747117404,0.0183469973702499,0.0015601768448262,0.0021284264602894,0.2233636906917269,-0.1410687828787615,-0.1138624229554984,939.0,Malignant,939,-0.14106878287876154,0.8579077091976711,-0.11386242295549842,-1.2556980747387976,-0.7078909303336602,0.44556717707625293,0.9134763807098185,1.153458107409913,16,37,886,0.01703940362087327,0.039403620873269436,Myc Targets V1; Allograft Rejection,Cytoplasmic Translation (GO:0002181); Macromolecule Biosynthetic Process (GO:0009059); Peptide Biosynthetic Process (GO:0043043),Eukaryotic Translation Elongation R-HSA-156842; Peptide Chain Elongation R-HSA-156902; L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,Ribosome; Coronavirus disease,Cytoplasmic Ribosomal Proteins WP477; Translation Factors WP107; VEGFA VEGFR2 Signaling WP3888,,Lymphoma burkitts(Daudi); FetalThyroid,Myc Targets V1; Allograft Rejection | Cytoplasmic Translation (GO:0002181); Macromolecule Biosynthetic Process (GO:0009059); Peptide Biosynthetic Process (GO:0043043) | Eukaryotic Translation Elongation R-HSA-156842; Peptide Chain Elongation R-HSA-156902; L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827 | Ribosome; Coronavirus disease | Cytoplasmic Ribosomal Proteins WP477; Translation Factors WP107; VEGFA VEGFR2 Signaling WP3888 |  | Lymphoma burkitts(Daudi); FetalThyroid,False,True,True,False,False,False,2,Translation_ribosome;Immune_inflammatory
denisenko_2022,SP7,5,1,720,50,34,0,CMTM7;RHEX;TACSTD2;KDELR1;ACTG1;IFITM3;KCNN4;ALS2CL;TMSB4X;KLK7;HMGN3;GABRE;H3F3B;TMEM139;GOLGA8B;PDCD6;EPS8L1;COX7C;MEA1;RNF7;HOXB2;LINC01503;CBR1;CDH1;RHEB;SNRPG;KRT10;CLDN10;WNT7A;TRIB2;S100A10;TXNDC17;KRT8;HAPLN3,,0.8105039822431127,0.0275682875454214,0.0351176981713332,0.002700101145926,0.0088319057647442,0.0041191623292671,0.0001988361176703,0.00046266634883,0.0026606142277745,0.0068368904361526,0.0126995434445192,0.0009805779665932,0.0010392985885997,0.0862825328922774,0.3613543943187315,0.4007524751565727,720.0,Malignant,720,0.3613543943187315,0.9170285670152777,0.4007524751565727,-0.8314932443872485,-0.14555220071941882,0.9518805973715896,1.430239366625081,1.0974327980910084,48,12,660,0.06666666666666667,0.016666666666666666,,,,,Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239,Ductal Cells; Clara Cells; Mammary Epithelial Cells,, |  |  |  | Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239 | Ductal Cells; Clara Cells; Mammary Epithelial Cells | ,True,False,False,False,True,False,2,ECM_stromal;Epithelial_tumor
denisenko_2022,SP7,5,2,658,50,16,5,MALAT1;MT-ATP6;MT-CO3;MT-ND3;MT-ND2;MT-ND1;MT-CYB;MT-ND4;MT-CO2;MT-CO1;SPP1;MT-ND5;AHNAK;CD24;MMP7;LDHA,MALAT1;MT-ATP6;MT-ND2;SPP1;MT-ND5,0.2111747666789295,0.1643991561921051,0.1245971436852784,0.0089607777935313,0.0299227627349066,0.0106688462877627,0.0003335999737235,0.0006350851960673,0.0093578644472542,0.0216177240275703,0.0478957024481615,0.0016926252591562,0.0023749027560722,0.3663690425194804,-0.5153602581087361,-0.5096928812737265,658.0,Malignant,658,-0.5153602581087361,0.8777358822724891,-0.5096928812737265,-1.627492336965101,-1.110767654475114,0.11501669119156029,0.6149648262079229,1.2257843456666742,0,52,606,0.0,0.0790273556231003,,,,,,Cholangiocytes; Ductal Cells,PancreaticIslet, |  |  |  |  | Cholangiocytes; Ductal Cells | PancreaticIslet,False,False,False,False,True,False,1,Epithelial_tumor
denisenko_2022,SP7,5,3,648,50,37,4,S100A6;KRT7;CTSD;CYBA;MSLN;COL1A1;KRT19;MFGE8;WFDC2;COL1A2;SLPI;GSTP1;MUC1;LGALS1;MYL6;SSR4;COL6A2;SERF2;KRT8;HSPB1;C19orf33;SPARC;COL3A1;COL6A1;PKM;ELOB;ISLR;COL18A1;CALR;GPX4;MDK;P4HB;RARRES2;ITGA3;TNFRSF12A;NDUFA11;C4orf48,COL1A1;COL1A2;COL3A1;COL6A1,0.4330997664330998,0.1611758418529069,0.0902434472634541,0.0067628268371302,0.0131086848356455,0.0094594565587651,0.0002449063743089,0.0008869202053826,0.0062214821549204,0.01829096332865,0.0316163919953159,0.0013023788108642,0.0016809583711242,0.2259060984352216,0.0981267106187648,0.0556231094408845,648.0,Malignant,648,0.0981267106187648,1.0394104535138637,0.055623109440884576,-1.167882074099056,-0.6584657640414739,0.7915023205786044,1.4563997814908276,1.4499680846200782,39,22,587,0.06018518518518518,0.033950617283950615,Epithelial Mesenchymal Transition; Myogenesis; UV Response Dn,Collagen Fibril Organization (GO:0030199); Skin Development (GO:0043588); Supramolecular Fiber Organization (GO:0097435),Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814; Extracellular Matrix Organization R-HSA-1474244; Collagen Chain Trimerization R-HSA-8948216,Protein digestion and absorption; ECM-receptor interaction; Diabetic cardiomyopathy,miRNA Targets In ECM And Membrane Receptors WP2911; miR 509 3P Alteration Of YAP1 ECM Axis WP3967; Burn Wound Healing WP5055,Pericytes; Fibroblasts; Pancreatic Stellate Cells,SmoothMuscle; BronchialEpithelialCells; Adipocyte,Epithelial Mesenchymal Transition; Myogenesis; UV Response Dn | Collagen Fibril Organization (GO:0030199); Skin Development (GO:0043588); Supramolecular Fiber Organization (GO:0097435) | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814; Extracellular Matrix Organization R-HSA-1474244; Collagen Chain Trimerization R-HSA-8948216 | Protein digestion and absorption; ECM-receptor interaction; Diabetic cardiomyopathy | miRNA Targets In ECM And Membrane Receptors WP2911; miR 509 3P Alteration Of YAP1 ECM Axis WP3967; Burn Wound Healing WP5055 | Pericytes; Fibroblasts; Pancreatic Stellate Cells | SmoothMuscle; BronchialEpithelialCells; Adipocyte,True,False,False,False,True,False,2,ECM_stromal;Epithelial_tumor
denisenko_2022,SP7,5,4,457,50,50,47,TIMP1;C3;IGFBP4;AEBP1;IGFBP7;COL6A2;TAGLN;LGALS1;MYL9;DCN;ENG;RPL3;BGN;FTL;TMSB10;C1R;SERPINF1;RNASE1;COL1A1;TNXB;RPS9;ISLR;NBL1;IGKC;MGP;IGFBP5;SERPING1;SFRP4;C7;RPL10;FLNA;EMILIN1;PTGDS;COL1A2;ACTA2;RPL36;APOE;BST2;SPARC;A2M;CSRP1;IGFBP2;RPL13;HTRA1;SPARCL1;MXRA8;PSAP;IGHG1;C1S;TPM2,TIMP1;C3;IGFBP4;AEBP1;IGFBP7;COL6A2;TAGLN;LGALS1;MYL9;DCN;ENG;RPL3;BGN;FTL;TMSB10;C1R;SERPINF1;RNASE1;COL1A1;TNXB;RPS9;ISLR;NBL1;IGKC;MGP;IGFBP5;SERPING1;SFRP4;C7;FLNA;EMILIN1;PTGDS;COL1A2;ACTA2;APOE;BST2;SPARC;A2M;CSRP1;IGFBP2;HTRA1;SPARCL1;MXRA8;PSAP;IGHG1;C1S;TPM2,0.3072791181439264,0.319911268419921,0.1104562882016498,0.0044043754179885,0.006775296345579,0.0052584434129507,0.0006997086783652,0.0012359698508616,0.0038565733851343,0.0139429074714351,0.0331263221883442,0.0015492116830588,0.0012883267735351,0.1902161900272497,0.1930176316700081,0.1340138871922988,457.0,CAF,457,0.19301763167000813,1.2170367549847552,0.13401388719229887,-1.3068755322193548,-0.6477340283263647,0.9852638479044059,1.78998009255099,1.6329978762307706,49,12,396,0.10722100656455143,0.0262582056892779,Epithelial Mesenchymal Transition; Coagulation; Myogenesis,Cytoplasmic Translation (GO:0002181); Macromolecule Biosynthetic Process (GO:0009059); Regulation Of Cell Migration (GO:0030334),Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426; Post-translational Protein Phosphorylation R-HSA-8957275; Extracellular Matrix Organization R-HSA-1474244,Coronavirus disease; Complement and coagulation cascades; Focal adhesion,Burn Wound Healing WP5055; Complement Activation WP545; Complement And Coagulation Cascades WP558,Pancreatic Stellate Cells; Hepatic Stellate Cells; Stromal Cells,Uterus; Adipocyte; SmoothMuscle,Epithelial Mesenchymal Transition; Coagulation; Myogenesis | Cytoplasmic Translation (GO:0002181); Macromolecule Biosynthetic Process (GO:0009059); Regulation Of Cell Migration (GO:0030334) | Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426; Post-translational Protein Phosphorylation R-HSA-8957275; Extracellular Matrix Organization R-HSA-1474244 | Coronavirus disease; Complement and coagulation cascades; Focal adhesion | Burn Wound Healing WP5055; Complement Activation WP545; Complement And Coagulation Cascades WP558 | Pancreatic Stellate Cells; Hepatic Stellate Cells; Stromal Cells | Uterus; Adipocyte; SmoothMuscle,True,True,True,True,True,False,5,ECM_stromal;Translation_ribosome;Immune_inflammatory;Vascular_coag_hypoxia;Epithelial_tumor
denisenko_2022,SP8,5,0,814,50,50,49,TAGLN;FLNA;MYL9;MYH11;CSRP1;TPM2;ACTA2;DES;CNN1;C7;SELENOM;MYL6;GSN;MGP;ACTG2;C11orf96;ADIRF;CCDC3;MYLK;CARMN;IGFBP5;ADH1B;ZCCHC12;COL6A2;TPM1;SMTN;FHL1;COL6A1;DSTN;LGALS1;ACTB;TXNIP;TNS1;LMOD1;SPARCL1;RHOB;VIM;CAVIN1;DPT;MCAM;TGFB1I1;CALD1;MFAP4;LIMS2;PPP1R14A;LPP;MRGPRF;PTGIS;AEBP1;PPP1R12B,TAGLN;FLNA;MYL9;MYH11;CSRP1;TPM2;ACTA2;DES;CNN1;C7;SELENOM;MYL6;GSN;MGP;ACTG2;C11orf96;ADIRF;CCDC3;MYLK;CARMN;IGFBP5;ADH1B;ZCCHC12;COL6A2;TPM1;SMTN;FHL1;COL6A1;DSTN;LGALS1;TXNIP;TNS1;LMOD1;SPARCL1;RHOB;VIM;CAVIN1;DPT;MCAM;TGFB1I1;CALD1;MFAP4;LIMS2;PPP1R14A;LPP;MRGPRF;PTGIS;AEBP1;PPP1R12B,0.1827182718271827,0.4694064569497303,0.1130486923106246,0.0003252859266099,0.0022841400970686,0.0011218518608883,0.0006643868351085,0.0011149897592325,0.0033115845578067,0.0055719365161535,0.0072315576034551,0.0034184535390551,0.0003335299942965,0.2094488622227869,-0.3695091873139632,-0.3752294057122095,814.0,CAF,814,-0.3695091873139632,0.9231065643772133,-0.37522940571220953,-1.5447143056185204,-0.865827350355339,0.21097351316846377,0.783994672951153,1.0768008635238027,9,88,717,0.011056511056511056,0.10810810810810811,Epithelial Mesenchymal Transition; Myogenesis,Muscle Contraction (GO:0006936); Supramolecular Fiber Organization (GO:0097435); Actin Filament Organization (GO:0007015),Smooth Muscle Contraction R-HSA-445355; Muscle Contraction R-HSA-397014; RHO GTPases Activate PAKs R-HSA-5627123,Vascular smooth muscle contraction; Focal adhesion; Regulation of actin cytoskeleton,Striated Muscle Contraction Pathway WP383; Focal Adhesion WP306; Myometrial Relaxation And Contraction Pathways WP289,Juxtaglomerular Cells; Airway Smooth Muscle Cells; Peritubular Myoid Cells,Uterus; Adipocyte; Ovary,Epithelial Mesenchymal Transition; Myogenesis | Muscle Contraction (GO:0006936); Supramolecular Fiber Organization (GO:0097435); Actin Filament Organization (GO:0007015) | Smooth Muscle Contraction R-HSA-445355; Muscle Contraction R-HSA-397014; RHO GTPases Activate PAKs R-HSA-5627123 | Vascular smooth muscle contraction; Focal adhesion; Regulation of actin cytoskeleton | Striated Muscle Contraction Pathway WP383; Focal Adhesion WP306; Myometrial Relaxation And Contraction Pathways WP289 | Juxtaglomerular Cells; Airway Smooth Muscle Cells; Peritubular Myoid Cells | Uterus; Adipocyte; Ovary,True,False,False,False,True,False,2,ECM_stromal;Epithelial_tumor
denisenko_2022,SP8,5,1,728,50,47,31,FOS;EGR1;NR4A1;JUNB;FOSB;IER2;IGFBP6;RPS11;KLF2;TGM2;MALAT1;POSTN;BTG2;PTGDS;IGFBP5;DCN;RPL13A;JUN;SFRP4;ZFP36;DUSP1;NBL1;CYR61;RPL36;IGFBP4;RPL18;C11orf96;RPL23;EFEMP1;AHNAK;SERPINF1;ADAMTS1;LGALS1;JUND;FBLN1;KLF4;ISLR;TPPP3;S100A6;NOP53;NR4A2;RPS15;OSR2;LTBP4;VIM;HSPB6;RPL27,FOS;EGR1;NR4A1;JUNB;FOSB;IER2;IGFBP6;KLF2;TGM2;MALAT1;POSTN;BTG2;PTGDS;IGFBP5;DCN;JUN;SFRP4;ZFP36;NBL1;CYR61;IGFBP4;C11orf96;EFEMP1;AHNAK;SERPINF1;ADAMTS1;KLF4;ISLR;NR4A2;OSR2;HSPB6,0.1580952640004973,0.3874826831098426,0.1243449980336385,0.0008053177182256,0.0095095769901957,0.0023620845557373,0.001176584669412,0.0014298690063986,0.0049899625678447,0.0176295563566297,0.010974988059118,0.0072477639141348,0.0010751811638441,0.2728761698544804,-0.0878313396861522,-0.0706662012312707,728.0,CAF,728,-0.08783133968615225,0.8763660645295703,-0.07066620123127078,-1.1076860001553528,-0.5746004453443834,0.4433640855948876,0.9268697252223911,1.0179645309392709,20,27,681,0.027472527472527472,0.03708791208791209,TNF-alpha Signaling via NF-kB; Epithelial Mesenchymal Transition; Hypoxia,Cytoplasmic Translation (GO:0002181); Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944); Peptide Biosynthetic Process (GO:0043043),Peptide Chain Elongation R-HSA-156902; Selenocysteine Synthesis R-HSA-2408557; Viral mRNA Translation R-HSA-192823,Coronavirus disease; Ribosome; Osteoclast differentiation,Cytoplasmic Ribosomal Proteins WP477; Corticotropin Releasing Hormone Signaling Pathway WP2355; Role Of Hypoxia Angiogenesis And FGF Pathway In OA Chondrocyte Hypertrophy WP5373,Fibroblasts; Vascular Smooth Muscle Cells; Peritubular Myoid Cells,CD33+ Myeloid; Uterus; SmoothMuscle,TNF-alpha Signaling via NF-kB; Epithelial Mesenchymal Transition; Hypoxia | Cytoplasmic Translation (GO:0002181); Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944); Peptide Biosynthetic Process (GO:0043043) | Peptide Chain Elongation R-HSA-156902; Selenocysteine Synthesis R-HSA-2408557; Viral mRNA Translation R-HSA-192823 | Coronavirus disease; Ribosome; Osteoclast differentiation | Cytoplasmic Ribosomal Proteins WP477; Corticotropin Releasing Hormone Signaling Pathway WP2355; Role Of Hypoxia Angiogenesis And FGF Pathway In OA Chondrocyte Hypertrophy WP5373 | Fibroblasts; Vascular Smooth Muscle Cells; Peritubular Myoid Cells | CD33+ Myeloid; Uterus; SmoothMuscle,True,True,False,True,True,True,5,ECM_stromal;Translation_ribosome;Vascular_coag_hypoxia;Epithelial_tumor;Metabolic_stress
denisenko_2022,SP8,5,2,518,50,50,50,WFDC2;SPINT2;KRT8;SPON1;MDK;SLPI;IGFBP2;KRT18;GNAS;EPCAM;PNOC;CLDN3;LAMA5;APP;COL18A1;TNNT1;CTSB;CLDN4;TMSB10;APOE;CRABP2;LRIG1;H3F3A;FAM107A;PAX8;ITM2C;TPM4;NR2F6;SCNN1A;AGRN;FOLR1;MAL;GAPDH;LHX1;MARCKSL1;LSR;MUC16;HMGN1;BCAM;C19orf33;TMSB4X;FBN3;CD24;PLXNB1;PPIA;EZR;CMTM7;TMA7;RPS7;MFAP2,WFDC2;SPINT2;KRT8;SPON1;MDK;SLPI;IGFBP2;KRT18;GNAS;EPCAM;PNOC;CLDN3;LAMA5;APP;COL18A1;TNNT1;CTSB;CLDN4;TMSB10;APOE;CRABP2;LRIG1;H3F3A;FAM107A;PAX8;ITM2C;TPM4;NR2F6;SCNN1A;AGRN;FOLR1;MAL;GAPDH;LHX1;MARCKSL1;LSR;MUC16;HMGN1;BCAM;C19orf33;TMSB4X;FBN3;CD24;PLXNB1;PPIA;EZR;CMTM7;TMA7;RPS7;MFAP2,0.8302004773009016,0.0225943347999579,0.0336110107550934,0.0033235212324112,0.0062996067714384,0.0023600414318759,0.0005448535786844,0.0003431394012775,0.0048658012611674,0.0106392873978749,0.0092058884638795,0.0010799677321224,0.0004254456354187,0.0745097130409848,0.6857346593949655,0.8091507382973729,518.0,Malignant,518,0.6857346593949655,0.8772436583568285,0.8091507382973729,-0.5961837323554369,0.189787351991885,1.3183931959623971,1.6251751307636613,1.128605843970512,81,9,428,0.15637065637065636,0.017374517374517374,Estrogen Response Early; Estrogen Response Late; Apical Surface,Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272); Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332); Gland Development (GO:0048732),Extracellular Matrix Organization R-HSA-1474244; Diseases Of Glycosylation R-HSA-3781865; Signaling By MET R-HSA-6806834,,,Luminal Epithelial Cells; Ductal Cells; Cholangiocytes,Thyroid; Colorectaladenocarcinoma; FetalThyroid,Estrogen Response Early; Estrogen Response Late; Apical Surface | Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272); Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332); Gland Development (GO:0048732) | Extracellular Matrix Organization R-HSA-1474244; Diseases Of Glycosylation R-HSA-3781865; Signaling By MET R-HSA-6806834 |  |  | Luminal Epithelial Cells; Ductal Cells; Cholangiocytes | Thyroid; Colorectaladenocarcinoma; FetalThyroid,True,False,False,False,True,False,2,ECM_stromal;Epithelial_tumor
