review_role,selected_k,analysis_tier,feature_method,sample,dataset,relationship,stratum,variant,variant_label,spearman_rho,spearman_pvalue,n_spots
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,isodepth_vs_total_counts,all,,,0.07898178162398022,3.731464338789217e-06,3422
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,isodepth_vs_n_genes_by_counts,all,,,0.10904040861379115,1.6015142824709998e-10,3422
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,isodepth_vs_n_genes,all,,,0.10904040861379115,1.6015142824709998e-10,3422
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,isodepth_vs_n_counts,all,,,0.07898178162398022,3.731464338789217e-06,3422
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,isodepth_vs_Malignant,all,,,0.09785811246621974,9.684109127109805e-09,3422
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_corrected,Smoothed corrected vs Unsmoothed corrected,0.24983369054548354,7.448819092659405e-50,3422
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Smoothed corrected vs Unsmoothed uncorrected,0.22543411915928258,1.109640235777822e-40,3422
supplementary_pearson_usable,4,supplementary_pearson,pearson,SP7,denisenko_2022,score_variant_vs_score_variant,all,snai1ac_em_unsmoothed_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Unsmoothed corrected vs Unsmoothed uncorrected,0.893344203919467,0.0,3422
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,all,snai1ac_em_smooth_corrected,Smoothed corrected,-0.04166462049126573,0.021754177115642714,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,all,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.02279398236583975,0.2094891935057981,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,all,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.3322535846408722,4.454157180949674e-79,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,tumor,snai1ac_em_smooth_corrected,Smoothed corrected,-0.08186293153871355,0.0379606049313233,643
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.1235325736002862,0.0016987061304860886,643
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.4715841736736277,6.476321767400131e-37,643
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,interface,snai1ac_em_smooth_corrected,Smoothed corrected,-0.24789152986053584,3.2586407309352774e-06,344
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,interface,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.26057654608860725,9.569174213476163e-07,344
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,interface,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.06655012720095983,0.21825046605567744,344
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,stroma,snai1ac_em_smooth_corrected,Smoothed corrected,-0.2757334615680986,5.087056556700318e-37,2046
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.1385419041542109,3.1104998856304136e-10,2046
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.0766372481862033,0.0005214340856118799,2046
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_total_counts,all,,,0.12234973105038084,1.3726666138985594e-11,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_n_genes_by_counts,all,,,0.1330048574934342,1.9148382629896663e-13,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_n_genes,all,,,0.1330048574934342,1.9148382629896663e-13,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_n_counts,all,,,0.12234973105038084,1.3726666138985594e-11,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,isodepth_vs_Malignant,all,,,0.3164940466011403,1.5515621222730164e-71,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_corrected,Smoothed corrected vs Unsmoothed corrected,0.41078274102613355,8.055537178448637e-124,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Smoothed corrected vs Unsmoothed uncorrected,0.35785945901824756,2.5781770213672453e-92,3033
usable,4,primary_glmpca,glmpca,SP8,denisenko_2022,score_variant_vs_score_variant,all,snai1ac_em_unsmoothed_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Unsmoothed corrected vs Unsmoothed uncorrected,0.8550653109413259,0.0,3033
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,all,snai1ac_em_smooth_corrected,Smoothed corrected,-0.05043113050801087,0.0010747256411927546,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.02318720918989196,0.1328866302422902,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.08261187498966949,8.198214076987518e-08,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,tumor,snai1ac_em_smooth_corrected,Smoothed corrected,-0.030595106872146893,0.14792262301986298,2238
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.014142106237769217,0.5036948917183707,2238
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.08068660023149576,0.00013281436198167977,2238
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,interface,snai1ac_em_smooth_corrected,Smoothed corrected,-0.08919621654149032,0.00334902974515338,1080
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.05601858559740039,0.06572833307606933,1080
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.04318402193417517,0.1561353200988656,1080
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,stroma,snai1ac_em_smooth_corrected,Smoothed corrected,-0.114352595146002,0.0006584595484258139,884
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.05575917947004009,0.09756337633875076,884
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,-0.03375085997343799,0.3161741465224291,884
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_total_counts,all,,,0.3035003309755132,2.981562706886969e-90,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_n_genes_by_counts,all,,,0.24716633765348897,1.602830418912043e-59,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_n_genes,all,,,0.24716633765348897,1.602830418912043e-59,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_n_counts,all,,,0.3035003309755132,2.981562706886969e-90,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,isodepth_vs_Malignant,all,,,0.23804676503191852,3.229936798861724e-55,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_corrected,Smoothed corrected vs Unsmoothed corrected,0.1310697124962512,1.455830505913997e-17,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Smoothed corrected vs Unsmoothed uncorrected,0.13112761516478205,1.4087555933514164e-17,4202
usable,4,primary_glmpca,glmpca,CPS_OV19_LtOV1,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_unsmoothed_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Unsmoothed corrected vs Unsmoothed uncorrected,0.983164708146815,0.0,4202
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,all,snai1ac_em_smooth_corrected,Smoothed corrected,0.007995821991383732,0.6530060912010013,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.018223581187520935,0.30548288152012715,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.0076880368457819485,0.6655355149834263,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,tumor,snai1ac_em_smooth_corrected,Smoothed corrected,-0.014101266766752647,0.5122589219748881,2162
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.019554521972047746,0.36345899900194156,2162
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,-0.051697004380986025,0.01621725664662666,2162
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,interface,snai1ac_em_smooth_corrected,Smoothed corrected,0.010301423754679167,0.7577403828447393,899
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.01792472540222453,0.591448398185829,899
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,-0.01802157504084098,0.5894461295093082,899
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,stroma,snai1ac_em_smooth_corrected,Smoothed corrected,-0.04443614637789395,0.6558182546955575,103
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.018692615208891622,0.8513388451449582,103
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.060218336774590354,0.5456844229417774,103
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_total_counts,all,,,0.2695564175835067,8.392635408081771e-54,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_n_genes_by_counts,all,,,0.2378378368487283,6.190044701750892e-42,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_n_genes,all,,,0.2378378368487283,6.190044701750892e-42,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_n_counts,all,,,0.2695564175835067,8.392635408081771e-54,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,isodepth_vs_Malignant,all,,,0.24910630488077246,5.84364023753431e-46,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_corrected,Smoothed corrected vs Unsmoothed corrected,0.08895995966629502,5.389235545957853e-07,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Smoothed corrected vs Unsmoothed uncorrected,0.08357364022955409,2.509578244436824e-06,3164
usable,3,primary_glmpca,glmpca,CPS_OV1RtOV3,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_unsmoothed_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Unsmoothed corrected vs Unsmoothed uncorrected,0.9705789670992566,0.0,3164
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_smooth_corrected,Smoothed corrected,0.005915378467837321,0.7446121951381439,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.006236711246660565,0.7312618846100015,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.16847863399074872,9.217069778813704e-21,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_smooth_corrected,Smoothed corrected,-0.00624806856201714,0.7800528541353029,2000
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.012801829700457425,0.5671995279337456,2000
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.10559867789966947,2.214417980192035e-06,2000
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,interface,snai1ac_em_smooth_corrected,Smoothed corrected,-0.0701657132120835,0.0725095319557153,656
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.06624252177897706,0.09002554308879657,656
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.05312004516050599,0.1741777207368679,656
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,stroma,snai1ac_em_smooth_corrected,Smoothed corrected,-0.031760359562053773,0.537616455957871,379
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.0356513535377582,0.4889466218419075,379
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.026011158062262073,0.6137021575796535,379
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_total_counts,all,,,0.4592497673364524,3.0937960694691093e-158,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_n_genes_by_counts,all,,,0.4148366777299091,1.4596257608667518e-126,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_n_genes,all,,,0.4148366777299091,1.4596257608667518e-126,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_n_counts,all,,,0.4592497673364524,3.0937960694691093e-158,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,isodepth_vs_Malignant,all,,,0.4535622241510611,6.529369503326007e-154,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_corrected,Smoothed corrected vs Unsmoothed corrected,0.12732090315183286,1.922497202797556e-12,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Smoothed corrected vs Unsmoothed uncorrected,0.12099696289014615,2.2676568491561074e-11,3035
supplementary_pearson_usable,4,supplementary_pearson,pearson,CPS_OV20RtOV4,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_unsmoothed_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Unsmoothed corrected vs Unsmoothed uncorrected,0.9567043965977581,0.0,3035
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_smooth_corrected,Smoothed corrected,-0.02267517735416332,0.12918710694038862,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.01360053903691183,0.3628179680058111,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,-0.1300213232064322,2.4065847927202054e-18,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_smooth_corrected,Smoothed corrected,0.08553097788929714,7.755838253323694e-06,2726
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.030163877494186246,0.11536601904906879,2726
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,-0.05177827077504037,0.006851546541153079,2726
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,interface,snai1ac_em_smooth_corrected,Smoothed corrected,0.03442204727768194,0.30202225161201324,901
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.022481335922228153,0.5003348120856954,901
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,-0.08127922247843201,0.014671710437199044,901
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,stroma,snai1ac_em_smooth_corrected,Smoothed corrected,-0.48110455451571316,1.4489617062631689e-50,852
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.28913052888589685,7.202140571583849e-18,852
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,-0.5144980573200408,9.325752855646482e-59,852
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_total_counts,all,,,0.14799537190315828,2.356448412399696e-23,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_n_genes_by_counts,all,,,0.09427329546572298,2.588803330864383e-10,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_n_genes,all,,,0.09427329546572298,2.588803330864383e-10,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_n_counts,all,,,0.14799537190315828,2.356448412399696e-23,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,isodepth_vs_Malignant,all,,,0.13844814119959653,1.3031374070503525e-20,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_corrected,Smoothed corrected vs Unsmoothed corrected,0.3457949841182329,5.390998413203461e-126,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Smoothed corrected vs Unsmoothed uncorrected,0.3123243735916172,6.300840808711659e-102,4479
usable,5,primary_glmpca,glmpca,CPS_OV24RTOV4,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_unsmoothed_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Unsmoothed corrected vs Unsmoothed uncorrected,0.943265053979662,0.0,4479
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,all,snai1ac_em_smooth_corrected,Smoothed corrected,0.17075309048626486,2.090285432536206e-24,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.09253627821876832,3.8832027986057476e-08,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.4308522912204756,7.065964729489018e-159,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,tumor,snai1ac_em_smooth_corrected,Smoothed corrected,-0.02699953538278923,0.22980407562205274,1980
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.07944936835317637,0.00040220019684116253,1980
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.07577183914806693,0.0007398847597569629,1980
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,interface,snai1ac_em_smooth_corrected,Smoothed corrected,-0.12544200647847098,0.0009350729046361671,693
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.1290113383698365,0.0006633019374353842,693
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,interface,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.20363600562901812,6.381037248141436e-08,693
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,stroma,snai1ac_em_smooth_corrected,Smoothed corrected,0.08643944489489773,0.012100310074817922,842
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.024575886610849102,0.4763579817399176,842
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_score,stroma,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.2545093469251047,6.480052646062003e-14,842
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_total_counts,all,,,0.25732486644090885,2.8486771614345027e-54,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_n_genes_by_counts,all,,,0.5246860138688197,6.048673963445157e-248,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_n_genes,all,,,0.5246860138688197,6.048673963445157e-248,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_n_counts,all,,,0.25732486644090885,2.8486771614345027e-54,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,isodepth_vs_Malignant,all,,,0.6504577296251749,0.0,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_corrected,Smoothed corrected vs Unsmoothed corrected,0.20927837041303066,4.381217462476833e-36,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_smooth_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Smoothed corrected vs Unsmoothed uncorrected,0.1997617930705585,5.763948097746994e-33,3515
usable_qc_caveat,4,primary_glmpca,glmpca,CPS_OV34RtOV1,ju_2024,score_variant_vs_score_variant,all,snai1ac_em_unsmoothed_corrected__vs__snai1ac_em_unsmoothed_uncorrected,Unsmoothed corrected vs Unsmoothed uncorrected,0.8907511176224446,0.0,3515
usable,4,primary_glmpca,glmpca,CPS_OV5LtOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_smooth_corrected,Smoothed corrected,0.05484849221035913,0.0010184701485915018,3585
usable,4,primary_glmpca,glmpca,CPS_OV5LtOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,0.03797927468480898,0.02296409295329141,3585
usable,4,primary_glmpca,glmpca,CPS_OV5LtOV4,ju_2024,isodepth_vs_score,all,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.1645615910620234,3.4992610113687864e-23,3585
usable,4,primary_glmpca,glmpca,CPS_OV5LtOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_smooth_corrected,Smoothed corrected,0.0019221920707177124,0.9353010789079317,1786
usable,4,primary_glmpca,glmpca,CPS_OV5LtOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_corrected,Unsmoothed corrected,-0.03800396683230706,0.10837397667019633,1786
usable,4,primary_glmpca,glmpca,CPS_OV5LtOV4,ju_2024,isodepth_vs_score,tumor,snai1ac_em_unsmoothed_uncorrected,Unsmoothed uncorrected,0.0869313486951275,0.00023487971561481598,1786
usable,4,primary_glmpca,glmpca,CPS_OV5LtOV4,ju_2024,isodepth_vs_score,interface,snai1ac_em_smooth_corrected,Smoothed corrected,-0.0016289722698080004,0.9560133460347086,1149
