"comparison","gene","log2FC","padj","direction"
"PEO4_SNAI1_vs_GFP","TTC39A",-2.82788876589271,6.81742204518169e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","PARD6A",-2.41103431289782,0.0279372684091792,"DOWN"
"PEO4_SNAI1_vs_GFP","MYRIP",-3.35810557623567,8.48568230305183e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","C8orf44-SGK3",-2.81140088208339,0.00401127615134678,"DOWN"
"PEO4_SNAI1_vs_GFP","PPFIBP2",-2.04563856092928,0.00458455800266559,"DOWN"
"PEO4_SNAI1_vs_GFP","MSRB3",2.18640611285803,0.000507006099400057,"UP"
"PEO4_SNAI1_vs_GFP","LINC00578",-3.17483472231877,4.78798018460166e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","SHC3",-4.12885239346823,2.32401564536636e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-161I2.1",5.07616922193001,1.09120395045648e-08,"UP"
"PEO4_SNAI1_vs_GFP","NETO1",3.75628964700608,2.77233791479149e-14,"UP"
"PEO4_SNAI1_vs_GFP","SLC22A3",-5.23688933297769,0,"DOWN"
"PEO4_SNAI1_vs_GFP","GRIN2A",-2.76317969485298,4.2426793301298e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","MCF2L",-2.42456135285212,0.00167823475172713,"DOWN"
"PEO4_SNAI1_vs_GFP","AC009784.3",3.10895594724372,2.72234890983155e-05,"UP"
"PEO4_SNAI1_vs_GFP","KCNJ11",-3.93796246434127,1.47642090852281e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","MPV17L",-1.81983511692318,0.0163831127321488,"DOWN"
"PEO4_SNAI1_vs_GFP","HID1",-3.07493556850458,2.10525389337357e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","CA11",-2.24395220844842,0.000834778662070244,"DOWN"
"PEO4_SNAI1_vs_GFP","TMEM40",-2.54264298834927,0.046913912009412,"DOWN"
"PEO4_SNAI1_vs_GFP","FSD1",4.26392298331084,2.08540156860987e-08,"UP"
"PEO4_SNAI1_vs_GFP","PGPEP1",-2.01054992152216,0.00261966575611896,"DOWN"
"PEO4_SNAI1_vs_GFP","VNN2",-3.23071597240969,5.93726399671765e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","FBLN2",1.75206173163056,0.0388618836706064,"UP"
"PEO4_SNAI1_vs_GFP","ETV7",-3.14053306457983,6.52404473617519e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-242G5.1",5.45408707717119,0.0227400730600457,"UP"
"PEO4_SNAI1_vs_GFP","KHK",-3.52086492062876,6.82244021375942e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","AK5",5.01177412733001,0,"UP"
"PEO4_SNAI1_vs_GFP","TNFSF18",3.34749753001711,0.00393963699158164,"UP"
"PEO4_SNAI1_vs_GFP","GJB2",-2.85558657190457,0.000822082026812533,"DOWN"
"PEO4_SNAI1_vs_GFP","BSPRY",-4.95360351050028,0,"DOWN"
"PEO4_SNAI1_vs_GFP","TMEM100",-2.1438393383152,0.00167497278339149,"DOWN"
"PEO4_SNAI1_vs_GFP","KCNB1",4.24697155863956,0,"UP"
"PEO4_SNAI1_vs_GFP","KLK9",-2.4325387879574,0.016451580923822,"DOWN"
"PEO4_SNAI1_vs_GFP","HECW2",2.8357254202623,0.000168689503911339,"UP"
"PEO4_SNAI1_vs_GFP","RP11-44F14.8",-2.42311644851478,0.0131500493259926,"DOWN"
"PEO4_SNAI1_vs_GFP","ST6GALNAC2",-3.74010860826959,1.54267190419848e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","CA12",-5.86820753334371,0,"DOWN"
"PEO4_SNAI1_vs_GFP","ILDR1",-4.43908105211041,0,"DOWN"
"PEO4_SNAI1_vs_GFP","PLA2G4A",-3.44784324668614,1.29860599832717e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","GSAP",-2.03754134610474,0.00292042991960353,"DOWN"
"PEO4_SNAI1_vs_GFP","HSH2D",-4.73765848497958,0,"DOWN"
"PEO4_SNAI1_vs_GFP","RAB26",-3.96541986985559,9.51900640673158e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","DNER",2.58946237229779,0.00353413150566841,"UP"
"PEO4_SNAI1_vs_GFP","TNFRSF10A",-3.27456496198899,1.17394171012549e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","ZBTB46",3.09215062578611,3.30881479426017e-10,"UP"
"PEO4_SNAI1_vs_GFP","SNTB1",-5.59041401001453,0,"DOWN"
"PEO4_SNAI1_vs_GFP","GREM2",6.05274733965046,0.000364353938862044,"UP"
"PEO4_SNAI1_vs_GFP","MT1A",-2.05039366496338,0.0417364092865177,"DOWN"
"PEO4_SNAI1_vs_GFP","HMGCLL1",-2.47294940781897,0.00355875969783092,"DOWN"
"PEO4_SNAI1_vs_GFP","TMEM273",-2.95035006337646,1.39112048265151e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","RBPMS2",1.90190754846513,0.0230858720121517,"UP"
"PEO4_SNAI1_vs_GFP","TRIM2",-1.98796185526611,0.00178937354959432,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-807C20.3",3.76870639590584,8.30326053758845e-09,"UP"
"PEO4_SNAI1_vs_GFP","SDCBP2",-2.46072859134141,0.000134893363130754,"DOWN"
"PEO4_SNAI1_vs_GFP","GSDMC",-2.38219107775843,0.00701243705076052,"DOWN"
"PEO4_SNAI1_vs_GFP","F2RL2",4.67473625761233,8.93563460139402e-13,"UP"
"PEO4_SNAI1_vs_GFP","RP11-449P15.1",5.51794788917574,0.015322609827608,"UP"
"PEO4_SNAI1_vs_GFP","LAT2",-2.14416224481277,0.00827751938398529,"DOWN"
"PEO4_SNAI1_vs_GFP","KIF13B",-1.74117315471921,0.0370247717448232,"DOWN"
"PEO4_SNAI1_vs_GFP","UNC5D",2.48783303762728,0.000168275622674455,"UP"
"PEO4_SNAI1_vs_GFP","CTD-3074O7.11",6.38635305485387,2.19751059367107e-05,"UP"
"PEO4_SNAI1_vs_GFP","EPSTI1",-2.45417519607573,0.00176183480664505,"DOWN"
"PEO4_SNAI1_vs_GFP","BMPER",5.45936995915672,2.2080567462941e-13,"UP"
"PEO4_SNAI1_vs_GFP","WNT5A",5.9405605949948,0,"UP"
"PEO4_SNAI1_vs_GFP","FAM81A",-2.70791725449436,4.8290583296648e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","FAM222A",2.08260727396845,0.0100749306058302,"UP"
"PEO4_SNAI1_vs_GFP","FOXA1",-2.743264763627,4.72309049333408e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","AGT",-2.24557663554636,0.0104554586990225,"DOWN"
"PEO4_SNAI1_vs_GFP","ULK4P2",5.76583573938225,0.00311722204155068,"UP"
"PEO4_SNAI1_vs_GFP","OLFML2B",-2.35498167211962,0.00362354689884357,"DOWN"
"PEO4_SNAI1_vs_GFP","XIRP1",4.0522856179155,0.0421763957042243,"UP"
"PEO4_SNAI1_vs_GFP","TGFBI",2.2006698514956,0.000128180648924582,"UP"
"PEO4_SNAI1_vs_GFP","RAB17",-1.88904251273968,0.00635612697066467,"DOWN"
"PEO4_SNAI1_vs_GFP","RP5-940J5.10",9.47940174252843,0,"UP"
"PEO4_SNAI1_vs_GFP","VSTM1",4.27093342259655,0.0094105945995214,"UP"
"PEO4_SNAI1_vs_GFP","LMO7",2.53698394496587,9.94828105382409e-07,"UP"
"PEO4_SNAI1_vs_GFP","RNF223",-3.25322979933803,2.72498266906992e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-1149O23.3",-3.31431830521512,7.39020645908134e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","DAB2",2.26871452140603,6.56239270321153e-05,"UP"
"PEO4_SNAI1_vs_GFP","NUAK1",1.89049917119246,0.00686249417160989,"UP"
"PEO4_SNAI1_vs_GFP","FOXL2NB",6.01747999337015,8.64045316776678e-11,"UP"
"PEO4_SNAI1_vs_GFP","PLS1",-2.14315075081609,0.000229766560915189,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC01204",4.21929897989659,0.0136140430985001,"UP"
"PEO4_SNAI1_vs_GFP","RETREG1",-2.68158566441151,3.30812789601121e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","FAM184A",-2.3830426504714,9.32419503347202e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","DAPK1",2.34478427090068,1.92315694450803e-05,"UP"
"PEO4_SNAI1_vs_GFP","DHRS2",-4.75187193490592,0,"DOWN"
"PEO4_SNAI1_vs_GFP","LIPH",-2.92482931813413,1.16341393563797e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","MIR503HG",2.80250514849041,7.4803648457677e-06,"UP"
"PEO4_SNAI1_vs_GFP","HLA-DPB1",1.99166680913455,0.0195447636405646,"UP"
"PEO4_SNAI1_vs_GFP","SYK",-3.37814312867646,1.73158291968633e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","ZNF423",6.279029637817,5.64995595028786e-05,"UP"
"PEO4_SNAI1_vs_GFP","ZNF431",1.7884446217663,0.0241949219947562,"UP"
"PEO4_SNAI1_vs_GFP","DUXAP8",6.1896113390823,0.000122063556208938,"UP"
"PEO4_SNAI1_vs_GFP","TYMP",-3.07423824782066,5.16171824129426e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","IL1RAPL1",2.49237849943022,0.0423916315242234,"UP"
"PEO4_SNAI1_vs_GFP","C15orf48",-3.62421997193015,7.92377432383664e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","COCH",-2.52627306003665,1.15924595622296e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","HOXB9",3.82370483373226,0.00562262456943757,"UP"
"PEO4_SNAI1_vs_GFP","LUARIS",3.09138702089527,0.00316756556319375,"UP"
"PEO4_SNAI1_vs_GFP","CPEB3",-2.31529050036073,5.31152082181814e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","SLCO4C1",-3.12602649465316,1.71045328377163e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","NAT8L",-2.81072933995965,1.87416191369957e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","SIM1",6.74100788824858,6.67254537892969e-07,"UP"
"PEO4_SNAI1_vs_GFP","LINC00452",2.60692240646752,5.60245884584998e-05,"UP"
"PEO4_SNAI1_vs_GFP","KIF6",-1.87056741218681,0.00966301545566256,"DOWN"
"PEO4_SNAI1_vs_GFP","SGPP2",-2.69997222003847,4.32610145437484e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","DENND1C",-2.08744174090765,0.00573653879472811,"DOWN"
"PEO4_SNAI1_vs_GFP","ANKRD13B",-1.95449300966889,0.00666108576913333,"DOWN"
"PEO4_SNAI1_vs_GFP","COL9A3",3.05010605308636,4.36496190239768e-07,"UP"
"PEO4_SNAI1_vs_GFP","BTBD11",-2.04088821996723,0.00378004888738348,"DOWN"
"PEO4_SNAI1_vs_GFP","S100A3",2.97658413912581,0.000772258761070631,"UP"
"PEO4_SNAI1_vs_GFP","DCHS2",-2.32650400584616,0.000326406473701369,"DOWN"
"PEO4_SNAI1_vs_GFP","COL8A1",2.65083930876988,1.97996144884368e-07,"UP"
"PEO4_SNAI1_vs_GFP","CABP7",-1.96839259917352,0.0143349024636697,"DOWN"
"PEO4_SNAI1_vs_GFP","EREG",-2.98583509819421,7.47278189107983e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","MX1",-4.94652774430476,0,"DOWN"
"PEO4_SNAI1_vs_GFP","BGN",3.88637209079605,0,"UP"
"PEO4_SNAI1_vs_GFP","BST2",-4.06850007056845,0,"DOWN"
"PEO4_SNAI1_vs_GFP","NMB",-1.77341301930788,0.0285335913290522,"DOWN"
"PEO4_SNAI1_vs_GFP","SH3YL1",-2.09301067972355,0.000443982311268214,"DOWN"
"PEO4_SNAI1_vs_GFP","PRRX2",2.9853436175905,0.00810478970996971,"UP"
"PEO4_SNAI1_vs_GFP","GPC4",2.7866247226966,3.48640011563985e-08,"UP"
"PEO4_SNAI1_vs_GFP","C1QL1",2.96866595593655,1.31869930508168e-09,"UP"
"PEO4_SNAI1_vs_GFP","JAG2",-2.21283054119562,8.71560963162671e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","SHC4",3.32045083667414,0.000110640493224041,"UP"
"PEO4_SNAI1_vs_GFP","LINC01106",-2.27614569036779,0.000371019254900498,"DOWN"
"PEO4_SNAI1_vs_GFP","CNN1",4.74050331323285,9.55373822018313e-09,"UP"
"PEO4_SNAI1_vs_GFP","OXGR1",-2.54289068226205,1.95328414658577e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","UGT2B7",-3.49600210348273,5.25717411990088e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","BMP5",3.51970710936492,3.85256846857378e-08,"UP"
"PEO4_SNAI1_vs_GFP","SCG3",3.3854596961494,0.000619232510489876,"UP"
"PEO4_SNAI1_vs_GFP","HHLA3-AS1",7.16026950904018,5.79426050096548e-09,"UP"
"PEO4_SNAI1_vs_GFP","SLC44A4",-4.02738304885553,0,"DOWN"
"PEO4_SNAI1_vs_GFP","TMEM170B",-1.93658627284802,0.00449586571206096,"DOWN"
"PEO4_SNAI1_vs_GFP","LARGE2",-2.6147601346358,1.23256053526659e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","PPP2R2C",-3.22436315511902,6.86103771718179e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","XAF1",-2.70277554888445,9.58269527710985e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","PALM",2.31087606253888,0.000244383244960624,"UP"
"PEO4_SNAI1_vs_GFP","LINC01123",-2.01811674875126,0.00363072087756551,"DOWN"
"PEO4_SNAI1_vs_GFP","RUNX1T1",3.75555584839652,2.54472640269365e-06,"UP"
"PEO4_SNAI1_vs_GFP","LIX1",6.48958088777183,0,"UP"
"PEO4_SNAI1_vs_GFP","KCNC3",2.3824368734389,0.0038799731296064,"UP"
"PEO4_SNAI1_vs_GFP","TPM1",2.11156739573149,0.000463250268326507,"UP"
"PEO4_SNAI1_vs_GFP","TBC1D4",-1.8650890084379,0.00856006922107797,"DOWN"
"PEO4_SNAI1_vs_GFP","ARHGEF37",-1.97115101473654,0.0100286198094782,"DOWN"
"PEO4_SNAI1_vs_GFP","GRAMD1C",-2.24731524134072,8.50758447859402e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","SERPINB2",3.21461315751204,6.50813625697452e-07,"UP"
"PEO4_SNAI1_vs_GFP","DBP",-2.12895021296437,0.000352828530283571,"DOWN"
"PEO4_SNAI1_vs_GFP","EID3",1.95180595163023,0.0119848193639269,"UP"
"PEO4_SNAI1_vs_GFP","RP11-1334A24.5",2.42679428253634,0.012491204901779,"UP"
"PEO4_SNAI1_vs_GFP","KRT15",-3.34930864710839,6.34825203676888e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","CNIH2",1.88830014973944,0.032905764490839,"UP"
"PEO4_SNAI1_vs_GFP","TCF7L1",1.98902445101697,0.00221383507677913,"UP"
"PEO4_SNAI1_vs_GFP","LRRTM1",2.39699638214601,6.8267406002918e-05,"UP"
"PEO4_SNAI1_vs_GFP","TMEM236",2.98880751918745,0.000193598613506427,"UP"
"PEO4_SNAI1_vs_GFP","APOE",3.00717412136659,5.01133624653236e-09,"UP"
"PEO4_SNAI1_vs_GFP","TNFSF10",-3.19882812333307,2.15498937130774e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","CYRIA",-1.91878325503596,0.0122661844201019,"DOWN"
"PEO4_SNAI1_vs_GFP","BMP8B",-2.38963694997162,3.94246545534148e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","KRT23",-2.59841227539066,4.36496190239768e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","RUBCNL",2.49073447921877,0.000132258508495682,"UP"
"PEO4_SNAI1_vs_GFP","NR3C2",2.05438055161124,0.0332729990105599,"UP"
"PEO4_SNAI1_vs_GFP","FBXO32",-3.33138443395119,4.77342392847556e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","NAV3",1.92776703798968,0.0224850969998071,"UP"
"PEO4_SNAI1_vs_GFP","GPR162",2.32318455797174,0.00846445067461711,"UP"
"PEO4_SNAI1_vs_GFP","ECM1",2.8700070232025,5.4306986811335e-07,"UP"
"PEO4_SNAI1_vs_GFP","TBX2",3.52043064316415,1.42762013897416e-06,"UP"
"PEO4_SNAI1_vs_GFP","HPCAL4",3.01877020083721,2.92627528815416e-05,"UP"
"PEO4_SNAI1_vs_GFP","RSAD2",-2.96421201802165,6.5671370356703e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","WNT7A",5.22585265426991,0,"UP"
"PEO4_SNAI1_vs_GFP","MYO5C",-2.69654602894027,6.95923703129639e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC01111",3.70780453110203,3.54642717947793e-07,"UP"
"PEO4_SNAI1_vs_GFP","DLX1",1.79023088154205,0.0275172622661251,"UP"
"PEO4_SNAI1_vs_GFP","RAB27B",-2.23358950148546,0.000128939062822768,"DOWN"
"PEO4_SNAI1_vs_GFP","MMP3",5.56971562458508,0,"UP"
"PEO4_SNAI1_vs_GFP","RP11-174O3.3",2.88657683079048,7.621240702669e-05,"UP"
"PEO4_SNAI1_vs_GFP","BMP4",5.89460950725067,0,"UP"
"PEO4_SNAI1_vs_GFP","RP11-51F16.1",3.55721178531883,3.69229607976923e-07,"UP"
"PEO4_SNAI1_vs_GFP","GUCY1A2",3.33778599759297,5.96963273622982e-12,"UP"
"PEO4_SNAI1_vs_GFP","RP11-1151B14.4",3.9860020803539,1.71045328377163e-08,"UP"
"PEO4_SNAI1_vs_GFP","MFSD6",-2.64903228700879,1.50886738065363e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","ZEB1",3.70482626216288,1.20240588016762e-07,"UP"
"PEO4_SNAI1_vs_GFP","IRX3",-4.29158568774323,0,"DOWN"
"PEO4_SNAI1_vs_GFP","USP2",-1.84656774576061,0.0172134896262576,"DOWN"
"PEO4_SNAI1_vs_GFP","SERPINE1",3.12265721614617,2.4396573650165e-10,"UP"
"PEO4_SNAI1_vs_GFP","INSIG1",-2.33038035241301,1.68382357017231e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC2A12",-2.65156721759318,3.61227521661925e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","KLHL14",-3.17788496317809,1.60346030747399e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","CHST2",2.91236232015039,5.84523162954006e-07,"UP"
"PEO4_SNAI1_vs_GFP","TSTD1",-1.82267718631934,0.0188960308614383,"DOWN"
"PEO4_SNAI1_vs_GFP","DBNDD2",-3.13369696123605,1.27791576262769e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","NPTXR",3.28051834369885,8.35084235998526e-08,"UP"
"PEO4_SNAI1_vs_GFP","HOXA7",2.86275801291898,2.37637701223035e-05,"UP"
"PEO4_SNAI1_vs_GFP","LAYN",1.76830564752246,0.0288507471311817,"UP"
"PEO4_SNAI1_vs_GFP","ARID5B",2.1397073059744,0.000327485595712247,"UP"
"PEO4_SNAI1_vs_GFP","C11orf80",-1.97061251174509,0.00344591677030612,"DOWN"
"PEO4_SNAI1_vs_GFP","PRSS35",2.08969092215217,0.00621308460206126,"UP"
"PEO4_SNAI1_vs_GFP","RNF152",-2.53716733090593,1.42081645079928e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","RAMP2",2.1786440141472,0.00218047436653504,"UP"
"PEO4_SNAI1_vs_GFP","IL32",1.92324705331194,0.0476200934052978,"UP"
"PEO4_SNAI1_vs_GFP","STK32B",2.09380828586666,0.00384665162611538,"UP"
"PEO4_SNAI1_vs_GFP","KCNK6",-2.53468836757547,9.76307670386312e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","FOXQ1",2.07948065224098,0.00834530370952408,"UP"
"PEO4_SNAI1_vs_GFP","GRHL1",-2.44882364051665,6.2647429461725e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","CD68",-1.78215711528547,0.0228585866950132,"DOWN"
"PEO4_SNAI1_vs_GFP","PCDH9",2.75429948604187,1.22907162107577e-05,"UP"
"PEO4_SNAI1_vs_GFP","FOXL2",2.03339727014811,0.0206817785463752,"UP"
"PEO4_SNAI1_vs_GFP","DLX3",2.78801872798701,4.54724751988165e-08,"UP"
"PEO4_SNAI1_vs_GFP","DMD",-2.12347778852858,0.000515727049748571,"DOWN"
"PEO4_SNAI1_vs_GFP","GREB1",-3.81844837811617,0,"DOWN"
"PEO4_SNAI1_vs_GFP","PLEKHA2",-1.87292923404739,0.0074119761441761,"DOWN"
"PEO4_SNAI1_vs_GFP","DPP4",2.05395497595869,0.00111446538701316,"UP"
"PEO4_SNAI1_vs_GFP","SCN4B",3.01548778160829,1.11293542054398e-06,"UP"
"PEO4_SNAI1_vs_GFP","SQOR",-3.11226835596629,9.39873577738511e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","CHN1",-1.84403477293338,0.0131528033373355,"DOWN"
"PEO4_SNAI1_vs_GFP","SYT7",-2.14566832981769,0.00023321076270244,"DOWN"
"PEO4_SNAI1_vs_GFP","LMTK3",-1.73835319613626,0.0465529325916209,"DOWN"
"PEO4_SNAI1_vs_GFP","DACT3",2.3413849670299,0.000577943016094155,"UP"
"PEO4_SNAI1_vs_GFP","FGF1",1.94862722801488,0.0280519488467411,"UP"
"PEO4_SNAI1_vs_GFP","SERTAD4",2.68680624237623,1.94492281994305e-07,"UP"
"PEO4_SNAI1_vs_GFP","TSPAN15",-3.67417660128395,0,"DOWN"
"PEO4_SNAI1_vs_GFP","HES1",-2.0301605515899,0.00132287409914924,"DOWN"
"PEO4_SNAI1_vs_GFP","NEXN",3.48694256591556,1.64660564268527e-10,"UP"
"PEO4_SNAI1_vs_GFP","TM7SF2",-3.44534104020373,1.9802413677082e-13,"DOWN"
"PEO4_SNAI1_vs_GFP","GUCY1B1",2.00350116101908,0.00490453658167599,"UP"
"PEO4_SNAI1_vs_GFP","TCEAL5",2.24796489880661,0.0003532518880663,"UP"
"PEO4_SNAI1_vs_GFP","ACTC1",6.55261500531029,0,"UP"
"PEO4_SNAI1_vs_GFP","KAZN",-2.06963502532969,0.000691775124726568,"DOWN"
"PEO4_SNAI1_vs_GFP","RAMP1",-3.03119381028889,2.10525389337357e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","GCNT1",-1.78260861435014,0.0224190436353198,"DOWN"
"PEO4_SNAI1_vs_GFP","F2R",2.92082263843681,2.41197455666734e-09,"UP"
"PEO4_SNAI1_vs_GFP","NID1",3.25794013354367,2.16302152877387e-09,"UP"
"PEO4_SNAI1_vs_GFP","MAPK13",-2.19310074474461,0.000117548459566517,"DOWN"
"PEO4_SNAI1_vs_GFP","METTL7A",-2.0758238599625,0.000689919899257259,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC4A8",2.1673024298028,0.000243968874142139,"UP"
"PEO4_SNAI1_vs_GFP","PAPSS2",1.92137057394903,0.00600532890146189,"UP"
"PEO4_SNAI1_vs_GFP","GLB1L2",-1.81842254449294,0.0159162698456054,"DOWN"
"PEO4_SNAI1_vs_GFP","OTUB2",-1.80401695446714,0.0181838166760107,"DOWN"
"PEO4_SNAI1_vs_GFP","PDZK1",-2.27207570580433,3.80074258533621e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","ARHGAP26",-3.02946072254936,2.52013009259721e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","SREBF2",-2.02476257955308,0.00110620030404395,"DOWN"
"PEO4_SNAI1_vs_GFP","COL4A2",3.32519250997897,1.32612897651919e-10,"UP"
"PEO4_SNAI1_vs_GFP","MSX2",2.99099789834238,1.34971040353464e-08,"UP"
"PEO4_SNAI1_vs_GFP","ANPEP",-1.9988402047916,0.00232033125607346,"DOWN"
"PEO4_SNAI1_vs_GFP","BMP2",2.66263962536806,3.8336233150611e-06,"UP"
"PEO4_SNAI1_vs_GFP","NDN",3.95582575904054,9.08963250751305e-13,"UP"
"PEO4_SNAI1_vs_GFP","SHE",3.19272466808271,7.72117900571814e-09,"UP"
"PEO4_SNAI1_vs_GFP","MFAP5",7.9536473855804,0,"UP"
"PEO4_SNAI1_vs_GFP","KRT19",-2.8289613857672,9.57646079434877e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","SUSD5",2.89923838325574,1.74215642731313e-07,"UP"
"PEO4_SNAI1_vs_GFP","IFITM1",-3.55891247236394,0,"DOWN"
"PEO4_SNAI1_vs_GFP","TLE4",1.99758621305178,0.00547393917270146,"UP"
"PEO4_SNAI1_vs_GFP","CLSTN2",1.85690485955748,0.0101779336024449,"UP"
"PEO4_SNAI1_vs_GFP","SCN8A",2.07347946000666,0.00068938238015228,"UP"
"PEO4_SNAI1_vs_GFP","ACP6",-1.86375991734159,0.00827205825845389,"DOWN"
"PEO4_SNAI1_vs_GFP","IL1R1",1.79915601278926,0.0380481153599604,"UP"
"PEO4_SNAI1_vs_GFP","SAMHD1",-2.54112352389177,7.02018813858111e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC9A7",-2.33581387742302,1.53549083262149e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","INHBB",2.91133778947985,1.02327446090249e-07,"UP"
"PEO4_SNAI1_vs_GFP","NNMT",2.41316017699576,1.34187841694194e-05,"UP"
"PEO4_SNAI1_vs_GFP","TLCD4",-2.00951169151153,0.0014204332721282,"DOWN"
"PEO4_SNAI1_vs_GFP","DLC1",2.57941273715562,6.53840961233054e-07,"UP"
"PEO4_SNAI1_vs_GFP","P3H2",2.0239723990041,0.00136432315893609,"UP"
"PEO4_SNAI1_vs_GFP","TMSB15A",2.55090559786831,6.07533264405288e-06,"UP"
"PEO4_SNAI1_vs_GFP","COL4A1",3.10050439842366,5.10557530848791e-09,"UP"
"PEO4_SNAI1_vs_GFP","TIMP3",3.57924287840764,0,"UP"
"PEO4_SNAI1_vs_GFP","CDH6",-3.79192033706717,0,"DOWN"
"PEO4_SNAI1_vs_GFP","SEMA7A",3.34020375678031,2.26222773846985e-12,"UP"
"PEO4_SNAI1_vs_GFP","KRT5",2.09031499781656,0.000723360727833358,"UP"
"PEO4_SNAI1_vs_GFP","SLC25A23",-1.99885383025149,0.00158514415091566,"DOWN"
"PEO4_SNAI1_vs_GFP","SFTA1P",2.0565814142617,0.00157870755919934,"UP"
"PEO4_SNAI1_vs_GFP","ADGRG1",-3.4748766396405,7.70093865219855e-14,"DOWN"
"PEO4_SNAI1_vs_GFP","RAB25",-2.10988435382466,0.0003532518880663,"DOWN"
"PEO4_SNAI1_vs_GFP","AJAP1",2.8455904622364,8.51704031487313e-09,"UP"
"PEO4_SNAI1_vs_GFP","LMCD1",2.75199622822338,6.66434523870671e-08,"UP"
"PEO4_SNAI1_vs_GFP","PLSCR1",-2.27377225033074,3.81294469337257e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","BAMBI",2.18521855966481,0.000323934508954038,"UP"
"PEO4_SNAI1_vs_GFP","LRP8",-1.73820693716541,0.03638796267234,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC66A3",-1.74125235585473,0.035384507017653,"DOWN"
"PEO4_SNAI1_vs_GFP","PTPRR",2.24733454112968,0.000122196639221734,"UP"
"PEO4_SNAI1_vs_GFP","TGIF2",-1.77027217769134,0.0254365654447351,"DOWN"
"PEO4_SNAI1_vs_GFP","DOCK11",1.99225105716646,0.00240324544558782,"UP"
"PEO4_SNAI1_vs_GFP","MBP",-2.22886774972403,7.04476236401607e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","PDPN",2.74650145924154,1.89976857670992e-07,"UP"
"PEO4_SNAI1_vs_GFP","DENND2A",3.36651343473499,2.89192896209621e-11,"UP"
