"comparison","gene","log2FC","padj","direction"
"PEO4_SNAI1_vs_GFP","SAMD12",-3.13753275766427,4.30506995940231e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","KCNC1",4.81552838527358,0,"UP"
"PEO4_SNAI1_vs_GFP","CXCL16",-2.24501293949777,7.74119709359664e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","GAS1",4.07722746936494,5.28064364722186e-14,"UP"
"PEO4_SNAI1_vs_GFP","SPTBN5",-2.52702851238388,4.46618327245581e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","MARCHF4",4.47314012047719,1.26015359763249e-13,"UP"
"PEO4_SNAI1_vs_GFP","AMPH",2.43227263133672,0.00537447985765665,"UP"
"PEO4_SNAI1_vs_GFP","GPR87",-2.26300169511435,0.000108056200759715,"DOWN"
"PEO4_SNAI1_vs_GFP","TLR4",2.82316330170135,0.00688546252512898,"UP"
"PEO4_SNAI1_vs_GFP","RP11-981G7.6",2.90820089832246,0.00670023953207002,"UP"
"PEO4_SNAI1_vs_GFP","KLF2",3.48921864218375,3.44000379526663e-08,"UP"
"PEO4_SNAI1_vs_GFP","DKK1",2.13551587229085,0.00255705177012984,"UP"
"PEO4_SNAI1_vs_GFP","LMO2",-2.17518172651333,0.0309096926136016,"DOWN"
"PEO4_SNAI1_vs_GFP","SYDE1",2.05439333092836,0.000920048224189481,"UP"
"PEO4_SNAI1_vs_GFP","DDIT4L",3.93605900277268,0,"UP"
"PEO4_SNAI1_vs_GFP","MALL",-1.77392729896963,0.0332301812371102,"DOWN"
"PEO4_SNAI1_vs_GFP","NOTCH3",-2.54257279204226,6.67254537892969e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","SORCS2",-2.52573291473192,7.42327359073375e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","TNNC1",2.50105637471662,2.1533796631556e-05,"UP"
"PEO4_SNAI1_vs_GFP","ITPRIPL1",4.32078353188307,0.00656863398676123,"UP"
"PEO4_SNAI1_vs_GFP","RP11-295K3.1",-1.94650278206067,0.0495960943201074,"DOWN"
"PEO4_SNAI1_vs_GFP","FZD8",-1.86416921964143,0.0143072883292908,"DOWN"
"PEO4_SNAI1_vs_GFP","AFF3",-5.26874806692095,0,"DOWN"
"PEO4_SNAI1_vs_GFP","SPRY4",2.15530378653945,0.00130601027640509,"UP"
"PEO4_SNAI1_vs_GFP","ERICH3",-3.98723628588178,6.20233821912833e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","CWH43",-4.16549826238248,7.16986524915099e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","CXCL14",6.40025187976305,2.91825043662261e-13,"UP"
"PEO4_SNAI1_vs_GFP","ELF3-AS1",-2.15673142130354,0.000372837557304355,"DOWN"
"PEO4_SNAI1_vs_GFP","SHISAL1",3.2447962612888,1.40493974958583e-07,"UP"
"PEO4_SNAI1_vs_GFP","SLC47A2",3.11672320740206,0.00247771176147352,"UP"
"PEO4_SNAI1_vs_GFP","SCNN1B",-9.93781213568455,0,"DOWN"
"PEO4_SNAI1_vs_GFP","RPL6P4",-6.75224880377593,4.20616166176763e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-221J22.2",-2.80827602913543,0.0081801850469914,"DOWN"
"PEO4_SNAI1_vs_GFP","OAS3",-3.4447416063916,1.26015359763249e-13,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC01444",3.69611337039418,0.0149190449011953,"UP"
"PEO4_SNAI1_vs_GFP","SYT11",2.12928868713753,0.000516848052723745,"UP"
"PEO4_SNAI1_vs_GFP","RASA4CP",-2.78054820402783,0.000157371555999008,"DOWN"
"PEO4_SNAI1_vs_GFP","GBP6",-3.5597290806536,0.00408970913921816,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC02582",6.14016306229633,0,"UP"
"PEO4_SNAI1_vs_GFP","ENC1",2.10250902154578,0.000625476955184482,"UP"
"PEO4_SNAI1_vs_GFP","RFPL4B",6.86114692086079,0,"UP"
"PEO4_SNAI1_vs_GFP","GAL",-2.29760106037758,0.000117548459566517,"DOWN"
"PEO4_SNAI1_vs_GFP","LTK",-2.91827521075472,3.85224005816944e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","CREB3L1",5.66109643127103,0.0062220478638207,"UP"
"PEO4_SNAI1_vs_GFP","SUCLA2-AS1",5.52644120872561,0.0145544361734114,"UP"
"PEO4_SNAI1_vs_GFP","GMPR",-2.63865441104384,2.01559737626308e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","ANKRD33B",2.90895886305796,2.61628727870312e-09,"UP"
"PEO4_SNAI1_vs_GFP","LINC02725",3.82492846391132,2.55614571913714e-07,"UP"
"PEO4_SNAI1_vs_GFP","ST14",-2.20405228787048,0.000130609662470667,"DOWN"
"PEO4_SNAI1_vs_GFP","LBH",2.41803325951684,6.45206133960084e-06,"UP"
"PEO4_SNAI1_vs_GFP","COL9A2",3.44532801504935,3.69760074324972e-07,"UP"
"PEO4_SNAI1_vs_GFP","CPNE7",-4.89153413405531,1.100712131425e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","TMCC3",-4.98304473789575,0,"DOWN"
"PEO4_SNAI1_vs_GFP","ABCA3",-3.85024113481098,5.28064364722186e-14,"DOWN"
"PEO4_SNAI1_vs_GFP","COL12A1",2.98788940151031,6.69719672044859e-10,"UP"
"PEO4_SNAI1_vs_GFP","IL7R",2.27519013713234,7.95778168212002e-05,"UP"
"PEO4_SNAI1_vs_GFP","LIMD2",2.04520456667812,0.00147528590335118,"UP"
"PEO4_SNAI1_vs_GFP","PPP1R16B",-2.00067733694707,0.00948270799138674,"DOWN"
"PEO4_SNAI1_vs_GFP","FBN2",1.94408804971975,0.0039993571620231,"UP"
"PEO4_SNAI1_vs_GFP","CH25H",-4.34214151551509,0.00565737351390414,"DOWN"
"PEO4_SNAI1_vs_GFP","FMN1",-2.45795222207354,2.46365808953604e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","MGP",-3.11751375536436,1.8141576259447e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","SGIP1",3.06877087881611,5.74461982367978e-09,"UP"
"PEO4_SNAI1_vs_GFP","CNTNAP1",2.07168720964027,0.00217695413106085,"UP"
"PEO4_SNAI1_vs_GFP","CALML3",-6.33596281278786,0,"DOWN"
"PEO4_SNAI1_vs_GFP","CALB1",3.94481022245144,7.70093865219855e-14,"UP"
"PEO4_SNAI1_vs_GFP","CMPK2",-2.26940440608911,4.21583315625821e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","IL11",2.12452387360121,0.0040167192330368,"UP"
"PEO4_SNAI1_vs_GFP","MXRA5",4.18225736586254,0.000248396013408667,"UP"
"PEO4_SNAI1_vs_GFP","FSCN2",-2.42349500521982,0.000416330069101694,"DOWN"
"PEO4_SNAI1_vs_GFP","APOA1",-2.31242308766768,0.00944384484397583,"DOWN"
"PEO4_SNAI1_vs_GFP","LASTR",-4.04704097490687,5.66154562461138e-08,"DOWN"
"PEO4_SNAI1_vs_GFP","S1PR1",3.40524775188463,1.90277917800858e-07,"UP"
"PEO4_SNAI1_vs_GFP","OLFM2",3.08364353398749,5.55431302479046e-06,"UP"
"PEO4_SNAI1_vs_GFP","GPR3",2.71785748579095,0.00338676373218129,"UP"
"PEO4_SNAI1_vs_GFP","POPDC3",-2.50624673839087,1.48868408751314e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","CTD-3193O13.12",2.90130408880222,0.0288507471311817,"UP"
"PEO4_SNAI1_vs_GFP","LINC01695",5.89771151857047,0.00120262840715376,"UP"
"PEO4_SNAI1_vs_GFP","ETV1",2.0749811133426,0.00091925078902384,"UP"
"PEO4_SNAI1_vs_GFP","RAMP2-AS1",2.29214697187824,0.00358378096240292,"UP"
"PEO4_SNAI1_vs_GFP","MAFB",2.99974246117941,0.00128193489556584,"UP"
"PEO4_SNAI1_vs_GFP","ITIH5",4.4883425526338,0,"UP"
"PEO4_SNAI1_vs_GFP","ADAMTSL3",-3.03952136104131,0.00205920609030255,"DOWN"
"PEO4_SNAI1_vs_GFP","TC2N",-1.85282899258077,0.00944384484397583,"DOWN"
"PEO4_SNAI1_vs_GFP","THBD",-3.34463628546127,7.44570754258283e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","MEX3B",2.9516395156984,4.05637654247309e-08,"UP"
"PEO4_SNAI1_vs_GFP","RP11-96D1.11",-2.45331132488513,5.49645408472125e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","SCUBE3",3.57212231917789,5.70775453045305e-12,"UP"
"PEO4_SNAI1_vs_GFP","NEXN-AS1",4.94690764120101,3.06265039231833e-05,"UP"
"PEO4_SNAI1_vs_GFP","IFI35",-1.83204355121559,0.0132175676246209,"DOWN"
"PEO4_SNAI1_vs_GFP","FGFR1",3.42112051507362,6.29017846213192e-13,"UP"
"PEO4_SNAI1_vs_GFP","HSPA12B",4.11013179385851,0.0288507471311817,"UP"
"PEO4_SNAI1_vs_GFP","SULT2B1",-2.96755243246169,3.99383663930445e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","LTBP1",2.72510669115578,5.83824130679335e-08,"UP"
"PEO4_SNAI1_vs_GFP","AC112229.1",-3.87237174891696,0.00393963699158164,"DOWN"
"PEO4_SNAI1_vs_GFP","AC062028.1",-4.57180995101347,4.77998138200745e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","PLCB1",-1.97277261218251,0.0084420906765387,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-27G14.5",6.18916562999567,0.000122196639221734,"UP"
"PEO4_SNAI1_vs_GFP","TNFAIP2",-2.23048147975888,8.56993603979934e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","KIAA0319",-3.70907283787566,0.000129529270866219,"DOWN"
"PEO4_SNAI1_vs_GFP","L3MBTL4",-1.80086437378946,0.0329849295237359,"DOWN"
"PEO4_SNAI1_vs_GFP","NRG4",-1.94357587604637,0.0403013572655199,"DOWN"
"PEO4_SNAI1_vs_GFP","TRPM8",-5.12072821147129,0,"DOWN"
"PEO4_SNAI1_vs_GFP","RP4-673D20.4",3.32657386373891,0.0253329495304777,"UP"
"PEO4_SNAI1_vs_GFP","OAS1",-4.0093803396455,0,"DOWN"
"PEO4_SNAI1_vs_GFP","SOX9-AS1",-3.19191192011632,0.0151760030553147,"DOWN"
"PEO4_SNAI1_vs_GFP","AC012123.1",-3.33130780431902,0.00473280685253128,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-469H8.6",-3.92256029377905,1.32163917183841e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","IFI44L",-4.43990496439643,0,"DOWN"
"PEO4_SNAI1_vs_GFP","PIPOX",-2.68214190419218,1.85875209053601e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","CTD-2006C1.13",-5.55656573542125,0.0102258242943165,"DOWN"
"PEO4_SNAI1_vs_GFP","TNFRSF10A-AS1",-3.52074105710096,1.15787692789969e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC02593",-2.58128494077656,0.00041068434400827,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC02574",-4.34179115741111,0.00538610446119655,"DOWN"
"PEO4_SNAI1_vs_GFP","FEZ1",2.59686371004505,0.00689268109837211,"UP"
"PEO4_SNAI1_vs_GFP","HUNK",2.69942293198884,8.35084235998526e-08,"UP"
"PEO4_SNAI1_vs_GFP","RP4-791K14.2",5.38381187446501,1.98470018933085e-11,"UP"
"PEO4_SNAI1_vs_GFP","EEF1A2",2.87088283569004,0.0218363899207,"UP"
"PEO4_SNAI1_vs_GFP","FAM3B",-4.69984659810781,0.000299696828199817,"DOWN"
"PEO4_SNAI1_vs_GFP","NALCN",-4.48686630674422,0.00183794920370012,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-2N1.2",-4.06309195083635,0.039886689053151,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC16A14",-1.96126089261911,0.0193363462506222,"DOWN"
"PEO4_SNAI1_vs_GFP","DCLK1",3.36487926230137,2.47157355397114e-05,"UP"
"PEO4_SNAI1_vs_GFP","STEAP4",-4.02447259683857,4.04389531362571e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","CST5",-6.40232458684198,1.457854807637e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","STK32A",-5.5679085054948,0.00953812425088167,"DOWN"
"PEO4_SNAI1_vs_GFP","NWD1",-5.5679085054948,0.00953812425088167,"DOWN"
"PEO4_SNAI1_vs_GFP","C2orf50",-4.14982187504566,0,"DOWN"
"PEO4_SNAI1_vs_GFP","SMAD6",1.78787770920577,0.0260884166252598,"UP"
"PEO4_SNAI1_vs_GFP","CRACR2B",-2.67981823020134,1.37894472693552e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","FGD2",-2.62531478618817,9.38360851475063e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","IL1RAP",2.94434396566383,1.43895371958433e-09,"UP"
"PEO4_SNAI1_vs_GFP","MACROD1",-1.83664486423964,0.0215979262085492,"DOWN"
"PEO4_SNAI1_vs_GFP","SIGIRR",-2.88829769125574,1.23470187937283e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","CD248",5.14293893409631,4.60808554141078e-09,"UP"
"PEO4_SNAI1_vs_GFP","HCN4",6.1009323309614,0.000248396013408667,"UP"
"PEO4_SNAI1_vs_GFP","FSCN1",1.90632911217598,0.00635612697066467,"UP"
"PEO4_SNAI1_vs_GFP","DACH1",6.4610941354424,0,"UP"
"PEO4_SNAI1_vs_GFP","TBX4",4.77874169355562,0.000151027632717658,"UP"
"PEO4_SNAI1_vs_GFP","LINC00957",-3.01442705787577,3.12157700392673e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","B4GALNT3",-2.00926929847332,0.00148465329996617,"DOWN"
"PEO4_SNAI1_vs_GFP","TMC5",-1.88192404571175,0.0146082129060583,"DOWN"
"PEO4_SNAI1_vs_GFP","FXYD6",2.31937009622712,7.47466632716404e-05,"UP"
"PEO4_SNAI1_vs_GFP","OLFML3",-2.11548102325447,0.000432597960659778,"DOWN"
"PEO4_SNAI1_vs_GFP","RARRES2",-1.8744849914961,0.00744808714681091,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-108M9.3",-3.5183316435405,0.0173630966372172,"DOWN"
"PEO4_SNAI1_vs_GFP","OLR1",6.23652377490027,8.16237542239199e-05,"UP"
"PEO4_SNAI1_vs_GFP","GPNMB",2.298324261615,6.04554051464288e-05,"UP"
"PEO4_SNAI1_vs_GFP","RNF144B",2.75311938252089,7.17606115591747e-08,"UP"
"PEO4_SNAI1_vs_GFP","ST8SIA1",4.70962370099977,1.43179682797765e-08,"UP"
"PEO4_SNAI1_vs_GFP","HAS3",-2.8022781758951,8.07283777922728e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC15A1",-4.98624874274313,2.047478348507e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","PPP1R1A",-5.30537712049112,6.61619125653757e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","SERPINA5",-4.95340708934089,2.794729725977e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","PPIL6",-3.17730917383094,0.00415372312320962,"DOWN"
"PEO4_SNAI1_vs_GFP","PXDN",3.21685869633549,1.31021449397679e-11,"UP"
"PEO4_SNAI1_vs_GFP","STATH",6.47458525615113,9.77830529671484e-06,"UP"
"PEO4_SNAI1_vs_GFP","PLCXD3",-3.80603987027508,4.28640835952125e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","FUT2",-2.7242236503438,0.00324666201100552,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-130F10.1",6.05274733965046,0.000364353938862044,"UP"
"PEO4_SNAI1_vs_GFP","SLFN5",-3.47212907377789,2.44489642879249e-12,"DOWN"
"PEO4_SNAI1_vs_GFP","HOXA1",3.08462778283636,0.00972833362760237,"UP"
"PEO4_SNAI1_vs_GFP","ANKRD22",-5.2883943268162,0,"DOWN"
"PEO4_SNAI1_vs_GFP","SEL1L3",-2.10221044320111,0.000409111524389396,"DOWN"
"PEO4_SNAI1_vs_GFP","NCCRP1",-4.19396880952148,0,"DOWN"
"PEO4_SNAI1_vs_GFP","CCKBR",-3.27776993229617,0.0380481153599604,"DOWN"
"PEO4_SNAI1_vs_GFP","BISPR",-3.73196663196269,0.000880432150240967,"DOWN"
"PEO4_SNAI1_vs_GFP","CRYL1",-2.28022111336416,0.0158773685477284,"DOWN"
"PEO4_SNAI1_vs_GFP","ACTG1P25",5.52644120872561,0.0145544361734114,"UP"
"PEO4_SNAI1_vs_GFP","RTL5",3.35391204186308,4.25447241539153e-11,"UP"
"PEO4_SNAI1_vs_GFP","JAM2",4.58835510925614,0.000788041004393205,"UP"
"PEO4_SNAI1_vs_GFP","OXTR",3.18797289835516,1.56787317392924e-09,"UP"
"PEO4_SNAI1_vs_GFP","C2orf15",-2.30163229658487,0.000191622755071006,"DOWN"
"PEO4_SNAI1_vs_GFP","ADGRL3",3.60431824779246,0.0293054769058204,"UP"
"PEO4_SNAI1_vs_GFP","GBP2",-2.19834025234239,0.000271639528404782,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-643A5.3",-2.30983694486426,0.0117949573906722,"DOWN"
"PEO4_SNAI1_vs_GFP","FRMD3",-2.80164368784132,3.66829721526981e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","MTUS2",-2.09077992167356,0.0100749306058302,"DOWN"
"PEO4_SNAI1_vs_GFP","FZD7",1.90713221794477,0.00664869636288886,"UP"
"PEO4_SNAI1_vs_GFP","ARHGAP6",2.68712526407528,0.00288534548060164,"UP"
"PEO4_SNAI1_vs_GFP","RP5-967N21.13",2.95257987713269,1.41813826983971e-08,"UP"
"PEO4_SNAI1_vs_GFP","LINC00472",2.27437513031425,0.000186276128195764,"UP"
"PEO4_SNAI1_vs_GFP","GLRB",-2.65431000558164,1.28702619653397e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","THBS1",1.88709962812818,0.00972833362760237,"UP"
"PEO4_SNAI1_vs_GFP","NOXO1",-3.28996829704635,0.0259399571256694,"DOWN"
"PEO4_SNAI1_vs_GFP","EFS",6.98661029214729,0,"UP"
"PEO4_SNAI1_vs_GFP","ALPG",3.51801743708734,0.0407414661686665,"UP"
"PEO4_SNAI1_vs_GFP","SLC1A1",-3.41381149104954,1.05418123783178e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","COBL",-3.8723108992902,0,"DOWN"
"PEO4_SNAI1_vs_GFP","SPINK6",6.39951305337953,1.9640563554811e-05,"UP"
"PEO4_SNAI1_vs_GFP","PRAL",-2.61618379384007,0.000216160764831444,"DOWN"
"PEO4_SNAI1_vs_GFP","SOWAHB",-2.63488543586772,0.000145959882880745,"DOWN"
"PEO4_SNAI1_vs_GFP","BBOX1",-5.01835942312809,1.49022404769447e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","PDE7B",-4.57586544594985,0.000875837518419041,"DOWN"
"PEO4_SNAI1_vs_GFP","KCNH8",-2.86011596946161,0.0247993641639722,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-1259L22.1",4.49499062354494,1.12299256582972e-05,"UP"
"PEO4_SNAI1_vs_GFP","FLRT2",2.68927729984978,3.24166791162852e-06,"UP"
"PEO4_SNAI1_vs_GFP","RDH5",-2.62536651490422,0.00353413150566841,"DOWN"
"PEO4_SNAI1_vs_GFP","ELL3",-3.1296822334318,3.72870813516963e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","UCHL1",-2.55175015667282,3.57090778144034e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","NMNAT2",3.49558531665558,7.70093865219855e-14,"UP"
"PEO4_SNAI1_vs_GFP","HS3ST1",-2.76779097692698,4.38121545514978e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","CDH11",4.70557360022828,0.000287566843974438,"UP"
"PEO4_SNAI1_vs_GFP","CNTNAP2",-3.38409542368688,2.32756138185857e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","PDGFRA",4.97333163189649,2.37637701223035e-05,"UP"
"PEO4_SNAI1_vs_GFP","C11orf52",-1.84389036133293,0.0439039027868703,"DOWN"
"PEO4_SNAI1_vs_GFP","NR4A3",2.45594099840442,0.000170633924434553,"UP"
"PEO4_SNAI1_vs_GFP","RNF227",2.04859661904929,0.00376817628614837,"UP"
"PEO4_SNAI1_vs_GFP","KANK4",-1.95660614893639,0.00694049547438992,"DOWN"
"PEO4_SNAI1_vs_GFP","TMEM154",-2.01267719543922,0.00153777371664271,"DOWN"
"PEO4_SNAI1_vs_GFP","CCN2",3.07085317337626,1.66372699892341e-10,"UP"
"PEO4_SNAI1_vs_GFP","PI3",3.10735029843197,1.55610312887277e-07,"UP"
"PEO4_SNAI1_vs_GFP","RP11-344B5.4",-2.54834723295923,0.000193129136912144,"DOWN"
"PEO4_SNAI1_vs_GFP","MAP6",2.39795315255979,0.000342833576234117,"UP"
"PEO4_SNAI1_vs_GFP","AC021218.2",-3.33130780431902,0.00473280685253128,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-118K6.5",-3.07774732566595,0.0374068054750645,"DOWN"
"PEO4_SNAI1_vs_GFP","RASEF",-3.67621551815918,3.82761492751855e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","TMPRSS11E",-3.57371169426526,5.45343432858983e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","AC007743.1",-3.64003781687137,1.118915881583e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","SYT2",4.66747743553582,1.53676635301477e-06,"UP"
"PEO4_SNAI1_vs_GFP","NFATC2",-2.26175609127434,0.00382560124146962,"DOWN"
"PEO4_SNAI1_vs_GFP","TGFB2",6.11776505323276,0,"UP"
"PEO4_SNAI1_vs_GFP","SAMD12-AS1",-4.32115086478181,6.66188802866577e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","CISH",-4.78439318399254,8.31701374437443e-13,"DOWN"
"PEO4_SNAI1_vs_GFP","RUNX2",2.68379508771405,1.56272917271623e-05,"UP"
"PEO4_SNAI1_vs_GFP","RP11-283G6.5",-3.90918280941976,0.00159885360802624,"DOWN"
"PEO4_SNAI1_vs_GFP","SPAAR",-1.95396392391723,0.00505292082644799,"DOWN"
"PEO4_SNAI1_vs_GFP","IFITM3",-1.9934775112914,0.00213711292979742,"DOWN"
"PEO4_SNAI1_vs_GFP","ZNF556",-2.96358294710354,4.54866770869988e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","TPM1-AS",3.31163740497377,0.00259510232859339,"UP"
"PEO4_SNAI1_vs_GFP","CRAT",-2.71354149604647,3.71822294285596e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-347C12.3",-3.37496136309909,1.55552322888409e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","ZNF521",3.18455561498661,2.57408227154192e-09,"UP"
"PEO4_SNAI1_vs_GFP","EPHB1",2.17828851877896,0.000243968874142139,"UP"
"PEO4_SNAI1_vs_GFP","COL11A1",5.37791175288985,0.0351840606860245,"UP"
"PEO4_SNAI1_vs_GFP","C22orf24",2.85865695866041,0.00256204639769812,"UP"
"PEO4_SNAI1_vs_GFP","SLAIN1",-2.34960200917821,6.06311642800028e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-1399P15.1",-4.3966141648616,7.36489781662547e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","FGF11",-2.68839916123724,0.0356582717214098,"DOWN"
"PEO4_SNAI1_vs_GFP","HEY2",-3.20160568561064,0.000157371555999008,"DOWN"
"PEO4_SNAI1_vs_GFP","PARM1",-2.98512764637009,1.85875209053601e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","PLCH1",-3.13483586203942,0.0066597172246608,"DOWN"
"PEO4_SNAI1_vs_GFP","KCNN3",-3.33742574266143,0.00103255570456231,"DOWN"
"PEO4_SNAI1_vs_GFP","AC093627.7",-3.4276716205111,0.00201924576169922,"DOWN"
"PEO4_SNAI1_vs_GFP","RAB38",-1.76167197082871,0.032905764490839,"DOWN"
"PEO4_SNAI1_vs_GFP","TCEAL2",2.60149073879262,1.51644829771935e-05,"UP"
"PEO4_SNAI1_vs_GFP","NRTN",-2.54351011998182,0.00401403406861437,"DOWN"
"PEO4_SNAI1_vs_GFP","CACNA1I",-3.02472233069527,3.31346689080125e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","HTRA3",6.14755985591006,0.000172106384856937,"UP"
"PEO4_SNAI1_vs_GFP","MB",-3.1607678818338,4.77998138200745e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","KRT6B",-5.86473021647926,4.16358707255463e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","C1orf226",-1.89032195557205,0.029823449699316,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC27A2",-5.05848459874624,9.95336929408062e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","HCN1",3.2968371085081,2.26894949519597e-05,"UP"
"PEO4_SNAI1_vs_GFP","SAMD11",-2.22461254837031,0.00415880997975536,"DOWN"
"PEO4_SNAI1_vs_GFP","MGAT4A",-3.04227730408188,3.31903121682469e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","CTD-2396E7.11",-2.47164651902222,0.000691775124726568,"DOWN"
"PEO4_SNAI1_vs_GFP","ADGRF4",-3.33734987054447,1.39226810080828e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","IQANK1",-1.8813906662046,0.00715103008140853,"DOWN"
"PEO4_SNAI1_vs_GFP","AZGP1",-4.26180011628958,4.97599112911291e-13,"DOWN"
"PEO4_SNAI1_vs_GFP","CKMT1A",5.69665207787103,0.00493410611400096,"UP"
"PEO4_SNAI1_vs_GFP","CTD-3162L10.5",4.91480615132937,4.20369645071057e-05,"UP"
"PEO4_SNAI1_vs_GFP","C4B",-3.56606129462981,2.02000461437178e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","ZNF578",2.88663318934823,0.029823449699316,"UP"
"PEO4_SNAI1_vs_GFP","ME3",-2.32246032390076,5.07185876452052e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","CEMIP",-2.12310625724255,0.000868217096952939,"DOWN"
"PEO4_SNAI1_vs_GFP","DEPTOR",-5.5418581878119,0,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-434E6.4",-2.85872480235458,0.0107890827158484,"DOWN"
"PEO4_SNAI1_vs_GFP","FAM110C",-1.77539611268312,0.0318776744824973,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC01733",2.97658413912581,0.000772258761070631,"UP"
"PEO4_SNAI1_vs_GFP","FOXE1",6.26673499546546,2.35428695938642e-12,"UP"
"PEO4_SNAI1_vs_GFP","ENTPD3",-3.44764882189813,1.74091635435512e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","RALGPS1",-2.01685247403219,0.00434225286603393,"DOWN"
"PEO4_SNAI1_vs_GFP","CALML3-AS1",-6.67859482331904,0,"DOWN"
"PEO4_SNAI1_vs_GFP","AQP1",4.79681267219172,0,"UP"
"PEO4_SNAI1_vs_GFP","EHF",-3.71533054731973,1.9926657759488e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","EMILIN3",3.18051836448431,0.00157448167575915,"UP"
"PEO4_SNAI1_vs_GFP","SPSB4",5.78424942556719,0.00272408317872748,"UP"
"PEO4_SNAI1_vs_GFP","RP13-766D20.2",-2.62075613518439,0.0423453042106617,"DOWN"
"PEO4_SNAI1_vs_GFP","PDE1C",-2.61056852158203,2.68129510862886e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","NGF",6.80057826729076,3.57797831297031e-07,"UP"
"PEO4_SNAI1_vs_GFP","LINC01532",-2.30697939779721,0.0149190449011953,"DOWN"
