"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","comparison","direction","database"
"hsa00040","Pentose and glucuronate interconversions","2/181","23/6220",0.143250526181803,0.70311996301185,0.691918818208878,"51084/7364",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04514","Cell adhesion molecule (CAM) interaction","6/181","122/6220",0.144184933904747,0.70311996301185,0.691918818208878,"1365/1272/100506658/1001/1364/26047",6,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04623","Cytosolic DNA-sensing pathway","3/181","46/6220",0.148923655585378,0.70311996301185,0.691918818208878,"10622/3665/25939",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04664","Fc epsilon RI signaling pathway","3/181","46/6220",0.148923655585378,0.70311996301185,0.691918818208878,"5321/6850/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa01522","Endocrine resistance","4/181","71/6220",0.151355516000826,0.70311996301185,0.691918818208878,"4854/53358/3714/5603",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04933","AGE-RAGE signaling pathway in diabetic complications","4/181","71/6220",0.151355516000826,0.70311996301185,0.691918818208878,"7056/23236/183/5603",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05412","Arrhythmogenic right ventricular cardiomyopathy","4/181","71/6220",0.151355516000826,0.70311996301185,0.691918818208878,"3694/6641/1756/1824",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05165","Human papillomavirus infection","10/181","237/6220",0.151996286414895,0.70311996301185,0.691918818208878,"3694/4600/92359/4854/8325/23493/50855/4599/5522/3280",10,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05133","Pertussis","3/181","47/6220",0.155882367343947,0.70311996301185,0.691918818208878,"810/721/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04270","Vascular smooth muscle contraction","5/181","98/6220",0.1562488806693,0.70311996301185,0.691918818208878,"810/23236/5321/183/10267",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04970","Salivary secretion","4/181","73/6220",0.162438278739692,0.718582894085756,0.707135415030952,"362/810/23236/1473",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04917","Prolactin signaling pathway","3/181","50/6220",0.177335830144119,0.767544547868891,0.755317078765918,"1154/53358/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04662","B cell receptor signaling pathway","3/181","51/6220",0.184662113137387,0.767544547868891,0.755317078765918,"4773/6850/8519",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04710","Circadian rhythm","2/181","27/6220",0.184706379901241,0.767544547868891,0.755317078765918,"79365/1628",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04728","Dopaminergic synapse","5/181","104/6220",0.185269373623525,0.767544547868891,0.755317078765918,"810/23236/2903/5522/5603",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04713","Circadian entrainment","4/181","78/6220",0.191354813351262,0.768363173610453,0.75612266328272,"810/23236/8911/2903",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05410","Hypertrophic cardiomyopathy","4/181","78/6220",0.191354813351262,0.768363173610453,0.75612266328272,"3694/6641/183/1756",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04960","Aldosterone-regulated sodium reabsorption","2/181","28/6220",0.195330703988011,0.772444147588952,0.76013862476993,"6340/6338",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00860","Porphyrin metabolism","2/181","29/6220",0.206030015528259,0.78586755133182,0.773348185218649,"1356/7364",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00983","Drug metabolism - other enzymes","3/181","54/6220",0.207094872827003,0.78586755133182,0.773348185218649,"4832/1890/7364",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04971","Gastric acid secretion","3/181","55/6220",0.21470711993542,0.78586755133182,0.773348185218649,"810/23236/887",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05414","Dilated cardiomyopathy","4/181","82/6220",0.215569949020071,0.78586755133182,0.773348185218649,"3694/6641/183/1756",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00260","Glycine, serine and threonine metabolism","2/181","30/6220",0.216791048643261,0.78586755133182,0.773348185218649,"2731/51268",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04975","Fat digestion and absorption","2/181","30/6220",0.216791048643261,0.78586755133182,0.773348185218649,"949/335",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04911","Insulin secretion","3/181","56/6220",0.222378541959001,0.795079444538347,0.782413327152074,"23236/3782/3767",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04670","Leukocyte transendothelial migration","4/181","84/6220",0.227983489975461,0.804103930859396,0.791294047709993,"1365/100506658/1364/5603",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04060","Cytokine-cytokine receptor interaction","7/181","172/6220",0.234248936585142,0.815186299316294,0.802199867042451,"11009/3624/6376/58191/8797/8743/656",7,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00051","Fructose and mannose metabolism","2/181","32/6220",0.23844868993187,0.818883000950237,0.805837677886097,"2203/3795",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04072","Phospholipase D signaling pathway","5/181","115/6220",0.242919906507655,0.823403838941533,0.810286496074749,"23236/53358/5321/183/6850",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00910","Nitrogen metabolism","1/181","10/6220",0.255864231870162,0.838457652226506,0.825100492612493,"771",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00920","Sulfur metabolism","1/181","10/6220",0.255864231870162,0.838457652226506,0.825100492612493,"58472",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04934","Cushing syndrome","5/181","118/6220",0.259432465354173,0.838457652226506,0.825100492612493,"949/8325/23236/8911/183",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00512","Mucin type O-glycan biosynthesis","2/181","34/6220",0.260210995518571,0.838457652226506,0.825100492612493,"10610/2650",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04913","Ovarian steroidogenesis","2/181","36/6220",0.281995202642917,0.879967780183089,0.865949338030545,"949/5321",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04961","Endocrine and other factor-regulated calcium reabsorption","2/181","36/6220",0.281995202642917,0.879967780183089,0.865949338030545,"624/23236",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04611","Platelet activation","4/181","93/6220",0.285759154940329,0.879967780183089,0.865949338030545,"23236/5321/6850/5603",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04622","RIG-I-like receptor signaling pathway","2/181","37/6220",0.292872152262519,0.879967780183089,0.865949338030545,"3665/5603",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04148","Efferocytosis","5/181","124/6220",0.293198641259368,0.879967780183089,0.865949338030545,"6376/9023/4773/64284/5603",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04012","ErbB signaling pathway","3/181","65/6220",0.293322593394363,0.879967780183089,0.865949338030545,"145957/53358/2069",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04724","Glutamatergic synapse","4/181","96/6220",0.305512814915794,0.906123235147981,0.89168812008916,"23236/6505/2903/5321",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04080","Neuroactive ligand-receptor interaction","9/181","252/6220",0.311887614141564,0.91193817578833,0.89741042505486,"5724/624/1143/51083/887/2743/2903/183/4828",9,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00513","Various types of N-glycan biosynthesis","2/181","39/6220",0.314553625086117,0.91193817578833,0.89741042505486,"283358/11320",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00430","Taurine and hypotaurine metabolism","1/181","13/6220",0.31906300344768,0.91193817578833,0.89741042505486,"124975",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05167","Kaposi sarcoma-associated herpesvirus infection","5/181","129/6220",0.321898595300574,0.91193817578833,0.89741042505486,"3665/810/4773/6850/5603",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05416","Viral myocarditis","2/181","40/6220",0.325342775566446,0.91193817578833,0.89741042505486,"6641/1756",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04015","Rap1 signaling pathway","6/181","162/6220",0.33252073529767,0.91193817578833,0.89741042505486,"2250/810/23236/50855/2903/5603",6,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00480","Glutathione metabolism","2/181","41/6220",0.336088056793308,0.91193817578833,0.89741042505486,"124975/290",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00120","Primary bile acid biosynthesis","1/181","14/6220",0.338919551921333,0.91193817578833,0.89741042505486,"9023",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/181","14/6220",0.338919551921333,0.91193817578833,0.89741042505486,"2524",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04979","Cholesterol metabolism","2/181","42/6220",0.346782907019106,0.914859010151559,0.900284728683123,"949/335",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05152","Tuberculosis","4/181","103/6220",0.352064715060533,0.914859010151559,0.900284728683123,"1509/810/6850/5603",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00310","Lysine degradation","2/181","43/6220",0.357421179224933,0.914859010151559,0.900284728683123,"51268/8424",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04922","Glucagon signaling pathway","3/181","73/6220",0.357551108300477,0.914859010151559,0.900284728683123,"2203/810/23236",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04068","FoxO signaling pathway","4/181","104/6220",0.358736528718014,0.914859010151559,0.900284728683123,"100533105/8743/114907/5603",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00053","Ascorbate and aldarate metabolism","1/181","16/6220",0.376921493643412,0.914859010151559,0.900284728683123,"7364",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00785","Lipoic acid metabolism","1/181","16/6220",0.376921493643412,0.914859010151559,0.900284728683123,"2731",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04980","Cobalamin transport and metabolism","1/181","16/6220",0.376921493643412,0.914859010151559,0.900284728683123,"6947",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04916","Melanogenesis","3/181","77/6220",0.389465750501006,0.914859010151559,0.900284728683123,"8325/810/23236",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00770","Pantothenate and CoA biosynthesis","1/181","17/6220",0.395099638332409,0.914859010151559,0.900284728683123,"8875",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04950","Maturity onset diabetes of the young","1/181","17/6220",0.395099638332409,0.914859010151559,0.900284728683123,"3280",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04936","Alcoholic liver disease","3/181","78/6220",0.397390187986996,0.914859010151559,0.900284728683123,"6319/721/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04360","Axon guidance","5/181","142/6220",0.397561503953499,0.914859010151559,0.900284728683123,"90249/2048/22885/4773/50855",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04820","Cytoskeleton in muscle cells","6/181","175/6220",0.40063502318861,0.914859010151559,0.900284728683123,"3694/6712/51332/6641/1756/1824",6,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05163","Human cytomegalovirus infection","5/181","143/6220",0.403384363252315,0.914859010151559,0.900284728683123,"6376/810/23236/4773/5603",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04931","Insulin resistance","3/181","79/6220",0.405287463268026,0.914859010151559,0.900284728683123,"11001/183/9882",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05231","Choline metabolism in cancer","3/181","79/6220",0.405287463268026,0.914859010151559,0.900284728683123,"6581/5321/80736",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04730","Long-term depression","2/181","49/6220",0.419766217997347,0.914859010151559,0.900284728683123,"23236/5321",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04380","Osteoclast differentiation","3/181","81/6220",0.420990359324893,0.914859010151559,0.900284728683123,"4773/6850/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05170","Human immunodeficiency virus 1 infection","5/181","147/6220",0.426604785229265,0.914859010151559,0.900284728683123,"810/4773/684/5603/25939",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04062","Chemokine signaling pathway","4/181","115/6220",0.4316808356635,0.914859010151559,0.900284728683123,"6376/58191/23236/53358",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04722","Neurotrophin signaling pathway","3/181","83/6220",0.43655505341774,0.914859010151559,0.900284728683123,"810/53358/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05415","Diabetic cardiomyopathy","5/181","149/6220",0.438156326594761,0.914859010151559,0.900284728683123,"1509/23236/183/9882/5603",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04660","T cell receptor signaling pathway","3/181","84/6220",0.444279926137824,0.914859010151559,0.900284728683123,"4773/5522/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00515","Mannose type O-glycan biosynthesis","1/181","20/6220",0.446529549089464,0.914859010151559,0.900284728683123,"120071",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","1/181","20/6220",0.446529549089464,0.914859010151559,0.900284728683123,"9957",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04744","Phototransduction","1/181","20/6220",0.446529549089464,0.914859010151559,0.900284728683123,"810",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04620","Toll-like receptor signaling pathway","2/181","52/6220",0.449788205008277,0.914859010151559,0.900284728683123,"3665/5603",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05031","Amphetamine addiction","2/181","52/6220",0.449788205008277,0.914859010151559,0.900284728683123,"810/2903",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05214","Glioma","2/181","52/6220",0.449788205008277,0.914859010151559,0.900284728683123,"810/53358",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04919","Thyroid hormone signaling pathway","3/181","85/6220",0.451963652924096,0.914859010151559,0.900284728683123,"4854/23236/9882",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04921","Oxytocin signaling pathway","4/181","119/6220",0.457732742653105,0.914859010151559,0.900284728683123,"810/23236/4773/5321",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05034","Alcoholism","4/181","119/6220",0.457732742653105,0.914859010151559,0.900284728683123,"3177/810/53358/2903",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00592","alpha-Linolenic acid metabolism","1/181","21/6220",0.462687315478949,0.914859010151559,0.900284728683123,"5321",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00650","Butanoate metabolism","1/181","21/6220",0.462687315478949,0.914859010151559,0.900284728683123,"54511",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04976","Bile secretion","2/181","54/6220",0.469313396125872,0.916921282162109,0.902314147398889,"949/7364",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00591","Linoleic acid metabolism","1/181","22/6220",0.478375909751946,0.916921282162109,0.902314147398889,"5321",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04940","Type I diabetes mellitus","1/181","22/6220",0.478375909751946,0.916921282162109,0.902314147398889,"3382",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04082","Neuroactive ligand signaling","5/181","158/6220",0.489391518839117,0.916921282162109,0.902314147398889,"1143/23236/2743/6505/2903",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04350","TGF-beta signaling pathway","3/181","91/6220",0.497095412526198,0.916921282162109,0.902314147398889,"3624/656/60436",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","2/181","58/6220",0.507099595088608,0.916921282162109,0.902314147398889,"4773/5603",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04150","mTOR signaling pathway","4/181","127/6220",0.50854571273253,0.916921282162109,0.902314147398889,"8325/64798/220441/54541",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05206","MicroRNAs in cancer","4/181","127/6220",0.50854571273253,0.916921282162109,0.902314147398889,"1591/4854/6768/54541",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04935","Growth hormone synthesis, secretion and action","3/181","93/6220",0.511728973715669,0.916921282162109,0.902314147398889,"23236/53358/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04151","PI3K-Akt signaling pathway","8/181","267/6220",0.518440054309005,0.916921282162109,0.902314147398889,"3694/2250/4902/100533105/6850/2069/5522/54541",8,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04926","Relaxin signaling pathway","3/181","94/6220",0.518962105674703,0.916921282162109,0.902314147398889,"23236/53358/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00030","Pentose phosphate pathway","1/181","25/6220",0.52276022323273,0.916921282162109,0.902314147398889,"2203",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00630","Glyoxylate and dicarboxylate metabolism","1/181","25/6220",0.52276022323273,0.916921282162109,0.902314147398889,"2731",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa01040","Biosynthesis of unsaturated fatty acids","1/181","25/6220",0.52276022323273,0.916921282162109,0.902314147398889,"6319",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00562","Inositol phosphate metabolism","2/181","60/6220",0.525330460503742,0.916921282162109,0.902314147398889,"23236/23007",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa01200","Carbon metabolism","3/181","96/6220",0.533254674487097,0.916921282162109,0.902314147398889,"2731/2203/10873",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04152","AMPK signaling pathway","3/181","96/6220",0.533254674487097,0.916921282162109,0.902314147398889,"2203/6319/5522",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04217","Necroptosis","3/181","96/6220",0.533254674487097,0.916921282162109,0.902314147398889,"5321/8797/8743",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04022","cGMP-PKG signaling pathway","4/181","132/6220",0.539214393781,0.916921282162109,0.902314147398889,"624/810/23236/4773",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04114","Oocyte meiosis","3/181","97/6220",0.540311769854874,0.916921282162109,0.902314147398889,"810/22849/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04659","Th17 cell differentiation","2/181","62/6220",0.543104854243382,0.916921282162109,0.902314147398889,"4773/5603",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa03020","RNA polymerase","1/181","27/6220",0.550242152508822,0.916921282162109,0.902314147398889,"10622",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05322","Systemic lupus erythematosus","2/181","63/6220",0.551818325079414,0.916921282162109,0.902314147398889,"721/2903",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04014","Ras signaling pathway","5/181","171/6220",0.560203201795047,0.916921282162109,0.902314147398889,"2250/810/53358/2903/5321",5,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04390","Hippo signaling pathway","4/181","136/6220",0.563047258880329,0.916921282162109,0.902314147398889,"8325/50855/5522/656",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04392","Hippo signaling pathway - multiple species","1/181","28/6220",0.563387020972556,0.916921282162109,0.902314147398889,"54798",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05161","Hepatitis B","3/181","101/6220",0.567921465667312,0.916921282162109,0.902314147398889,"3665/4773/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04910","Insulin signaling pathway","3/181","102/6220",0.574664715839452,0.916921282162109,0.902314147398889,"2203/810/53358",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05418","Fluid shear stress and atherosclerosis","3/181","102/6220",0.574664715839452,0.916921282162109,0.902314147398889,"810/7056/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04310","Wnt signaling pathway","4/181","138/6220",0.574712207547348,0.916921282162109,0.902314147398889,"8325/23236/4773/55366",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00670","One carbon pool by folate","1/181","29/6220",0.576149771166996,0.916921282162109,0.902314147398889,"2731",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05219","Bladder cancer","1/181","29/6220",0.576149771166996,0.916921282162109,0.902314147398889,"1890",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04613","Neutrophil extracellular trap formation","3/181","103/6220",0.58134271586282,0.91957847781937,0.904929012252173,"23236/6850/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04210","Apoptosis","3/181","104/6220",0.587954780827517,0.924434926481819,0.909708094622157,"1509/8797/8743",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04371","Apelin signaling pathway","3/181","105/6220",0.594500283371598,0.92616725384934,0.91141282492131,"4854/810/23236",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04142","Lysosome","6/181","215/6220",0.600792226890145,0.92616725384934,0.91141282492131,"3177/1509/255231/27074/64798/968",6,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04814","Motor proteins","4/181","144/6220",0.608638928237149,0.92616725384934,0.91141282492131,"146439/23303/221458/55930",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04972","Pancreatic secretion","2/181","70/6220",0.60951504474768,0.92616725384934,0.91141282492131,"23236/5874",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00250","Alanine, aspartate and glutamate metabolism","1/181","32/6220",0.612254214331413,0.92616725384934,0.91141282492131,"339983",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04973","Carbohydrate digestion and absorption","1/181","32/6220",0.612254214331413,0.92616725384934,0.91141282492131,"23236",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04666","Fc gamma R-mediated phagocytosis","2/181","71/6220",0.617283459459886,0.92616725384934,0.91141282492131,"5321/6850",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04216","Ferroptosis","1/181","33/6220",0.623595841223141,0.92616725384934,0.91141282492131,"1356",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa02010","ABC transporters","1/181","34/6220",0.634607503214189,0.92616725384934,0.91141282492131,"21",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04914","Progesterone-mediated oocyte maturation","2/181","74/6220",0.639879510003449,0.92616725384934,0.91141282492131,"22849/5603",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05032","Morphine addiction","2/181","74/6220",0.639879510003449,0.92616725384934,0.91141282492131,"27115/5137",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00620","Pyruvate metabolism","1/181","35/6220",0.645298748270483,0.92616725384934,0.91141282492131,"10873",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04930","Type II diabetes mellitus","1/181","35/6220",0.645298748270483,0.92616725384934,0.91141282492131,"3767",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05033","Nicotine addiction","1/181","35/6220",0.645298748270483,0.92616725384934,0.91141282492131,"2903",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04081","Hormone signaling","4/181","151/6220",0.646081981499216,0.92616725384934,0.91141282492131,"23236/887/183/10267",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04974","Protein digestion and absorption","2/181","76/6220",0.654356301232534,0.92616725384934,0.91141282492131,"6564/6505",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05030","Cocaine addiction","1/181","36/6220",0.655678849574127,0.92616725384934,0.91141282492131,"2903",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04550","Signaling pathways regulating pluripotency of stem cells","3/181","116/6220",0.661980981057527,0.92616725384934,0.91141282492131,"3624/8325/5603",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00982","Drug metabolism - cytochrome P450","1/181","37/6220",0.665756813388338,0.92616725384934,0.91141282492131,"7364",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04070","Phosphatidylinositol signaling system","2/181","78/6220",0.668368203495858,0.92616725384934,0.91141282492131,"810/23236",2,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05017","Spinocerebellar ataxia","3/181","118/6220",0.673343886360955,0.92616725384934,0.91141282492131,"6712/23236/2903",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05226","Gastric cancer","3/181","118/6220",0.673343886360955,0.92616725384934,0.91141282492131,"2250/8325/53358",3,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa03460","Fanconi anemia pathway","1/181","38/6220",0.675541386698497,0.92616725384934,0.91141282492131,"3280",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04010","MAPK signaling pathway","6/181","234/6220",0.682535705279488,0.92616725384934,0.91141282492131,"2250/4902/8911/5321/2069/5603",6,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05204","Chemical carcinogenesis - DNA adducts","1/181","39/6220",0.685041064635665,0.92616725384934,0.91141282492131,"7364",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05200","Pathways in cancer","10/181","386/6220",0.695046268323794,0.92616725384934,0.91141282492131,"624/2250/4854/8325/810/23236/23493/183/3714/3280",10,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa04024","cAMP signaling pathway","4/181","161/6220",0.695369183778131,0.92616725384934,0.91141282492131,"810/64208/2903/6662",4,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00565","Ether lipid metabolism","1/181","41/6220",0.703218498711107,0.92616725384934,0.91141282492131,"5321",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa00980","Metabolism of xenobiotics by cytochrome P450","1/181","41/6220",0.703218498711107,0.92616725384934,0.91141282492131,"7364",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
"hsa05140","Leishmaniasis","1/181","41/6220",0.703218498711107,0.92616725384934,0.91141282492131,"5603",1,"PEO4_SNAI1_vs_GFP","DOWN","KEGG"
