level,group,final_label,set_type,rank_within_set,gene,n_programs_in_group,recurrence_count_in_MP,recurrence_fraction_in_MP,mean_loading_in_MP,median_loading_in_MP,recurrence_count_outside_MP,max_recurrence_fraction_other_MP,specificity_delta,specificity_ratio
final_mp,MP3,complement-CAF,strict,30,APOE,6,3,0.5,0.0031900711370018,0.0030315947955816,13,1.0,-0.5,0.49999950000050003
final_mp,MP3,complement-CAF,strict,31,A2M,6,3,0.5,0.0031494803996788335,0.0036473436788428,10,0.8571428571428571,-0.3571428571428571,0.5833326527785718
final_mp,MP3,complement-CAF,strict,32,C1R,6,3,0.5,0.0031297838790501,0.0031129293743511,6,0.3076923076923077,0.1923076923076923,1.624994718767164
final_mp,MP3,complement-CAF,strict,33,SPARCL1,6,3,0.5,0.0030550262101206667,0.0028049765942136,9,0.7142857142857143,-0.2142857142857143,0.6999990200013719
final_mp,MP3,complement-CAF,strict,34,C1QA,6,3,0.5,0.003039389404416433,0.0027158262752054,7,0.5,0.0,0.999998000004
final_mp,MP3,complement-CAF,strict,35,FTL,6,3,0.5,0.00292968869488,0.0030833020270974,15,1.0,-0.5,0.49999950000050003
final_mp,MP3,complement-CAF,strict,36,TNXB,6,3,0.5,0.0027720635478491336,0.0028985047484991,2,0.0,0.5,500000.0
final_mp,MP3,complement-CAF,strict,37,HSPG2,6,3,0.5,0.002762651953039,0.0027105193404553,5,0.5714285714285714,-0.0714285714285714,0.8749984687526797
final_mp,MP3,complement-CAF,strict,38,MXRA8,6,3,0.5,0.0027624895901744,0.0027599153383356,4,0.23076923076923078,0.2692307692307692,2.1666572778184627
final_mp,MP3,complement-CAF,strict,39,SFRP4,6,3,0.5,0.002701111138860733,0.0025760796075846,6,0.38461538461538464,0.11538461538461536,1.299996620008788
final_mp,MP4,activated-myCAF,strict,1,COL3A1,13,13,1.0,0.004520525954460701,0.0043589558323644,9,0.8333333333333334,0.16666666666666663,1.199998560001728
final_mp,MP4,activated-myCAF,strict,2,COL1A2,13,13,1.0,0.004506996958493453,0.0041610593673084,9,0.8333333333333334,0.16666666666666663,1.199998560001728
final_mp,MP4,activated-myCAF,strict,3,COL1A1,13,13,1.0,0.004476926881022992,0.0038296931579797,11,1.0,0.0,0.9999990000010001
final_mp,MP4,activated-myCAF,strict,4,SPARC,13,13,1.0,0.003554622363854623,0.0037941514013657,15,0.8571428571428571,0.1428571428571429,1.1666653055571437
final_mp,MP4,activated-myCAF,strict,5,COL5A2,13,13,1.0,0.003500002155881485,0.0033429830311256,3,0.16666666666666666,0.8333333333333334,5.999964000215999
final_mp,MP4,activated-myCAF,strict,6,COL5A1,13,13,1.0,0.0034769762582841464,0.0032464426365288,5,0.5,0.5,1.999996000008
final_mp,MP4,activated-myCAF,strict,7,LUM,13,12,0.9230769230769231,0.004248701660476025,0.0033824302476575,6,0.5,0.42307692307692313,1.8461501538535385
final_mp,MP4,activated-myCAF,strict,8,POSTN,13,12,0.9230769230769231,0.003826845629543317,0.00340417783932135,2,0.0,0.9230769230769231,923076.9230769231
final_mp,MP4,activated-myCAF,strict,9,FN1,13,12,0.9230769230769231,0.003726553504163783,0.0030256871384642,8,0.75,0.17307692307692313,1.2307675897457777
final_mp,MP4,activated-myCAF,strict,10,MMP2,13,12,0.9230769230769231,0.003277554471220041,0.0029547798695821,6,0.75,0.17307692307692313,1.2307675897457777
final_mp,MP4,activated-myCAF,strict,11,DCN,13,11,0.8461538461538461,0.003755592990122009,0.0029094377981787,7,1.0,-0.15384615384615385,0.8461530000008463
final_mp,MP4,activated-myCAF,strict,12,CTHRC1,13,11,0.8461538461538461,0.003623476494552091,0.0030907033926817,3,0.25,0.5961538461538461,3.384601846208
final_mp,MP4,activated-myCAF,strict,13,THBS2,13,11,0.8461538461538461,0.003613840655559364,0.002847195755845,4,0.75,0.09615384615384615,1.1282036239336295
final_mp,MP4,activated-myCAF,strict,14,AEBP1,13,11,0.8461538461538461,0.003499389002401127,0.0031222859254193,10,1.0,-0.15384615384615385,0.8461530000008463
final_mp,MP4,activated-myCAF,strict,15,VCAN,13,11,0.8461538461538461,0.0034110270397442184,0.0028353150927562,3,0.25,0.5961538461538461,3.384601846208
final_mp,MP4,activated-myCAF,strict,16,COL6A1,13,10,0.7692307692307693,0.0043911952022543995,0.0038081469242600002,7,0.5,0.2692307692307693,1.5384584615446153
final_mp,MP4,activated-myCAF,strict,17,COL6A3,13,9,0.6923076923076923,0.004065404384837956,0.0040051485569724,9,0.6666666666666666,0.02564102564102566,1.0384599807715673
final_mp,MP4,activated-myCAF,strict,18,COL6A2,13,9,0.6923076923076923,0.0036975507367429106,0.0038994076333574,13,1.0,-0.3076923076923077,0.6923070000006923
final_mp,MP4,activated-myCAF,strict,19,MMP11,13,8,0.6153846153846154,0.00473602653879605,0.0040330584238745006,1,0.0,0.6153846153846154,615384.6153846155
final_mp,MP4,activated-myCAF,strict,20,COL11A1,13,8,0.6153846153846154,0.0041116116703752,0.0030329202243678,0,0.0,0.6153846153846154,615384.6153846155
final_mp,MP4,activated-myCAF,strict,21,ISLR,13,8,0.6153846153846154,0.0032367989265469376,0.00272678469840015,6,0.8333333333333334,-0.21794871794871795,0.7384606523087557
final_mp,MP4,activated-myCAF,strict,22,SERPINF1,13,8,0.6153846153846154,0.00322553414674985,0.0032281790917577,7,0.8333333333333334,-0.21794871794871795,0.7384606523087557
final_mp,MP4,activated-myCAF,strict,23,PCOLCE,13,8,0.6153846153846154,0.0028394271413950127,0.002981490723504,6,0.8333333333333334,-0.21794871794871795,0.7384606523087557
final_mp,MP4,activated-myCAF,strict,24,CTSK,13,7,0.5384615384615384,0.003468810606768772,0.0032051343739133,1,0.0,0.5384615384615384,538461.5384615385
final_mp,MP4,activated-myCAF,strict,25,THY1,13,7,0.5384615384615384,0.0033163919341231717,0.0034638028346203,5,0.5714285714285714,-0.03296703296703296,0.9423060432721165
final_mp,MP4,activated-myCAF,strict,26,FBLN1,13,7,0.5384615384615384,0.0032650679311214716,0.0027431410186463,3,0.25,0.28846153846153844,2.153837538496
final_mp,MP4,activated-myCAF,strict,27,COL12A1,13,7,0.5384615384615384,0.0029665684143509,0.0029796000268727,1,0.0,0.5384615384615384,538461.5384615385
final_mp,MP4,activated-myCAF,strict,28,SULF1,13,7,0.5384615384615384,0.0027620442501225,0.0021045829437317,2,0.0,0.5384615384615384,538461.5384615385
final_mp,MP4,activated-myCAF,strict,29,LRRC15,13,6,0.46153846153846156,0.003502658054383984,0.00271384898918925,0,0.0,0.46153846153846156,461538.46153846156
final_mp,MP4,activated-myCAF,strict,30,MXRA5,13,6,0.46153846153846156,0.003362005102951283,0.00345262499998525,1,0.0,0.46153846153846156,461538.46153846156
final_mp,MP4,activated-myCAF,strict,31,NBL1,13,6,0.46153846153846156,0.0031669237692113494,0.0025064574835809497,8,0.8333333333333334,-0.3717948717948718,0.5538454892315667
final_mp,MP4,activated-myCAF,strict,32,COL8A1,13,6,0.46153846153846156,0.0031543940376432505,0.00302252675065975,5,0.75,-0.28846153846153844,0.6153837948728889
final_mp,MP4,activated-myCAF,strict,33,LGALS1,13,6,0.46153846153846156,0.0031310270151902,0.00262772717470955,7,0.6666666666666666,-0.20512820512820507,0.6923066538477116
final_mp,MP4,activated-myCAF,strict,34,COL10A1,13,6,0.46153846153846156,0.0030877079584051502,0.0029692439102628,1,0.0,0.46153846153846156,461538.46153846156
final_mp,MP4,activated-myCAF,strict,35,MMP14,13,6,0.46153846153846156,0.002589568559588033,0.00252382910475335,2,0.0,0.46153846153846156,461538.46153846156
final_mp,MP4,activated-myCAF,strict,36,HTRA1,13,6,0.46153846153846156,0.002565889613818867,0.0025623422927641,7,0.6666666666666666,-0.20512820512820507,0.6923066538477116
final_mp,MP4,activated-myCAF,strict,37,CDH11,13,6,0.46153846153846156,0.002443162433223333,0.0020003478275454,5,0.3333333333333333,0.12820512820512825,1.3846112307816925
final_mp,MP4,activated-myCAF,strict,38,PRRX1,13,6,0.46153846153846156,0.0023730871443956333,0.0025355183336177997,1,0.0,0.46153846153846156,461538.46153846156
final_mp,MP5,IFN/TLS immune,strict,1,ISG15,10,10,1.0,0.00475249206683873,0.00439018969365885,2,0.0,1.0,1000000.0
final_mp,MP5,IFN/TLS immune,strict,2,IFIT3,10,10,1.0,0.0037355097941522792,0.00363992480198485,1,0.0,1.0,1000000.0
final_mp,MP5,IFN/TLS immune,strict,3,OASL,10,10,1.0,0.00349655134396306,0.00288288450534825,1,0.0,1.0,1000000.0
