level,group,final_label,set_type,library,term_id,term,overlap_k,signature_size_n,term_size_K,universe_N,fold_enrichment,pvalue,overlap_genes,n_overlap_specific,n_overlap_shared,frac_overlap_specific,mean_overlap_specificity_delta,padj,driven_by_shared_only
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0001944,vasculature development,24,47,751,27377,18.614839788083973,2.044057294616555e-25,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;ADGRF5;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;RAMP2;TMEM204;PLXDC1;GJA4;KDR,19,5,0.7916666666666666,0.45955433455433453,2.544851331797611e-22,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0001568,blood vessel development,23,47,721,27377,18.581491427391036,2.965420387485693e-24,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;ADGRF5;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;RAMP2;PLXDC1;GJA4;KDR,18,5,0.782608695652174,0.4609014174231566,1.845974191209844e-21,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0072359,circulatory system development,25,47,1126,27377,12.932712293564114,1.0869869811113305e-22,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;ADGRF5;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;ID3;RAMP2;TMEM204;PLXDC1;GJA4;KDR,19,6,0.76,0.4449816849816849,4.5109959716120217e-20,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0048514,blood vessel morphogenesis,21,47,629,27377,19.447180597368334,1.9948069903134674e-22,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;CLEC14A;MCAM;ADGRF5;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;RAMP2;PLXDC1;KDR,16,5,0.7619047619047619,0.4435723007151579,6.208836757350668e-20,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0001525,angiogenesis,20,47,540,27377,21.573680063041767,3.340846499092172e-22,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;CLEC14A;MCAM;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;RAMP2;PLXDC1;KDR,15,5,0.75,0.4300366300366301,8.318707782739508e-20,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0048856,anatomical structure development,40,47,5813,27377,4.008184150711355,1.355399491179819e-20,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;A2M;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;CD93;ITGA1;NID1;HSPG2;CD34;VIM;THY1;ADAMTS4;FLT1;COL5A3;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;PLXDC1;GJA4;BGN;KDR;COL6A3;FSTL1,29,10,0.725,0.3970467032967033,2.8124539441981246e-18,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0032502,developmental process,41,47,6324,27377,3.7764174303901386,1.7120073115243498e-20,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;A2M;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;CD93;ITGA1;NID1;HSPG2;CD34;VIM;THY1;ADAMTS4;FLT1;COL5A3;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;PLXDC1;GJA4;BGN;KDR;COL6A3;FSTL1,30,10,0.7317073170731707,0.40639238809970507,3.0449272897825933e-18,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0048731,system development,35,47,3974,27377,5.130127745237662,3.4740872144739397e-20,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;A2M;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;CD248;LAMB1;ADGRF5;CD93;ITGA1;NID1;HSPG2;CD34;VIM;THY1;ADAMTS4;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;PLXDC1;GJA4;BGN;KDR,26,8,0.7428571428571429,0.42090528519099946,5.406548227525069e-18,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0035239,tube morphogenesis,21,47,865,27377,14.14136022629443,1.414436587543907e-19,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;CLEC14A;MCAM;ADGRF5;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;RAMP2;PLXDC1;KDR,16,5,0.7619047619047619,0.4435723007151579,1.956637279435738e-17,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0007275,multicellular organism development,36,47,4613,27377,4.545765666871146,3.163780479246225e-19,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;A2M;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;CD248;LAMB1;LAMA4;ADGRF5;CD93;ITGA1;NID1;HSPG2;CD34;VIM;THY1;ADAMTS4;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;PLXDC1;GJA4;BGN;KDR,27,8,0.75,0.4269179894179894,3.93890669666155e-17,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0032501,multicellular organismal process,41,47,7122,27377,3.3532805152748155,1.813094032983014e-18,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;A2M;SPARC;ESAM;ENG;CDH5;PECAM1;CLEC14A;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;CD93;ITGA1;NID1;HSPG2;CD34;VIM;THY1;ADAMTS4;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;PLXDC1;GJA4;BGN;KDR;FSTL1,31,9,0.7560975609756098,0.44141427678013034,2.0520927918762292e-16,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0035295,tube development,21,47,1084,27377,11.284388003454502,1.3846554163498044e-17,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;CLEC14A;MCAM;ADGRF5;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;RAMP2;PLXDC1;KDR,16,5,0.7619047619047619,0.4435723007151579,1.4365799944629222e-15,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0007155,cell adhesion,23,47,1504,27377,8.907749547306473,3.980626014643923e-17,VWF;IGFBP7;ESAM;ENG;CDH5;PECAM1;SPARCL1;MCAM;LAMB1;LAMA4;CD93;ITGA1;NID1;HSPG2;CD34;THY1;COL6A2;COL5A3;COL18A1;ANGPT2;PCDH12;KDR;COL6A3,16,6,0.6956521739130435,0.3867654085045389,3.812214914024373e-15,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0048646,anatomical structure formation involved in morphogenesis,21,47,1177,27377,10.392758365118675,7.256255269026436e-17,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;CLEC14A;MCAM;LAMB1;CD93;HSPG2;CD34;THY1;FLT1;COL18A1;ANGPT2;RAMP2;PLXDC1;KDR,16,5,0.7619047619047619,0.43563579277865,6.452884149955653e-15,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0009653,anatomical structure morphogenesis,26,47,2649,27377,5.717147377974828,6.249247960843365e-15,COL4A1;ESM1;PDGFRB;COL4A2;IGFBP7;SPARC;ENG;CDH5;CLEC14A;MCAM;CD248;LAMB1;ADGRF5;CD93;ITGA1;HSPG2;CD34;THY1;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;PLXDC1;KDR,19,7,0.7307692307692307,0.42969850662158354,5.186875807499992e-13,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0016477,cell migration,19,47,1493,27377,7.412791609069274,1.4290128495213985e-12,PDGFRB;PLVAP;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;CD248;LAMB1;LAMA4;IGFBP3;ITGA1;CD34;THY1;FLT1;ANGPT2;KDR;FSTL1,15,4,0.7894736842105263,0.4832272990167727,1.1119506235338382e-10,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0048513,animal organ development,24,47,2969,27377,4.708570118171459,8.492044299359929e-12,COL4A1;PDGFRB;A2M;SPARC;ENG;PECAM1;CD248;LAMB1;NID1;HSPG2;CD34;VIM;THY1;FLT1;COL5A3;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;BGN;KDR;COL6A3,15,8,0.625,0.3081883394383394,6.219173619237124e-10,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0048870,cell motility,19,47,1726,27377,6.412107689652622,1.797704748604926e-11,PDGFRB;PLVAP;SPARC;ENG;CDH5;PECAM1;CLEC14A;MCAM;CD248;LAMB1;LAMA4;IGFBP3;ITGA1;CD34;THY1;FLT1;ANGPT2;KDR;FSTL1,15,4,0.7894736842105263,0.4832272990167727,1.243412451118407e-09,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0045765,regulation of angiogenesis,10,47,288,27377,20.225325059101653,5.2164124219530826e-11,COL4A2;SPARC;ENG;CDH5;HSPG2;CD34;FLT1;ANGPT2;RAMP2;KDR,7,3,0.7,0.33754578754578746,3.4181228764903093e-09,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:1901342,regulation of vasculature development,10,47,294,27377,19.812563323201623,6.384262305574307e-11,COL4A2;SPARC;ENG;CDH5;HSPG2;CD34;FLT1;ANGPT2;RAMP2;KDR,7,3,0.7,0.33754578754578746,3.974203285220006e-09,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0050789,regulation of biological process,41,47,11329,27377,2.1080469441069143,9.088160047868265e-11,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;A2M;SPARC;RGS5;ESAM;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;VIM;THY1;COL6A2;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;TMEM204;GJA4;KDR;COL6A3;FSTL1,29,10,0.7073170731707317,0.42017332261234697,5.387980599807615e-09,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0008150,biological_process,47,47,16766,27377,1.6328879875939402,9.55389006050941e-11,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;A2M;SPARC;RGS5;ESAM;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;CD93;ADGRL4;ITGA1;NID1;HSPG2;CD34;VIM;THY1;ADAMTS4;COL6A2;FLT1;COL5A3;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;PLXDC1;GJA4;BGN;KDR;COL6A3;FSTL1,34,11,0.723404255319149,0.4092237549684356,5.406633238788279e-09,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0007166,cell surface receptor signaling pathway,22,47,2750,27377,4.659914893617021,1.2449696437857398e-10,COL4A1;ESM1;PDGFRB;COL4A2;PLVAP;ENG;CDH5;PECAM1;CLEC14A;LAMB1;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;THY1;FLT1;ANGPT2;TMEM204;KDR;FSTL1,18,4,0.8181818181818182,0.5065767565767566,6.739074810927157e-09,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0050896,response to stimulus,36,47,8646,27377,2.425354732972079,2.845862358189872e-10,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;A2M;RGS5;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;MCAM;LAMB1;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;VIM;THY1;COL6A2;FLT1;COL18A1;ANGPT2;ID3;RAMP2;TMEM204;GJA4;KDR;COL6A3;FSTL1,26,8,0.7222222222222222,0.42312779812779816,1.4762910983109962e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0065007,biological regulation,41,47,11708,27377,2.0398072967020187,3.0610532386029116e-10,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;A2M;SPARC;RGS5;ESAM;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;VIM;THY1;COL6A2;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;TMEM204;GJA4;KDR;COL6A3;FSTL1,29,10,0.7073170731707317,0.42017332261234697,1.52440451282425e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0030334,regulation of cell migration,14,47,936,27377,8.712447717766866,3.2356589650328596e-10,PDGFRB;PLVAP;SPARC;ENG;CDH5;PECAM1;MCAM;LAMB1;LAMA4;IGFBP3;THY1;FLT1;ANGPT2;KDR,11,3,0.7857142857142857,0.45879120879120877,1.5493828505638116e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0007167,enzyme-linked receptor protein signaling pathway,14,47,960,27377,8.494636524822695,4.496773724707208e-10,COL4A1;ESM1;PDGFRB;COL4A2;ENG;CDH5;CLEC14A;IGFBP3;ITGA1;FLT1;ANGPT2;TMEM204;KDR;FSTL1,12,2,0.8571428571428571,0.499869178440607,1.999458316878741e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0007165,signal transduction,30,47,5868,27377,2.977961971892268,4.376588874067105e-10,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;RGS5;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;LAMB1;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;THY1;COL6A2;FLT1;ANGPT2;RAMP2;TMEM204;KDR;COL6A3;FSTL1,22,7,0.7333333333333333,0.43492063492063493,1.999458316878741e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0030154,cell differentiation,26,47,4300,27377,3.5220286986640277,4.847050033762851e-10,COL4A1;PDGFRB;COL4A2;A2M;ENG;CDH5;PECAM1;LAMB1;ADGRF5;IGFBP3;ITGA1;NID1;HSPG2;CD34;VIM;THY1;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;KDR;FSTL1,19,6,0.7307692307692307,0.4068751761059453,2.022009613002115e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0048869,cellular developmental process,26,47,4301,27377,3.5212098126610836,4.872312320487025e-10,COL4A1;PDGFRB;COL4A2;A2M;ENG;CDH5;PECAM1;LAMB1;ADGRF5;IGFBP3;ITGA1;NID1;HSPG2;CD34;VIM;THY1;FLT1;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;KDR;FSTL1,19,6,0.7307692307692307,0.4068751761059453,2.022009613002115e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0023052,signaling,31,47,6353,27377,2.8423060306573205,5.347514836122518e-10,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;RGS5;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;LAMB1;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;THY1;COL6A2;FLT1;ANGPT2;RAMP2;TMEM204;GJA4;KDR;COL6A3;FSTL1,23,7,0.7419354838709677,0.43471582181259594,2.1476309583782372e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0007154,cell communication,31,47,6380,27377,2.8302774628159804,5.98223704872953e-10,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;RGS5;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;LAMB1;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;THY1;COL6A2;FLT1;ANGPT2;RAMP2;TMEM204;GJA4;KDR;COL6A3;FSTL1,23,7,0.7419354838709677,0.43471582181259594,2.3274641017713328e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:2000145,regulation of cell motility,14,47,999,27377,8.163014077907695,7.533949589304406e-10,PDGFRB;PLVAP;SPARC;ENG;CDH5;PECAM1;MCAM;LAMB1;LAMA4;IGFBP3;THY1;FLT1;ANGPT2;KDR,11,3,0.7857142857142857,0.45879120879120877,2.8423537086921166e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0040011,locomotion,15,47,1217,27377,7.17940873092187,9.450597973178261e-10,PDGFRB;PLVAP;SPARC;ENG;CDH5;PECAM1;MCAM;LAMB1;LAMA4;IGFBP3;ITGA1;THY1;FLT1;ANGPT2;KDR,12,3,0.8,0.46630036630036625,3.460586610766745e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0040012,regulation of locomotion,14,47,1042,27377,7.826152652427819,1.2979053317709033e-09,PDGFRB;PLVAP;SPARC;ENG;CDH5;PECAM1;MCAM;LAMB1;LAMA4;IGFBP3;THY1;FLT1;ANGPT2;KDR,11,3,0.7857142857142857,0.45879120879120877,4.616834680156499e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0009987,cellular process,45,47,15589,27377,1.681443407312576,2.045409634363399e-09,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;A2M;SPARC;RGS5;ESAM;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;CD93;ADGRL4;ITGA1;NID1;HSPG2;CD34;VIM;THY1;ADAMTS4;COL6A2;FLT1;COL5A3;COL18A1;MGP;ANGPT2;ID3;RAMP2;PCDH12;TMEM204;GJA4;KDR;COL6A3;FSTL1,33,10,0.7333333333333333,0.4250305250305249,7.073708318840088e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0051716,cellular response to stimulus,32,47,7178,27377,2.5967762015140825,2.2414658259139395e-09,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;RGS5;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;LAMB1;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;VIM;THY1;COL6A2;FLT1;ANGPT2;ID3;RAMP2;TMEM204;KDR;COL6A3;FSTL1,22,8,0.6875,0.41815476190476186,7.54222960341312e-08,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0003158,endothelium development,7,47,135,27377,30.203152088258474,3.2337525558873934e-09,CDH5;PECAM1;CD34;COL18A1;GJA4;KDR;FSTL1,6,1,0.8571428571428571,0.5164835164835163,1.0594794558104749e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0030198,extracellular matrix organization,9,47,328,27377,15.982939802802283,4.1636214219826045e-09,COL4A1;COL4A2;ENG;LAMB1;NID1;ADAMTS4;COL5A3;COL18A1;RAMP2,8,1,0.8888888888888888,0.4385429385429385,1.329156069325216e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0043062,extracellular structure organization,9,47,329,27377,15.934359438660028,4.275339526844202e-09,COL4A1;COL4A2;ENG;LAMB1;NID1;ADAMTS4;COL5A3;COL18A1;RAMP2,8,1,0.8888888888888888,0.4385429385429385,1.330699427730258e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0045229,external encapsulating structure organization,9,47,330,27377,15.886073500967118,4.38968101805846e-09,COL4A1;COL4A2;ENG;LAMB1;NID1;ADAMTS4;COL5A3;COL18A1;RAMP2,8,1,0.8888888888888888,0.4385429385429385,1.332964114020191e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0050794,regulation of cellular process,38,47,10703,27377,2.068073974089587,5.652406468944635e-09,COL4A1;VWF;ESM1;PDGFRB;COL4A2;IGFBP7;PLVAP;SPARC;RGS5;ESAM;ENG;CDH5;PECAM1;CLEC14A;SPARCL1;MCAM;CD248;LAMB1;LAMA4;ADGRF5;IGFBP3;ADGRL4;ITGA1;NID1;HSPG2;CD34;VIM;THY1;COL6A2;FLT1;COL18A1;ANGPT2;ID3;RAMP2;TMEM204;KDR;COL6A3;FSTL1,27,9,0.7105263157894737,0.4345479082321187,1.6755347747228741e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,11,47,626,27377,10.23543606824825,6.757552212556677e-09,COL4A1;ESM1;PDGFRB;COL4A2;CLEC14A;IGFBP3;ITGA1;FLT1;ANGPT2;TMEM204;KDR,11,0,1.0,0.5672660672660673,1.9565470941007122e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0031589,cell-substrate adhesion,9,47,352,27377,14.893193907156673,7.68556604461589e-09,VWF;LAMB1;ITGA1;NID1;CD34;THY1;COL5A3;ANGPT2;KDR,8,1,0.8888888888888888,0.4633699633699634,2.1746658467151777e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0045766,positive regulation of angiogenesis,7,47,164,27377,24.862350804359107,1.2515324858839543e-08,ENG;CDH5;CD34;FLT1;ANGPT2;RAMP2;KDR,6,1,0.8571428571428571,0.4175824175824175,3.4625732109456075e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:1904018,positive regulation of vasculature development,7,47,167,27377,24.415721747993373,1.4187510698161163e-08,ENG;CDH5;CD34;FLT1;ANGPT2;RAMP2;KDR,6,1,0.8571428571428571,0.4175824175824175,3.83988061287188e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0030335,positive regulation of cell migration,10,47,547,27377,10.648800031117508,2.4910057671620826e-08,PDGFRB;PLVAP;SPARC;CDH5;PECAM1;MCAM;LAMB1;THY1;FLT1;KDR,8,2,0.8,0.5119047619047619,6.598515276844241e-07,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:2000147,positive regulation of cell motility,10,47,576,27377,10.112662529550827,4.044470918596529e-08,PDGFRB;PLVAP;SPARC;CDH5;PECAM1;MCAM;LAMB1;THY1;FLT1;KDR,8,2,0.8,0.5119047619047619,1.0490346445109747e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0040017,positive regulation of locomotion,10,47,591,27377,9.8559959678871,5.143585733503926e-08,PDGFRB;PLVAP;SPARC;CDH5;PECAM1;MCAM;LAMB1;THY1;FLT1;KDR,8,2,0.8,0.5119047619047619,1.306890660859671e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0009888,tissue development,16,47,1960,27377,4.7550151975683885,7.97560959273587e-08,COL4A1;PDGFRB;COL4A2;ENG;CDH5;PECAM1;LAMB1;CD34;VIM;COL18A1;MGP;ID3;GJA4;BGN;KDR;FSTL1,10,5,0.625,0.37002060439560436,1.9859267885912316e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0022603,regulation of anatomical structure morphogenesis,11,47,820,27377,7.813881681370005,1.0594310625453328e-07,COL4A2;SPARC;ENG;CDH5;HSPG2;CD34;THY1;FLT1;ANGPT2;RAMP2;KDR,7,4,0.6363636363636364,0.30985680985680975,2.5862581820959594e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0032835,glomerulus development,5,47,71,27377,41.02037758465688,1.4327106690846276e-07,PDGFRB;PECAM1;NID1;CD34;ANGPT2,5,0,1.0,0.6395604395604395,3.430239967327618e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0072012,glomerulus vasculature development,4,47,29,27377,80.34336023477623,1.7543046119341855e-07,PDGFRB;PECAM1;CD34;ANGPT2,4,0,1.0,0.6565934065934066,4.120960833694455e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0071363,cellular response to growth factor stimulus,10,47,680,27377,8.566020025031289,1.890777714540282e-07,PDGFRB;COL4A2;ENG;CDH5;FLT1;ANGPT2;RAMP2;TMEM204;KDR;FSTL1,8,2,0.8,0.4117216117216117,4.3592930640789835e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0050793,regulation of developmental process,17,47,2389,27377,4.144964064016815,1.999371676374056e-07,COL4A2;SPARC;ENG;CDH5;LAMB1;LAMA4;IGFBP3;NID1;HSPG2;CD34;THY1;FLT1;MGP;ANGPT2;ID3;RAMP2;KDR,11,6,0.6470588235294118,0.32762335703512174,4.525850431064909e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0061437,renal system vasculature development,4,47,31,27377,75.15991763898423,2.3182443400876124e-07,PDGFRB;PECAM1;CD34;ANGPT2,4,0,1.0,0.6565934065934066,5.063533690191363e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0061440,kidney vasculature development,4,47,31,27377,75.15991763898423,2.3182443400876124e-07,PDGFRB;PECAM1;CD34;ANGPT2,4,0,1.0,0.6565934065934066,5.063533690191363e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0001935,endothelial cell proliferation,6,47,154,27377,22.69439071566731,2.549946387915594e-07,SPARC;ENG;HSPG2;CD34;FLT1;KDR,3,3,0.5,0.18956043956043953,5.473591815439508e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0009790,embryo development,12,47,1110,27377,6.2971822886716495,2.611372807209007e-07,COL4A2;A2M;SPARC;ENG;LAMB1;LAMA4;ADGRF5;FLT1;COL18A1;ID3;PCDH12;KDR,9,3,0.75,0.3522588522588522,5.510439228771548e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0070848,response to growth factor,10,47,712,27377,8.18103036098494,2.88600756232051e-07,PDGFRB;COL4A2;ENG;CDH5;FLT1;ANGPT2;RAMP2;TMEM204;KDR;FSTL1,8,2,0.8,0.4117216117216117,5.988465691815059e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0001570,vasculogenesis,5,47,85,27377,34.264080100125156,3.545424366230489e-07,PDGFRB;ENG;CD34;RAMP2;KDR,4,1,0.8,0.41098901098901086,7.2361530097655056e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:2000026,regulation of multicellular organismal development,13,47,1383,27377,5.475315764372856,3.7101261457149037e-07,COL4A2;SPARC;ENG;CDH5;LAMA4;HSPG2;CD34;THY1;FLT1;MGP;ANGPT2;RAMP2;KDR,8,5,0.6153846153846154,0.3057199211045364,7.4501726635726695e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0042127,regulation of cell population proliferation,14,47,1641,27377,4.969440014521503,3.837455302139642e-07,ESM1;PDGFRB;IGFBP7;SPARC;ENG;CDH5;CD248;LAMB1;IGFBP3;ITGA1;HSPG2;FLT1;COL18A1;KDR,10,4,0.7142857142857143,0.40659340659340654,7.583542620895007e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0008283,cell population proliferation,15,47,1943,27377,4.496829863886729,4.7283285675821796e-07,ESM1;PDGFRB;IGFBP7;SPARC;ENG;CDH5;CD248;LAMB1;IGFBP3;ITGA1;HSPG2;CD34;FLT1;COL18A1;KDR,11,4,0.7333333333333333,0.41758241758241754,9.198076666624708e-06,False
final_mp,MP1,angiogenic/vascular,strict,GO_BP,GO:0071711,basement membrane organization,4,47,38,27377,61.31466965285554,5.39083162747722e-07,COL4A1;LAMB1;NID1;RAMP2,4,0,1.0,0.5535714285714286,1.0325515963398675e-05,False
