sample_label,source_group,source_label,target_class,target_variable,target_label,hallmark_group,mode,n_source_nodes,corr,fisher_z,pval,q_class_per_sample,sig_class_per_sample,sig_marker_class_per_sample,bh_scope,variable_class,variable_a,variable_b
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,core_comparators,SNAI1_2R_scoregenes,SNAI1-2R,,all_in_one_ring1_neighbor_means,427,0.0578995484217954,0.0579643788718932,0.232505492974184,0.465010985948368,False,,per_sample__source_group__target_class,all_variables,SNAI1_ac,SNAI1_2R_scoregenes
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,core_comparators,SNAI1_scoregenes,SNAI1,,all_in_one_ring1_neighbor_means,427,0.0144625341315913,0.01446354260962774,0.7657084807825958,0.7657084807825958,False,,per_sample__source_group__target_class,all_variables,SNAI1_ac,SNAI1_scoregenes
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,ADIPOGENESIS,ADIPOGENESIS,Metabolism,all_in_one_ring1_neighbor_means,427,0.2746126308064667,0.2818458889764789,7.963045944564426e-09,3.1055879183801263e-07,True,****,per_sample__source_group__target_class,hallmark,SNAI1_ac,ADIPOGENESIS
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,ANDROGEN_RESPONSE,ANDROGEN RESPONSE,Other Biological States,all_in_one_ring1_neighbor_means,427,0.0068607271206208,0.0068608347675012515,0.8875887099668118,0.9109463075975173,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,ANDROGEN_RESPONSE
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,ANGIOGENESIS,ANGIOGENESIS,Signaling & Development,all_in_one_ring1_neighbor_means,427,0.052147179536336,0.052194525243767886,0.2823115630324613,0.37125984571836884,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,ANGIOGENESIS
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,APICAL_JUNCTION,APICAL JUNCTION,"Structure, Adhesion & Cellular Components",all_in_one_ring1_neighbor_means,427,0.2406316828101674,0.2454445122136513,4.854943251419664e-07,6.311426226845564e-06,True,****,per_sample__source_group__target_class,hallmark,SNAI1_ac,APICAL_JUNCTION
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,APICAL_SURFACE,APICAL SURFACE,"Structure, Adhesion & Cellular Components",all_in_one_ring1_neighbor_means,427,0.0276426382298319,0.027649682181850675,0.5689209889115779,0.672361168713683,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,APICAL_SURFACE
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,APOPTOSIS,APOPTOSIS,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,427,0.0627261570378615,0.06280861863096532,0.1957875140729094,0.30542852195373865,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,APOPTOSIS
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,CHOLESTEROL_HOMEOSTASIS,CHOLESTEROL HOMEOSTASIS,Metabolism,all_in_one_ring1_neighbor_means,427,-0.039985391807582,-0.040006722242347754,0.4098458894481039,0.49949967776487664,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,CHOLESTEROL_HOMEOSTASIS
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,COMPLEMENT,COMPLEMENT,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,427,0.0598209431177008,0.05989245404064714,0.2173444897429327,0.326016734614399,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,COMPLEMENT
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,DNA_REPAIR,DNA REPAIR,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,427,0.1434350980832176,0.14443108198639945,0.0029719320348856,0.011590534936053842,True,*,per_sample__source_group__target_class,hallmark,SNAI1_ac,DNA_REPAIR
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,E2F_TARGETS,E2F TARGETS,Proliferation,all_in_one_ring1_neighbor_means,427,0.0911512016200321,0.09140491212020381,0.0598435578113779,0.1166949377321869,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,E2F_TARGETS
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,EPITHELIAL_MESENCHYMAL_TRANSITION,EPITHELIAL MESENCHYMAL TRANSITION,"Structure, Adhesion & Cellular Components",all_in_one_ring1_neighbor_means,427,0.051794414085366,0.051840804401928745,0.2855844967064376,0.37125984571836884,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,EPITHELIAL_MESENCHYMAL_TRANSITION
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,ESTROGEN_RESPONSE_EARLY,ESTROGEN RESPONSE EARLY,Other Biological States,all_in_one_ring1_neighbor_means,427,0.2581547506260845,0.26413039014522777,6.27253644806587e-08,1.2231446073728448e-06,True,****,per_sample__source_group__target_class,hallmark,SNAI1_ac,ESTROGEN_RESPONSE_EARLY
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,ESTROGEN_RESPONSE_LATE,ESTROGEN RESPONSE LATE,Other Biological States,all_in_one_ring1_neighbor_means,427,0.097917708556689,0.09823246224556971,0.0431453511100243,0.09797362176448557,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,ESTROGEN_RESPONSE_LATE
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,FATTY_ACID_METABOLISM,FATTY ACID METABOLISM,Metabolism,all_in_one_ring1_neighbor_means,427,0.1553056829498594,0.15657272078215115,0.0012846775138196,0.005566935893218267,True,**,per_sample__source_group__target_class,hallmark,SNAI1_ac,FATTY_ACID_METABOLISM
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,G2M_CHECKPOINT,G2M CHECKPOINT,Proliferation,all_in_one_ring1_neighbor_means,427,0.1217868848670105,0.12239441686585878,0.0117820384296641,0.03063329991712666,True,*,per_sample__source_group__target_class,hallmark,SNAI1_ac,G2M_CHECKPOINT
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,GLYCOLYSIS,GLYCOLYSIS,Metabolism,all_in_one_ring1_neighbor_means,427,0.0818377093555777,0.08202114730666145,0.0912252760739945,0.16171753485844478,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,GLYCOLYSIS
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,HEDGEHOG_SIGNALING,HEDGEHOG SIGNALING,Signaling & Development,all_in_one_ring1_neighbor_means,427,0.065199748844375,0.06529237340968559,0.1787001549522313,0.29038775179737586,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,HEDGEHOG_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,HYPOXIA,HYPOXIA,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,427,0.056099380720024,0.056158342975653246,0.2473747661971154,0.34455771006026786,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,HYPOXIA
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,IL2_STAT5_SIGNALING,IL2 STAT5 SIGNALING,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,427,0.0820691423620696,0.08225414521297382,0.0903105227801071,0.16171753485844478,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,IL2_STAT5_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,IL6_JAK_STAT3_SIGNALING,IL6 JAK STAT3 SIGNALING,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,427,0.1222589468502848,0.12287361390699746,0.0114569920597952,0.03063329991712666,True,*,per_sample__source_group__target_class,hallmark,SNAI1_ac,IL6_JAK_STAT3_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,INFLAMMATORY_RESPONSE,INFLAMMATORY RESPONSE,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,427,0.0702914821177776,0.07040759408197084,0.147047942523912,0.24934216341011164,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,INFLAMMATORY_RESPONSE
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,INTERFERON_ALPHA_RESPONSE,INTERFERON ALPHA RESPONSE,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,427,0.0257130606594263,0.025718729736988022,0.5962060779352963,0.6838834423375458,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,INTERFERON_ALPHA_RESPONSE
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,INTERFERON_GAMMA_RESPONSE,INTERFERON GAMMA RESPONSE,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,427,0.0925542027494331,0.09281985121600066,0.0560000304335803,0.1149474308899806,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,INTERFERON_GAMMA_RESPONSE
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,KRAS_SIGNALING_DN,KRAS SIGNALING DN,Signaling & Development,all_in_one_ring1_neighbor_means,427,-0.1341003271983221,-0.13491295087379435,0.005512204675498,0.0179146651953685,True,*,per_sample__source_group__target_class,hallmark,SNAI1_ac,KRAS_SIGNALING_DN
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,KRAS_SIGNALING_UP,KRAS SIGNALING UP,Signaling & Development,all_in_one_ring1_neighbor_means,427,0.0182540204629481,0.01825604833795637,0.7068229906654384,0.765724906554225,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,KRAS_SIGNALING_UP
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,MTORC1_SIGNALING,MTORC1 SIGNALING,Signaling & Development,all_in_one_ring1_neighbor_means,427,0.1072140724401062,0.10762773267828749,0.0267350901435275,0.06516678222484827,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,MTORC1_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,MYC_TARGETS_V1,MYC TARGETS V1,Proliferation,all_in_one_ring1_neighbor_means,427,0.1405190069489383,0.1414549982101883,0.0036186904337013,0.012829902446759155,True,*,per_sample__source_group__target_class,hallmark,SNAI1_ac,MYC_TARGETS_V1
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,MYC_TARGETS_V2,MYC TARGETS V2,Proliferation,all_in_one_ring1_neighbor_means,427,0.0969691062564673,0.09727476633971359,0.0452185946605318,0.09797362176448557,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,MYC_TARGETS_V2
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,NOTCH_SIGNALING,NOTCH SIGNALING,Signaling & Development,all_in_one_ring1_neighbor_means,427,0.1960666003458024,0.19863859468558964,4.517143181490816e-05,0.00035233716815628364,True,***,per_sample__source_group__target_class,hallmark,SNAI1_ac,NOTCH_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,OXIDATIVE_PHOSPHORYLATION,OXIDATIVE PHOSPHORYLATION,Metabolism,all_in_one_ring1_neighbor_means,427,0.1929589096172962,0.19540869708892114,5.985297311791644e-05,0.00038904432526645685,True,***,per_sample__source_group__target_class,hallmark,SNAI1_ac,OXIDATIVE_PHOSPHORYLATION
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,PEROXISOME,PEROXISOME,Other Biological States,all_in_one_ring1_neighbor_means,427,0.1898347559037453,0.1921657419805382,7.90731323316931e-05,0.0004405503087051473,True,***,per_sample__source_group__target_class,hallmark,SNAI1_ac,PEROXISOME
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,PI3K_AKT_MTOR_SIGNALING,PI3K AKT MTOR SIGNALING,Signaling & Development,all_in_one_ring1_neighbor_means,427,0.1735011748676824,0.17527426034673987,0.0003156930607019,0.0015390036709217625,True,**,per_sample__source_group__target_class,hallmark,SNAI1_ac,PI3K_AKT_MTOR_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,PROTEIN_SECRETION,PROTEIN SECRETION,Other Biological States,all_in_one_ring1_neighbor_means,427,0.0430334366173586,0.04306003037836328,0.3750539748812907,0.47184209743130123,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,PROTEIN_SECRETION
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,REACTIVE_OXYGEN_SPECIES_PATHWAY,REACTIVE OXYGEN SPECIES PATHWAY,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,427,0.0573855904166135,0.05744870745141095,0.2366847741339009,0.34187800708230126,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,REACTIVE_OXYGEN_SPECIES_PATHWAY
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,TGF_BETA_SIGNALING,TGF BETA SIGNALING,Signaling & Development,all_in_one_ring1_neighbor_means,427,-0.0231131501585198,-0.023117267296320604,0.6338797397121422,0.706323138536387,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,TGF_BETA_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,TNFA_SIGNALING_VIA_NFKB,TNFA SIGNALING VIA NFKB,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,427,0.0169081329000335,0.016909744436759924,0.7275472999149597,0.766874180991444,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,TNFA_SIGNALING_VIA_NFKB
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,UNFOLDED_PROTEIN_RESPONSE,UNFOLDED PROTEIN RESPONSE,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,427,0.1251187852549113,0.1257778866963925,0.0096520849519441,0.0289562548558323,True,*,per_sample__source_group__target_class,hallmark,SNAI1_ac,UNFOLDED_PROTEIN_RESPONSE
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,WNT_BETA_CATENIN_SIGNALING,WNT BETA CATENIN SIGNALING,Signaling & Development,all_in_one_ring1_neighbor_means,427,0.1965705206635905,0.1991627151303584,4.313845291233164e-05,0.00035233716815628364,True,***,per_sample__source_group__target_class,hallmark,SNAI1_ac,WNT_BETA_CATENIN_SIGNALING
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,hallmark,XENOBIOTIC_METABOLISM,XENOBIOTIC METABOLISM,Other Biological States,all_in_one_ring1_neighbor_means,427,0.0045119453158803,0.004511975933789608,0.9259338219094626,0.9259338219094625,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,XENOBIOTIC_METABOLISM
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP1_angiogenic_vascular,MP1 angiogenic/vascular,,all_in_one_ring1_neighbor_means,427,0.0773897997113642,0.07754485780510324,0.3231451624325706,0.36930875706579497,False,,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP1_angiogenic_vascular
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP2_iCAF_stress,MP2 iCAF-stress,,all_in_one_ring1_neighbor_means,427,-0.1210691781749151,-0.12166596935187458,0.1213714659159011,0.19419434546544176,False,,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP2_iCAF_stress
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP3_complement_CAF,MP3 complement-CAF,,all_in_one_ring1_neighbor_means,427,0.0692732758789065,0.06938440525268301,0.3766264322834102,0.3766264322834102,False,,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP3_complement_CAF
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP4_activated_myCAF,MP4 activated-myCAF,,all_in_one_ring1_neighbor_means,427,-0.1131868770380769,-0.11367398266926207,0.1477528489548082,0.19700379860641093,False,,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP4_activated_myCAF
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP5_IFN_TLS_immune,MP5 IFN/TLS immune,,all_in_one_ring1_neighbor_means,427,-0.2989367570637176,-0.30835161424415286,9.607838893265592e-05,0.00030239314122586664,True,***,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP5_IFN_TLS_immune
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP6_APC_TAM_myeloid,MP6 APC/TAM myeloid,,all_in_one_ring1_neighbor_means,427,-0.1351657870315637,-0.13599807993175608,0.0834536612474677,0.1669073224949354,False,,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP6_APC_TAM_myeloid
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP7_malignant_hypoxia,MP7 malignant hypoxia,,all_in_one_ring1_neighbor_means,427,-0.2959874651847198,-0.30511602190260106,0.0001133974279597,0.00030239314122586664,True,***,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP7_malignant_hypoxia
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,mp,MP8_malignant_acute_phase_secretory,MP8 malignant acute-phase/secretory,,all_in_one_ring1_neighbor_means,427,-0.3464739814858147,-0.36143112131158833,5.146793773597646e-06,4.117435018878117e-05,True,****,per_sample__source_group__target_class,mp_kstar,SNAI1_ac,MP8_malignant_acute_phase_secretory
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_B_cell,B cell,,all_in_one_ring1_neighbor_means,427,-0.3563338734831157,-0.3726802514961768,3.1419072580906086e-14,3.1419072580906086e-13,True,****,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_B_cell
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_CAF,CAF,,all_in_one_ring1_neighbor_means,427,-0.0724764741587945,-0.07260377804851921,0.1348546622202888,0.22475777036714803,False,,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_CAF
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Endothelial,Endothelial,,all_in_one_ring1_neighbor_means,427,0.0216495726659476,0.02165295603122121,0.6555198103243076,0.7283553448047863,False,,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_Endothelial
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Macrophage,Macrophage,,all_in_one_ring1_neighbor_means,427,0.035333671588373,0.03534838693646581,0.466478091828299,0.5830976147853738,False,,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_Macrophage
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Malignant,Malignant,,all_in_one_ring1_neighbor_means,427,0.2772826655954165,0.2847359996046559,5.622152293844709e-09,1.874050764614903e-08,True,****,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_Malignant
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_NK,NK,,all_in_one_ring1_neighbor_means,427,0.0610571810043365,0.061133224473395885,0.2079722340459677,0.2971031914942396,False,,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_NK
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Plasma,Plasma,,all_in_one_ring1_neighbor_means,427,-0.0094698920428994,-0.009470175141158398,0.8453018272839424,0.8453018272839424,False,,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_Plasma
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_T_CD4,T CD4,,all_in_one_ring1_neighbor_means,427,0.094291763796156,0.09457271142692217,0.0515261823667353,0.1030523647334706,False,,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_T_CD4
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_T_CD8,T CD8,,all_in_one_ring1_neighbor_means,427,0.227019593275676,0.23104485590743337,2.1435458442324883e-06,5.35886461058122e-06,True,****,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_T_CD8
denisenko_2022__SP1,snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Unidentifiable,Unidentifiable,,all_in_one_ring1_neighbor_means,427,-0.3282467971804609,-0.34086206933093927,3.4837770432263826e-12,1.7418885216131915e-11,True,****,per_sample__source_group__target_class,spacet,SNAI1_ac,SpaCET_Unidentifiable
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,core_comparators,SNAI1_2R_scoregenes,SNAI1-2R,,all_in_one_ring1_neighbor_means,149,-0.2679359875572266,-0.27463884594680904,0.0009543518718669,0.0019087037437338,True,**,per_sample__source_group__target_class,all_variables,SNAI1_ac,SNAI1_2R_scoregenes
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,core_comparators,SNAI1_scoregenes,SNAI1,,all_in_one_ring1_neighbor_means,149,-0.0934347671251009,-0.0937080971792653,0.2570493402930002,0.2570493402930002,False,,per_sample__source_group__target_class,all_variables,SNAI1_ac,SNAI1_scoregenes
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,ADIPOGENESIS,ADIPOGENESIS,Metabolism,all_in_one_ring1_neighbor_means,149,0.0857448508580178,0.08595591991061895,0.2984556615643718,0.47359257438433733,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,ADIPOGENESIS
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,ANDROGEN_RESPONSE,ANDROGEN RESPONSE,Other Biological States,all_in_one_ring1_neighbor_means,149,0.2374440948118663,0.24206374671967382,0.0035479681953539,0.02306179326980035,True,*,per_sample__source_group__target_class,hallmark,SNAI1_ac,ANDROGEN_RESPONSE
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,ANGIOGENESIS,ANGIOGENESIS,Signaling & Development,all_in_one_ring1_neighbor_means,149,-0.0079269125464889,-0.007927078584422546,0.9235627415547306,0.9235627415547305,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,ANGIOGENESIS
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,APICAL_JUNCTION,APICAL JUNCTION,"Structure, Adhesion & Cellular Components",all_in_one_ring1_neighbor_means,149,0.06706682775158,0.06716765462331342,0.4164038842230056,0.5617758478374681,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,APICAL_JUNCTION
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,APICAL_SURFACE,APICAL SURFACE,"Structure, Adhesion & Cellular Components",all_in_one_ring1_neighbor_means,149,0.4002132601591788,0.4239028371258099,4.257474059965844e-07,1.6604148833866793e-05,True,****,per_sample__source_group__target_class,hallmark,SNAI1_ac,APICAL_SURFACE
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,APOPTOSIS,APOPTOSIS,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,149,0.0671628760114019,0.06726413748091718,0.4157352293332662,0.5617758478374681,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,APOPTOSIS
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,CHOLESTEROL_HOMEOSTASIS,CHOLESTEROL HOMEOSTASIS,Metabolism,all_in_one_ring1_neighbor_means,149,0.130669779132585,0.13142120346449265,0.1121929460059329,0.1988874951923356,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,CHOLESTEROL_HOMEOSTASIS
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,COMPLEMENT,COMPLEMENT,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,149,0.0150671222319085,0.015068262557421193,0.8552852315229905,0.8777927376157009,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,COMPLEMENT
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,DNA_REPAIR,DNA REPAIR,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,149,0.1510495223940357,0.15221428949397278,0.0659399656013466,0.14286992546958432,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,DNA_REPAIR
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,E2F_TARGETS,E2F TARGETS,Proliferation,all_in_one_ring1_neighbor_means,149,0.1721236026463664,0.1738542814506388,0.0358139134203911,0.08216133078795605,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,E2F_TARGETS
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,EPITHELIAL_MESENCHYMAL_TRANSITION,EPITHELIAL MESENCHYMAL TRANSITION,"Structure, Adhesion & Cellular Components",all_in_one_ring1_neighbor_means,149,-0.1350736135771875,-0.13590419234024717,0.1005001368989356,0.19597526695292442,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,EPITHELIAL_MESENCHYMAL_TRANSITION
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,ESTROGEN_RESPONSE_EARLY,ESTROGEN RESPONSE EARLY,Other Biological States,all_in_one_ring1_neighbor_means,149,0.1908860449549541,0.1932565591796701,0.0197047696079539,0.07684860147102021,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,ESTROGEN_RESPONSE_EARLY
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,ESTROGEN_RESPONSE_LATE,ESTROGEN RESPONSE LATE,Other Biological States,all_in_one_ring1_neighbor_means,149,0.1781636077561253,0.18008545078121557,0.029714771417503,0.08216133078795605,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,ESTROGEN_RESPONSE_LATE
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,FATTY_ACID_METABOLISM,FATTY ACID METABOLISM,Metabolism,all_in_one_ring1_neighbor_means,149,0.1425952561237815,0.1435737037224623,0.0827736763143618,0.16990386190842688,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,FATTY_ACID_METABOLISM
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,G2M_CHECKPOINT,G2M CHECKPOINT,Proliferation,all_in_one_ring1_neighbor_means,149,0.2956740619372763,0.304772560322333,0.0002512646204773,0.0032664400662049,True,**,per_sample__source_group__target_class,hallmark,SNAI1_ac,G2M_CHECKPOINT
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,GLYCOLYSIS,GLYCOLYSIS,Metabolism,all_in_one_ring1_neighbor_means,149,0.1721452509657001,0.17387659080187085,0.0357902958855656,0.08216133078795605,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,GLYCOLYSIS
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,HEDGEHOG_SIGNALING,HEDGEHOG SIGNALING,Signaling & Development,all_in_one_ring1_neighbor_means,149,-0.1878583871158388,-0.190116282496768,0.0217757311278871,0.07720486490796336,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,HEDGEHOG_SIGNALING
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,HYPOXIA,HYPOXIA,Cellular Stress & Apoptosis,all_in_one_ring1_neighbor_means,149,-0.0488050769367759,-0.04884388259378046,0.55446879509724,0.6718724673517641,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,HYPOXIA
denisenko_2022__SP1,snai1ac_consensus_cold,SNAI1-ac cold,hallmark,IL2_STAT5_SIGNALING,IL2 STAT5 SIGNALING,Immune Response & Inflammation,all_in_one_ring1_neighbor_means,149,-0.0967886758257836,-0.09709262643084528,0.2402886752018801,0.40744601447275325,False,,per_sample__source_group__target_class,hallmark,SNAI1_ac,IL2_STAT5_SIGNALING
