source_group,source_label,target_class,target_variable,target_label,hallmark_group,n_samples,n_positive,n_negative,corr_mean,corr_median,fisher_z_mean,fisher_z_median,corr_from_mean_fisher_z,corr_from_median_fisher_z,p_cross_sample_fisher_t,p_cross_sample_wilcoxon,q_cross_sample_class_fisher_t,q_cross_sample_class_wilcoxon,sig_cross_sample_class,sig_marker_cross_sample_class,cross_sample_bh_scope
snai12r_hot,SNAI1-2R hot,hallmark,DNA_REPAIR,DNA REPAIR,Cellular Stress & Apoptosis,23,22,1,0.2330310632023228,0.2240570960381616,0.2450311676755741,0.2279235844834123,0.24024223369777856,0.2240570960381616,2.183268906932283e-06,2.384185791015625e-06,8.514748737035904e-05,9.298324584960938e-05,True,****,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,E2F_TARGETS,E2F TARGETS,Proliferation,23,14,9,0.05076823507823871,0.0237196131528449,0.05336828180340218,0.02372406303172731,0.05331767208535203,0.023719613152844897,0.33776474141395363,0.28614330291748047,0.3763664261469769,0.3099885781606038,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,EPITHELIAL_MESENCHYMAL_TRANSITION,EPITHELIAL MESENCHYMAL TRANSITION,"Structure, Adhesion & Cellular Components",23,15,8,0.1094320331757211,0.1381062596193561,0.12093310343526512,0.13899449614429865,0.12034699047209602,0.13810625961935608,0.06288190301351881,0.08582782745361328,0.10662583554466233,0.12874174118041992,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,ESTROGEN_RESPONSE_EARLY,ESTROGEN RESPONSE EARLY,Other Biological States,23,20,3,0.2239985249486782,0.2581547506260845,0.2417795594911729,0.26413039014522777,0.23717591188414625,0.2581547506260845,7.52464620806819e-05,4.935264587402344e-05,0.0009782040070488646,0.0006415843963623047,True,***,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,ESTROGEN_RESPONSE_LATE,ESTROGEN RESPONSE LATE,Other Biological States,23,19,4,0.18170057820925273,0.1804842830743007,0.1912738451028351,0.18248323298648186,0.18897485515863152,0.18048428307430076,0.00019862919639577386,0.0002148151397705078,0.0019366346648587952,0.002094447612762451,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,FATTY_ACID_METABOLISM,FATTY ACID METABOLISM,Metabolism,23,14,9,0.07501311742028645,0.15065069349008,0.0768592753509601,0.15180617359875326,0.07670828728240756,0.15065069349008,0.09757599969200995,0.13413381576538086,0.13590942814244242,0.17357124388217926,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,G2M_CHECKPOINT,G2M CHECKPOINT,Proliferation,23,14,9,0.06110076498993886,0.0991532863448277,0.06466088352318827,0.09948015434602821,0.06457091761869468,0.09915328634482769,0.24934650299352398,0.25945234298706055,0.29468223081052836,0.2976070993086871,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,GLYCOLYSIS,GLYCOLYSIS,Metabolism,23,20,3,0.20761402381335908,0.1827410576190875,0.21974957842870424,0.18481698311553796,0.21627936676553564,0.18274105761908752,3.236180214102779e-05,1.3113021850585938e-05,0.000631055141750042,0.0002557039260864258,True,***,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,HEDGEHOG_SIGNALING,HEDGEHOG SIGNALING,Signaling & Development,23,17,6,0.1074181137915225,0.0710388564736273,0.11182333176975677,0.0711587192667838,0.11135955464333659,0.0710388564736273,0.008264213931856279,0.013528585433959961,0.02014402145889968,0.028915253552523525,True,*,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,HYPOXIA,HYPOXIA,Cellular Stress & Apoptosis,23,16,7,0.11420169046372608,0.056099380720024,0.1227147356776104,0.056158342975653246,0.12210244037481592,0.056099380720023996,0.03365014848449353,0.0354313850402832,0.059652535949783994,0.057576000690460205,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,IL2_STAT5_SIGNALING,IL2 STAT5 SIGNALING,Immune Response & Inflammation,23,16,7,0.07638127458894695,0.1308947335315269,0.07675246942434548,0.13165007243908122,0.0766021089495923,0.13089473353152686,0.21826537741493682,0.08020281791687012,0.2745919264252431,0.12511639595031737,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,IL6_JAK_STAT3_SIGNALING,IL6 JAK STAT3 SIGNALING,Immune Response & Inflammation,23,14,9,0.006038299448235001,0.0775605921183305,-0.00031045184300652835,0.07771668156848247,-0.00031045183303271,0.0775605921183305,0.9952586698990193,0.28614330291748047,0.9952586698990193,0.3099885781606038,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,INFLAMMATORY_RESPONSE,INFLAMMATORY RESPONSE,Immune Response & Inflammation,23,15,8,0.013513326502009893,0.0625586139650851,0.006790176835382368,0.06264041551725565,0.006790072480207566,0.0625586139650851,0.9067815316220205,0.39307284355163574,0.9306442035068104,0.403416865750363,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,INTERFERON_ALPHA_RESPONSE,INTERFERON ALPHA RESPONSE,Immune Response & Inflammation,23,14,9,0.09576975745259687,0.0846767673827671,0.10232046936592223,0.08488002437960863,0.10196487778535557,0.0846767673827671,0.08993702426953949,0.09798812866210938,0.13333130148254313,0.13648346492222377,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,INTERFERON_GAMMA_RESPONSE,INTERFERON GAMMA RESPONSE,Immune Response & Inflammation,23,14,9,0.08762495687361262,0.0988227865798184,0.09340175504803963,0.09914638408612388,0.09313109069511383,0.09882278657981838,0.11700544669408859,0.11864614486694336,0.15735215245067086,0.1595586086141652,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,KRAS_SIGNALING_DN,KRAS SIGNALING DN,Signaling & Development,23,7,16,-0.1115725507159472,-0.0790793134794415,-0.11824755807849109,-0.0792447765883421,-0.11769949163812304,-0.07907931347944148,0.011626300743578498,0.01486515998840332,0.026672101705856554,0.028915253552523525,True,*,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,KRAS_SIGNALING_UP,KRAS SIGNALING UP,Signaling & Development,23,12,11,0.02467243337169155,0.0182540204629481,0.021244728095581,0.01825604833795637,0.021241532484796048,0.018254020462948096,0.6852085402448829,0.36039113998413086,0.7222468397175792,0.37987174214543523,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,MTORC1_SIGNALING,MTORC1 SIGNALING,Signaling & Development,23,19,4,0.10834683900661135,0.1080032011408701,0.11152167950101345,0.10842610628437152,0.11106163315071775,0.10800320114087011,0.0893978787251924,0.0354313850402832,0.13333130148254313,0.057576000690460205,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,MYC_TARGETS_V1,MYC TARGETS V1,Proliferation,23,17,6,0.22479575959733664,0.2778296166083401,0.24359966459318735,0.2853286032913303,0.23889288859270458,0.2778296166083401,0.0002841472825151734,0.00047516822814941406,0.0019914929573716356,0.0030885934829711914,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,MYC_TARGETS_V2,MYC TARGETS V2,Proliferation,23,17,6,0.12564395101459713,0.0919748627276275,0.13351435185345867,0.09223553706046829,0.13272662229495333,0.0919748627276275,0.007957269127315402,0.00914621353149414,0.02014402145889968,0.02098248986636891,True,*,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,NOTCH_SIGNALING,NOTCH SIGNALING,Signaling & Development,23,17,6,0.1269469547568408,0.1422512960864704,0.13243222721458503,0.14322262220717402,0.13166340845830163,0.14225129608647044,0.001969375795968136,0.0012786388397216797,0.005486118288768378,0.004533355886285955,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,OXIDATIVE_PHOSPHORYLATION,OXIDATIVE PHOSPHORYLATION,Metabolism,23,18,5,0.17093180425739676,0.2445028532341919,0.17995323589423448,0.24955770469577193,0.17803558665503014,0.2445028532341919,0.0014446366454374231,0.0021359920501708984,0.004333909936312269,0.006407976150512695,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,PEROXISOME,PEROXISOME,Other Biological States,23,18,5,0.14712346318448027,0.1788761510240545,0.1509220627900662,0.1808214498958081,0.14978653326047606,0.1788761510240545,0.000520686941015499,0.0008494853973388672,0.002538348837450558,0.003312993049621582,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,PI3K_AKT_MTOR_SIGNALING,PI3K AKT MTOR SIGNALING,Signaling & Development,23,19,4,0.1521494108670456,0.1620564433128957,0.15753021160018021,0.16349788354338793,0.15623994001499505,0.16205644331289573,0.0008873866128032402,0.0007376670837402344,0.003146188899938761,0.003312993049621582,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,PROTEIN_SECRETION,PROTEIN SECRETION,Other Biological States,23,18,5,0.11315587459348864,0.0992318285217942,0.11940718856242126,0.09955947699151133,0.11884290098934454,0.09923182852179421,0.018207855638926986,0.016311168670654297,0.03737401946937644,0.028915253552523525,True,*,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,REACTIVE_OXYGEN_SPECIES_PATHWAY,REACTIVE OXYGEN SPECIES PATHWAY,Cellular Stress & Apoptosis,23,18,5,0.10756697606104444,0.1338526820434675,0.11110184827667802,0.13466077931273132,0.11064696110224871,0.1338526820434675,0.020834788063020186,0.016311168670654297,0.03869317783132321,0.028915253552523525,True,*,source_group__target_class
