source_group,source_label,target_class,target_variable,target_label,hallmark_group,n_samples,n_positive,n_negative,corr_mean,corr_median,fisher_z_mean,fisher_z_median,corr_from_mean_fisher_z,corr_from_median_fisher_z,p_cross_sample_fisher_t,p_cross_sample_wilcoxon,q_cross_sample_class_fisher_t,q_cross_sample_class_wilcoxon,sig_cross_sample_class,sig_marker_cross_sample_class,cross_sample_bh_scope
snai12r_hot,SNAI1-2R hot,hallmark,TGF_BETA_SIGNALING,TGF BETA SIGNALING,Signaling & Development,23,18,5,0.12047356950194678,0.1138590999800835,0.12717689564843826,0.11435498199590899,0.12649565121886747,0.11385909998008348,0.020307287510482584,0.00914621353149414,0.03869317783132321,0.02098248986636891,True,*,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,TNFA_SIGNALING_VIA_NFKB,TNFA SIGNALING VIA NFKB,Immune Response & Inflammation,23,12,11,0.04324318563462473,0.0169081329000335,0.044821566052105195,0.016909744436759924,0.04479157505021514,0.0169081329000335,0.4396897534679116,0.44520044326782227,0.4763305662569043,0.44520044326782227,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,UNFOLDED_PROTEIN_RESPONSE,UNFOLDED PROTEIN RESPONSE,Cellular Stress & Apoptosis,23,19,4,0.14842642225975586,0.1419225367044496,0.15398309155686682,0.14288708884218398,0.15277750406443014,0.1419225367044496,0.0003321253539357348,0.00040793418884277344,0.0019914929573716356,0.0030885934829711914,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,WNT_BETA_CATENIN_SIGNALING,WNT BETA CATENIN SIGNALING,Signaling & Development,23,19,4,0.136460760347082,0.1311188125500592,0.14087578625895333,0.13187806443384698,0.1399511857285425,0.1311188125500592,0.0006208809041514473,0.0006387233734130859,0.00255219190107961,0.003312993049621582,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,hallmark,XENOBIOTIC_METABOLISM,XENOBIOTIC METABOLISM,Other Biological States,23,15,8,0.06341969396359037,0.0421441454674489,0.06625303376647115,0.042169123237377204,0.06615626522154813,0.04214414546744889,0.23740873254342554,0.15107226371765137,0.2893418927872999,0.17853994802995163,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP1_angiogenic_vascular,MP1 angiogenic/vascular,,22,12,10,0.06444806461661239,0.044032158053679646,0.07123699282675434,0.04410988983290562,0.07111673459138262,0.04408130413501538,0.2685575015170555,0.3534979820251465,0.9226736603532063,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP2_iCAF_stress,MP2 iCAF-stress,,22,12,10,0.06862681731757403,0.027606400964169747,0.0747457967131172,0.027621925275997293,0.07460690714412656,0.027614902512185305,0.3121736875907962,0.32088327407836914,0.9226736603532063,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP3_complement_CAF,MP3 complement-CAF,,22,13,9,0.022343745091445204,0.03087210385648445,0.027411874510559073,0.030888375704824188,0.027405010713459427,0.030878556004183787,0.6847205742861359,0.774528980255127,0.9226736603532063,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP4_activated_myCAF,MP4 activated-myCAF,,22,9,13,-0.0040295169031569385,-0.0047524112603041496,-0.0026236727190055297,-0.004752491490419207,-0.002623666698866403,-0.004752455710540383,0.9661931443807279,0.7502379417419434,0.9661931443807279,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP5_IFN_TLS_immune,MP5 IFN/TLS immune,,22,12,10,0.030734051279756404,0.0527791661889831,0.031159157145062785,0.052849966636962245,0.03114907698979135,0.0528008161346575,0.5303316028010328,0.4825911521911621,0.9226736603532063,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP6_APC_TAM_myeloid,MP6 APC/TAM myeloid,,22,11,11,-0.038063124391771154,0.00405455980116735,-0.04149992356955095,0.004055510701866161,-0.04147611564393476,0.004055488468125101,0.4879210457247468,0.6327285766601562,0.9226736603532063,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP7_malignant_hypoxia,MP7 malignant hypoxia,,22,13,9,0.016015775436774567,0.02787076809432595,0.014709536000422619,0.02787802006770689,0.01470847518926243,0.027870800195090042,0.7740446920139354,0.5235109329223633,0.9226736603532063,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,mp,MP8_malignant_acute_phase_secretory,MP8 malignant acute-phase/secretory,,22,12,10,0.022705616366609647,0.09827571202097796,0.016496023680660953,0.09924093698889543,0.016494527550802843,0.09891641520917387,0.8073394528090555,0.6101517677307129,0.9226736603532063,0.774528980255127,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,spacet,SpaCET_B_cell,B cell,,23,4,19,-0.17699007807977485,-0.17034646662884,-0.186879983182366,-0.17202346265491172,-0.1847344109431251,-0.17034646662884,0.00044110390241973056,0.0002980232238769531,0.001470346341399102,0.0009934107462565105,True,**,source_group__target_class
snai12r_hot,SNAI1-2R hot,spacet,SpaCET_CAF,CAF,,23,7,16,-0.09817427527741766,-0.1337780008301103,-0.10661836924449246,-0.13458473643406144,-0.10621620384654909,-0.1337780008301103,0.14013226421255498,0.11142587661743164,0.15570251579172775,0.12380652957492405,False,,source_group__target_class
snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Endothelial,Endothelial,,23,7,16,-0.09845133132853698,-0.1198920943768919,-0.10111027740842256,-0.12047154768004623,-0.10076712078055151,-0.11989209437689188,0.012180954030619645,0.01955723762512207,0.020301590051032742,0.027938910893031528,True,*,source_group__target_class
snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Macrophage,Macrophage,,23,5,18,-0.16780206877000964,-0.1514583452033978,-0.18688386844867755,-0.1526326842411775,-0.18473816361502676,-0.1514583452033978,0.006515401067875417,0.004851341247558594,0.013030802135750832,0.009702682495117188,True,*,source_group__target_class
snai12r_hot,SNAI1-2R hot,spacet,SpaCET_Malignant,Malignant,,23,23,0,0.38825647900204036,0.3917141637039495,0.4266013355452812,0.4138232903316721,0.40247708795098364,0.3917141637039495,3.050127118538564e-09,2.384185791015625e-07,3.050127118538564e-08,2.384185791015625e-06,True,****,source_group__target_class
