n_samples_available,sample_labels,n_positive,n_negative,n_zero,fraction_positive,fraction_negative,wilcoxon_pval,ttest_pval,sign_test_pval,median_corr,median_n_pairs,source_group,source_group_display,outer_variable,outer_variable_display,variable_family,median_fisher_z,mean_fisher_z,iqr_fisher_z,median_corr_from_fisher_z,mean_corr_from_fisher_z,wilcoxon_qval,ttest_qval,sign_test_qval,sig_marker
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,15,8,0,0.6521739130434783,0.34782608695652173,0.05625271797180176,0.020227638074158238,0.21003961563110352,0.0559446497234237,375.0,snai12r_hot,SNAI1-2R hot,HYPOXIA,HYPOXIA,hallmark,0.05600312483184301,0.1153118795729935,0.3493185032773317,0.055944649723423695,0.11480348925691986,0.08775424003601075,0.035858085676916875,0.28246706929700127,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,17,6,0,0.7391304347826086,0.2608695652173913,0.052229881286621094,0.17349180143834197,0.03468966484069824,0.1055583147662112,375.0,snai12r_hot,SNAI1-2R hot,IL2_STAT5_SIGNALING,IL2 STAT5 SIGNALING,hallmark,0.10595302017094714,0.07453041730749262,0.21772276795836584,0.10555831476621122,0.07439272314295747,0.08487355709075928,0.21826387922888185,0.06442366327558245,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,15,8,0,0.6521739130434783,0.34782608695652173,0.30013346672058105,0.8844004462234064,0.21003961563110352,0.0502287069081848,375.0,snai12r_hot,SNAI1-2R hot,IL6_JAK_STAT3_SIGNALING,IL6 JAK STAT3 SIGNALING,hallmark,0.0502710120194636,-0.006651765746462407,0.1426958423840938,0.05022870690818481,-0.006651667643550545,0.3442707412383136,0.9076741421766539,0.28246706929700127,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,14,9,0,0.6086956521739131,0.391304347826087,0.3446848392486572,0.936427834974986,0.4048728942871094,0.0499148194328429,375.0,snai12r_hot,SNAI1-2R hot,INFLAMMATORY_RESPONSE,INFLAMMATORY RESPONSE,hallmark,0.04995633559060154,0.004057327445823115,0.2297089953518001,0.0499148194328429,0.004057305182188704,0.36039113998413086,0.936427834974986,0.43861230214436847,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,14,9,0,0.6086956521739131,0.391304347826087,0.09798812866210938,0.0951967106304599,0.4048728942871094,0.0925691244146765,375.0,snai12r_hot,SNAI1-2R hot,INTERFERON_ALPHA_RESPONSE,INTERFERON ALPHA RESPONSE,hallmark,0.09283490182980979,0.08458260390203062,0.33134761730798856,0.09256912441467648,0.0843814720279044,0.13177713854559536,0.1363780343810829,0.43861230214436847,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,14,9,0,0.6086956521739131,0.391304347826087,0.16010499000549316,0.12134428847099164,0.4048728942871094,0.098441947233233,375.0,snai12r_hot,SNAI1-2R hot,INTERFERON_GAMMA_RESPONSE,INTERFERON GAMMA RESPONSE,hallmark,0.09876180340158898,0.07858142313612027,0.3505085007527882,0.098441947233233,0.07842007384773174,0.1951279565691948,0.16318714656443703,0.43861230214436847,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,9,14,0,0.391304347826087,0.6086956521739131,0.02332472801208496,0.012007086863418398,0.4048728942871094,-0.0486263989247368,375.0,snai12r_hot,SNAI1-2R hot,KRAS_SIGNALING_DN,KRAS SIGNALING DN,hallmark,-0.04866477952972746,-0.09631559161024965,0.22645127586381375,-0.0486263989247368,-0.09601886256319045,0.041348381475968796,0.026260916825455075,0.43861230214436847,*
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,12,11,0,0.5217391304347826,0.4782608695652174,0.3294053077697754,0.6564638919528794,1.0,0.0297682678024838,375.0,snai12r_hot,SNAI1-2R hot,KRAS_SIGNALING_UP,KRAS SIGNALING UP,hallmark,0.02977706552848804,0.02006898450230756,0.18425306888121568,0.0297682678024838,0.020066290580558508,0.36039113998413086,0.691948426653035,1.0,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,19,4,0,0.8260869565217391,0.17391304347826086,0.04152512550354004,0.09791243494026464,0.002599477767944336,0.0732408425132434,375.0,snai12r_hot,SNAI1-2R hot,MTORC1_SIGNALING,MTORC1 SIGNALING,hallmark,0.07337222565623946,0.09280742935131336,0.17260895733523318,0.0732408425132434,0.09254188727976399,0.07041216933208963,0.1363780343810829,0.007798433303833008,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,17,6,0,0.7391304347826086,0.2608695652173913,0.0005517005920410156,0.0003931419946731687,0.03468966484069824,0.2448604177984045,375.0,snai12r_hot,SNAI1-2R hot,MYC_TARGETS_V1,MYC TARGETS V1,hallmark,0.24993803957291122,0.21109397764519114,0.3400468244391163,0.2448604177984045,0.2080133792491338,0.002390702565511068,0.001459047373426406,0.06442366327558245,**
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,16,7,0,0.6956521739130435,0.30434782608695654,0.016311168670654297,0.015290103375927316,0.0931396484375,0.0992487401116471,375.0,snai12r_hot,SNAI1-2R hot,MYC_TARGETS_V2,MYC TARGETS V2,hallmark,0.09957655679408955,0.112182469221083,0.2717673274500899,0.09924874011164708,0.11171422424925137,0.033480819902921975,0.03138494903479818,0.1513519287109375,*
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,18,5,0,0.782608695652174,0.21739130434782608,0.0002980232238769531,0.00041152618224847353,0.010622024536132812,0.1285745858163873,375.0,snai12r_hot,SNAI1-2R hot,NOTCH_SIGNALING,NOTCH SIGNALING,hallmark,0.12929020446158504,0.13613342483690746,0.18256616769322023,0.12857458581638734,0.13529865678219197,0.0019371509552001953,0.001459047373426406,0.021803102995219984,**
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,18,5,0,0.782608695652174,0.21739130434782608,0.0014584064483642578,0.0014882663912589057,0.010622024536132812,0.1956259846000081,375.0,snai12r_hot,SNAI1-2R hot,OXIDATIVE_PHOSPHORYLATION,OXIDATIVE PHOSPHORYLATION,hallmark,0.19818040470142478,0.15699433636375387,0.2656692968189205,0.1956259846000081,0.15571710226087743,0.004062703677586147,0.004236009802795422,0.021803102995219984,**
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,19,4,0,0.8260869565217391,0.17391304347826086,0.0006387233734130859,0.0002457321837084843,0.002599477767944336,0.1511311805004103,375.0,snai12r_hot,SNAI1-2R hot,PEROXISOME,PEROXISOME,hallmark,0.15229785526439885,0.13790772444086705,0.16580779886529473,0.15113118050041027,0.137040056674362,0.0024910211563110352,0.001459047373426406,0.007798433303833008,**
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,18,5,0,0.782608695652174,0.21739130434782608,0.0008494853973388672,0.0015215656160266092,0.010622024536132812,0.129846090366682,375.0,snai12r_hot,SNAI1-2R hot,PI3K_AKT_MTOR_SIGNALING,PI3K AKT MTOR SIGNALING,hallmark,0.13058329779386801,0.13677946218921996,0.20421734106168832,0.12984609036668202,0.13593281243291389,0.0027608275413513184,0.004236009802795422,0.021803102995219984,**
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,19,4,0,0.8260869565217391,0.17391304347826086,0.021372318267822266,0.019077008190310597,0.002599477767944336,0.0802861308149314,375.0,snai12r_hot,SNAI1-2R hot,PROTEIN_SECRETION,PROTEIN SECRETION,hallmark,0.08045930552757426,0.10351598486023096,0.14910337267136542,0.0802861308149314,0.10314781893597232,0.03969144821166992,0.03542872949629111,0.007798433303833008,*
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,18,5,0,0.782608695652174,0.21739130434782608,0.01486515998840332,0.012120423150210034,0.010622024536132812,0.1111088850522939,375.0,snai12r_hot,SNAI1-2R hot,REACTIVE_OXYGEN_SPECIES_PATHWAY,REACTIVE OXYGEN SPECIES PATHWAY,hallmark,0.11156952177311688,0.10816355124471658,0.17400511357459286,0.1111088850522939,0.10774370137212692,0.03220784664154053,0.026260916825455075,0.021803102995219984,*
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,18,5,0,0.782608695652174,0.21739130434782608,0.006032705307006836,0.006664272764399897,0.010622024536132812,0.1117221239622758,375.0,snai12r_hot,SNAI1-2R hot,TGF_BETA_SIGNALING,TGF BETA SIGNALING,hallmark,0.11219046877615779,0.1257109347310863,0.17775564639956737,0.1117221239622758,0.12505288085125493,0.014704719185829163,0.01624416486322475,0.021803102995219984,*
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,13,10,0,0.5652173913043478,0.43478260869565216,0.36039113998413086,0.29785729560144614,0.6776394844055176,0.0347587406666932,375.0,snai12r_hot,SNAI1-2R hot,TNFA_SIGNALING_VIA_NFKB,TNFA SIGNALING VIA NFKB,hallmark,0.03477274897926518,0.05120370078584312,0.3454174674041435,0.0347587406666932,0.05115899872079088,0.36039113998413086,0.35201316752898176,0.7142686457247347,
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,19,4,0,0.8260869565217391,0.17391304347826086,0.0008494853973388672,0.0006009813167089352,0.002599477767944336,0.1451195740293736,375.0,snai12r_hot,SNAI1-2R hot,UNFOLDED_PROTEIN_RESPONSE,UNFOLDED PROTEIN RESPONSE,hallmark,0.1461513677559628,0.12656592303961361,0.1818256925308464,0.1451195740293736,0.12589440848180636,0.0027608275413513184,0.0019531892793040397,0.007798433303833008,**
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,19,4,0,0.8260869565217391,0.17391304347826086,0.00018143653869628906,0.00013337000878412765,0.002599477767944336,0.1364702922644638,375.0,snai12r_hot,SNAI1-2R hot,WNT_BETA_CATENIN_SIGNALING,WNT BETA CATENIN SIGNALING,hallmark,0.13732710121134784,0.1380496709258723,0.14268215056586347,0.1364702922644638,0.13717933469740382,0.0014152050018310547,0.0010402860685161956,0.007798433303833008,**
23,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;denisenko_2022__SP8;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,14,9,0,0.6086956521739131,0.391304347826087,0.20015525817871094,0.25306583359117857,0.4048728942871094,0.0364611366673953,375.0,snai12r_hot,SNAI1-2R hot,XENOBIOTIC_METABOLISM,XENOBIOTIC METABOLISM,hallmark,0.03647730688861242,0.05500274687494721,0.20838064023082806,0.0364611366673953,0.05494734727115299,0.23654712330211292,0.30842398468924886,0.43861230214436847,
22,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,12,10,0,0.5454545454545454,0.45454545454545453,0.32088327407836914,0.2645353937703514,0.8318119049072266,0.0687155065636133,171.0,snai12r_hot,SNAI1-2R hot,MP1_angiogenic_vascular,MP1_angiogenic_vascular,mp,0.06887610465149512,0.06622694422911565,0.3001100063629992,0.06876739673463877,0.06613028982417626,0.9746217727661133,0.9527050782442689,0.9506421770368304,
22,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,12,10,0,0.5454545454545454,0.45454545454545453,0.4825911521911621,0.47470290887962574,0.8318119049072266,0.0165630844787358,171.0,snai12r_hot,SNAI1-2R hot,MP2_iCAF_stress,MP2_iCAF_stress,mp,0.016565226924169688,0.04739220677984204,0.35796959629119957,0.01656371188714131,0.047356757326208775,0.9746217727661133,0.9527050782442689,0.9506421770368304,
22,denisenko_2022__SP1;denisenko_2022__SP2;denisenko_2022__SP3;denisenko_2022__SP4;denisenko_2022__SP5;denisenko_2022__SP6;denisenko_2022__SP7;ju_2024__CPS_OV19_LtOV1;ju_2024__CPS_OV1RtOV3;ju_2024__CPS_OV20RtOV4;ju_2024__CPS_OV24RTOV4;ju_2024__CPS_OV34RtOV1;ju_2024__CPS_OV5LtOV4;ju_2024__CPS_OV71_1;yamamoto_2025__Pt1-1;yamamoto_2025__Pt1-2;yamamoto_2025__Pt1-3;yamamoto_2025__Pt1-4;yamamoto_2025__Pt2-1;yamamoto_2025__Pt2-2;yamamoto_2025__Pt2-3;yamamoto_2025__Pt2-4,12,10,0,0.5454545454545454,0.45454545454545453,0.9746217727661133,0.8775025485187751,0.8318119049072266,0.0047953274960333,171.0,snai12r_hot,SNAI1-2R hot,MP3_complement_CAF,MP3_complement_CAF,mp,0.0047954185063265545,0.009772940816114333,0.33294827046635134,0.004795381748121566,0.00977262968892908,0.9746217727661133,0.9527050782442689,0.9506421770368304,
